TITLE="Graphics"
VARIABLES= "x", "T_CH", "Y_h_CH","Y_h2_CH","Y_o_CH","Y_o2_CH","Y_oh_CH","Y_h2o_CH","Y_n2_CH","Y_ho2_CH","Y_h2o2_CH","Y_co_CH","Y_co2_CH","Y_ch2o_CH","Y_hco_CH","Y_ch3oh_CH","Y_ch2oh_CH","Y_ch3o_CH","Y_ch3o2_CH","Y_ch4_CH","Y_ch3_CH","Y_ch2_CH","Y_ch2(s)_CH","Y_c2h6_CH","Y_c2h5o2_CH","Y_c2h5_CH","Y_c2h4_CH","Y_c2h3_CH","Y_c2h2_CH","Y_ch2cho_CH","Y_ch2co_CH","Y_hcco_CH","Y_nc3h7_CH","Y_c3h6_CH","Y_c3h5-a_CH","Y_c3h5o_CH","Y_c3h4-a_CH","Y_nc3h7o2_CH","Y_c2h3cho_CH","Y_nc7h16_CH","Y_c7h15_CH","Y_c7h15o2_CH","Y_c7h14ooh_CH","Y_c7h14_CH","Y_c7h14ooho2_CH","Y_nc7ket_CH","Y_c7h14o_CH","Y_nc3h7cho_CH"
0.1325521,522.7377,1.473885E-8,7.653069E-4,7.87215E-9,0.1985117,3.454093E-7,0.01376985,0.7092026,1.325364E-4,7.580253E-5,0.007770749,0.003530735,3.498606E-4,1.775667E-9,4.759645E-5,1.57198E-10,3.054877E-6,1.328242E-4,2.573754E-4,2.451818E-7,1.064509E-12,3.141878E-14,1.906178E-4,6.739747E-5,2.109459E-9,0.002101536,7.497168E-10,2.983831E-4,2.125247E-5,4.040734E-5,3.472404E-10,4.125252E-10,7.022987E-4,1.308923E-6,2.197702E-7,1.054572E-5,2.245959E-6,3.112758E-5,0.06112994,3.433358E-8,4.527505E-4,2.003338E-8,3.230937E-4,6.04808E-6,1.852737E-5,4.372369E-5,7.842345E-6
0.1328125,529.7208,1.641437E-8,7.716613E-4,8.891922E-9,0.1978491,3.757978E-7,0.01414738,0.7089516,1.387689E-4,7.763312E-5,0.008029362,0.00368244,3.627896E-4,2.041582E-9,4.962599E-5,1.768041E-10,3.270757E-6,1.389531E-4,2.651178E-4,2.838724E-7,1.291987E-12,4.143187E-14,1.994031E-4,7.349503E-5,2.458992E-9,0.002176382,8.895575E-10,3.096575E-4,2.231563E-5,4.240248E-5,4.097318E-10,5.040525E-10,7.36536E-4,1.45415E-6,2.034615E-7,1.107887E-5,2.472003E-6,3.310718E-5,0.06100382,3.921701E-8,4.818545E-4,2.507296E-8,3.538028E-4,6.50618E-6,2.054109E-5,4.813922E-5,8.405787E-6
0.1333333,544.1605,2.030536E-8,7.844006E-4,1.134627E-8,0.1964749,4.458166E-7,0.01492259,0.7084425,1.520461E-4,8.132571E-5,0.008566593,0.004001584,3.895613E-4,2.69716E-9,5.388843E-5,2.232607E-10,3.741037E-6,1.517485E-4,2.811226E-4,3.830687E-7,1.902017E-12,7.243298E-14,2.179669E-4,8.7067E-5,3.368898E-9,0.002332236,1.244585E-9,3.33202E-4,2.457563E-5,4.663471E-5,5.70991E-10,7.501015E-10,8.091215E-4,1.792393E-6,1.714463E-7,1.221192E-5,2.979687E-6,3.735664E-5,0.06072018,5.173262E-8,5.440653E-4,3.901466E-8,4.230812E-4,7.414581E-6,2.513978E-5,5.817729E-5,9.638352E-6
0.1338542,559.2311,2.508123E-8,7.971775E-4,1.451882E-8,0.1950356,5.316439E-7,0.01572438,0.7079257,1.664748E-4,8.50455E-5,0.009130817,0.004342225,4.175149E-4,3.571724E-9,5.842743E-5,2.819134E-10,4.266377E-6,1.652038E-4,2.978244E-4,5.249296E-7,2.816451E-12,1.288396E-13,2.378947E-4,1.026247E-4,4.694887E-9,0.002496419,1.735592E-9,3.58096E-4,2.702162E-5,5.120054E-5,8.017456E-10,1.116265E-9,8.873692E-4,2.206951E-6,1.425037E-7,1.34371E-5,3.566461E-6,4.199797E-5,0.06039115,6.989985E-8,6.112736E-4,6.010715E-8,5.038885E-4,8.246389E-6,3.055329E-5,6.99988E-5,1.102147E-5
0.134375,574.9345,3.094718E-8,8.099883E-4,1.863238E-8,0.1935308,6.38065E-7,0.01655253,0.7074035,1.821397E-4,8.877658E-5,0.009722576,0.004705161,4.466211E-4,4.74836E-9,6.325163E-5,3.563614E-10,4.851117E-6,1.792406E-4,3.152309E-4,7.300117E-7,4.194404E-12,2.330392E-13,2.592469E-4,1.20363E-4,6.695847E-9,0.002669119,2.417064E-9,3.843751E-4,2.966483E-5,5.61165E-5,1.134271E-9,1.661693E-9,9.715524E-4,2.714347E-6,1.179371E-7,1.475916E-5,4.238472E-6,4.704316E-5,0.06001135,9.805052E-8,6.831272E-4,9.159582E-8,5.977924E-4,8.920793E-6,3.684745E-5,8.386471E-5,1.256935E-5
0.1346354,583.0265,3.438865E-8,8.16406E-4,2.115501E-8,0.1927535,7.014182E-7,0.01697651,0.7071413,1.904733E-4,9.064013E-5,0.01002906,0.004895355,4.615971E-4,5.491331E-9,6.577475E-5,4.012823E-10,5.167421E-6,1.864341E-4,3.242035E-4,8.675637E-7,5.146579E-12,3.166823E-13,2.704841E-4,1.301301E-4,8.108678E-9,0.002758762,2.857775E-9,3.980515E-4,3.106544E-5,5.871318E-5,1.356839E-9,2.032954E-9,0.001015991,3.010528E-6,1.073973E-7,1.545861E-5,4.608483E-6,4.972188E-5,0.0598001,1.1854E-7,7.205718E-4,1.125766E-7,6.503405E-4,9.16654E-6,4.033786E-5,9.167872E-5,1.341128E-5
0.1348958,591.2793,3.820695E-8,8.228314E-4,2.403594E-8,0.1919595,7.725665E-7,0.01740708,0.7068791,1.991566E-4,9.24999E-5,0.01034275,0.005091546,4.768525E-4,6.360203E-9,6.837384E-5,4.521825E-10,5.500316E-6,1.93725E-4,3.333576E-4,1.033687E-6,6.325373E-12,4.316696E-13,2.821088E-4,1.405344E-4,9.919477E-9,0.002850643,3.380597E-9,4.120941E-4,3.252116E-5,6.140602E-5,1.625956E-9,2.489663E-9,0.001062055,3.338429E-6,9.798788E-8,1.618472E-5,5.002203E-6,5.250803E-5,0.05957329,1.456503E-7,7.589484E-4,1.379463E-7,7.070031E-4,9.337464E-6,4.406551E-5,1.001448E-4,1.430181E-5
0.1351563,599.6928,4.24455E-8,8.292642E-4,2.732806E-8,0.1911489,8.52637E-7,0.0178442,0.7066171,2.082023E-4,9.435352E-5,0.0106637,0.005293837,4.923817E-4,7.37891E-9,7.104992E-5,5.099483E-10,5.850147E-6,2.010886E-4,3.426941E-4,1.234271E-6,7.791114E-12,5.902243E-13,2.941291E-4,1.516015E-4,1.228787E-8,0.002944788,4.002516E-9,4.265071E-4,3.403364E-5,6.419729E-5,1.952175E-9,3.054419E-9,0.001109782,3.701213E-6,8.961669E-8,1.693814E-5,5.419918E-6,5.540227E-5,0.05933008,1.822998E-7,7.981108E-4,1.684983E-7,7.680422E-4,9.424103E-6,4.80242E-5,1.093071E-4,1.524315E-5
0.1354167,608.2667,4.715294E-8,8.357043E-4,3.109206E-8,0.1903217,9.429009E-7,0.01828784,0.706356,2.176239E-4,9.619851E-5,0.01099197,0.00550233,5.081785E-4,8.575436E-9,7.380402E-5,5.75597E-10,6.217167E-6,2.084962E-4,3.522136E-4,1.476195E-6,9.619967E-12,8.091058E-13,3.065528E-4,1.633567E-4,1.544823E-8,0.00304122,4.74375E-9,4.412951E-4,3.560454E-5,6.70893E-5,2.348355E-9,3.75665E-9,0.001159208,4.102316E-6,8.217587E-8,1.77195E-5,5.861706E-6,5.84049E-5,0.0590696,2.328029E-7,8.378801E-4,2.05131E-7,8.337306E-4,9.419059E-6,5.22016E-5,1.192119E-4,1.623758E-5
0.1356771,617.0006,5.238373E-8,8.421515E-4,3.539745E-8,0.1894779,1.044789E-6,0.01873796,0.7060961,2.274352E-4,9.803229E-5,0.01132764,0.005717128,5.24236E-4,9.982764E-9,7.66371E-5,6.502966E-10,6.601511E-6,2.159143E-4,3.619169E-4,1.767445E-6,1.190927E-11,1.111362E-12,3.193881E-4,1.75825E-4,1.975145E-8,0.003139964,5.628537E-9,4.564626E-4,3.723559E-5,7.008439E-5,2.830182E-9,4.635575E-9,0.00121037,4.545467E-6,7.55547E-8,1.852946E-5,6.327397E-6,6.151583E-5,0.05879099,3.035539E-7,8.780401E-4,2.488518E-7,9.04352E-4,9.317719E-6,5.657822E-5,1.299071E-4,1.728747E-5
0.1359375,625.8939,5.819884E-8,8.486059E-4,4.03238E-8,0.1886177,1.159907E-6,0.01919454,0.7058381,2.376506E-4,9.985221E-5,0.01167077,0.005938334,5.405469E-4,1.163984E-8,7.955011E-5,7.353893E-10,7.003166E-6,2.233046E-4,3.718046E-4,2.117227E-6,1.478402E-11,1.528571E-12,3.326431E-4,1.890302E-4,2.572713E-8,0.003241045,6.686012E-9,4.720138E-4,3.892855E-5,7.318496E-5,3.416804E-9,5.744259E-9,0.001263306,5.034698E-6,6.964826E-8,1.936865E-5,6.816523E-6,6.473454E-5,0.05849335,4.040002E-7,9.183324E-4,3.00775E-7,9.802001E-4,9.118897E-6,6.112646E-5,1.41442E-4,1.839525E-5
0.1361979,634.9461,6.466657E-8,8.550675E-4,4.596208E-8,0.187741,1.290058E-6,0.01965753,0.7055824,2.48285E-4,1.016555E-4,0.01202142,0.006166051,5.571035E-4,1.359264E-8,8.254396E-5,8.324186E-10,7.421945E-6,2.306235E-4,3.818774E-4,2.536073E-6,1.840513E-11,2.103802E-12,3.463259E-4,2.02995E-4,3.417805E-8,0.003344486,7.951252E-9,4.879534E-4,4.06852E-5,7.639345E-5,4.131572E-9,7.155437E-9,0.001318054,5.574356E-6,6.436226E-8,2.023775E-5,7.328254E-6,6.806007E-5,0.05817578,5.480291E-7,9.584517E-4,3.621146E-7,0.001061578,8.8253E-6,6.580981E-5,1.538671E-4,1.956345E-5
0.1364583,644.1566,7.186337E-8,8.615363E-4,5.241623E-8,0.1868481,1.437263E-6,0.0201269,0.7053298,2.593537E-4,1.034393E-4,0.01237965,0.006400381,5.738973E-4,1.589554E-8,8.561949E-5,9.431626E-10,7.857458E-6,2.378221E-4,3.921355E-4,3.035951E-6,2.298003E-11,2.895519E-12,3.604446E-4,2.177404E-4,4.632374E-8,0.003450314,9.466518E-9,5.042857E-4,4.250734E-5,7.971235E-5,5.002939E-9,8.96984E-9,0.001374652,6.169113E-6,5.96147E-8,2.113741E-5,7.861333E-6,7.149097E-5,0.05783737,7.559178E-7,9.980396E-4,4.341682E-7,0.001148794,8.44373E-6,7.058238E-5,1.672338E-4,2.079467E-5
0.1367188,653.5244,7.987484E-8,8.680126E-4,5.980485E-8,0.185939,1.603787E-6,0.02060263,0.7050808,2.708725E-4,1.052006E-4,0.01274553,0.006641428,5.909191E-4,1.861272E-8,8.877751E-5,1.069674E-9,8.309079E-6,2.448459E-4,4.025796E-4,3.630357E-6,2.877634E-11,3.982677E-12,3.750074E-4,2.332848E-4,6.401743E-8,0.003558554,1.128276E-8,5.210153E-4,4.439678E-5,8.31442E-5,6.065518E-9,1.132808E-8,0.001433139,6.823976E-6,5.53356E-8,2.206828E-5,8.413984E-6,7.502525E-5,0.0574772,1.057031E-6,0.001036679,5.182898E-7,0.001242164,7.984948E-6,7.538869E-5,1.815934E-4,2.209158E-5
0.1369792,663.0487,8.879676E-8,8.744966E-4,6.826313E-8,0.1850139,1.792169E-6,0.02108467,0.7048361,2.828568E-4,1.069364E-4,0.01311913,0.006889297,6.081593E-4,2.182005E-8,9.201874E-5,1.214327E-9,8.775916E-6,2.516347E-4,4.132099E-4,4.334408E-6,3.613929E-11,5.471328E-12,3.900223E-4,2.496432E-4,9.007243E-8,0.003669233,1.34614E-8,5.381469E-4,4.635535E-5,8.66916E-5,7.361346E-9,1.442741E-8,0.001493555,7.544282E-6,5.146562E-8,2.303106E-5,8.983814E-6,7.866042E-5,0.05709436,1.493487E-6,0.00107389,6.158493E-7,0.001342005,7.463147E-6,8.016388E-5,1.969963E-4,2.345692E-5
0.1372396,672.7285,9.873628E-8,8.809887E-4,7.794501E-8,0.184073,2.005252E-6,0.02157301,0.7045964,2.953222E-4,1.086433E-4,0.0135005,0.007144091,6.256071E-4,2.560704E-8,9.534385E-5,1.379872E-9,9.256778E-6,2.581229E-4,4.240265E-4,5.164911E-6,4.551413E-11,7.503129E-12,4.054975E-4,2.668257E-4,1.287494E-7,0.003782377,1.607644E-8,5.556849E-4,4.838485E-5,9.035718E-5,8.941362E-9,1.854499E-8,0.001555939,8.335703E-6,4.795436E-8,2.40264E-5,9.567682E-6,8.239341E-5,0.05668792,2.125023E-6,0.001109119,7.281723E-7,0.001448627,6.895058E-6,8.483436E-5,2.13491E-4,2.489344E-5
0.1375,682.5626,1.098132E-7,8.874891E-4,8.902549E-8,0.1831165,2.246208E-6,0.0220676,0.7043626,3.082831E-4,1.103181E-4,0.01388972,0.007405917,6.432514E-4,3.007919E-8,9.875337E-5,1.569499E-9,9.75015E-6,2.642401E-4,4.350296E-4,6.140422E-6,5.747427E-11,1.026617E-11,4.214409E-4,2.848351E-4,1.864779E-7,0.003898016,1.921697E-8,5.736343E-4,5.048703E-5,9.414364E-5,1.086715E-8,2.406965E-8,0.001620333,9.204232E-6,4.475878E-8,2.505499E-5,1.016155E-5,8.622058E-5,0.056257,3.035309E-6,0.001141737,8.564584E-7,0.001562334,6.298748E-6,8.93189E-5,2.311224E-4,2.640389E-5
0.1377604,692.5497,1.221614E-7,8.939984E-4,1.017033E-7,0.1821446,2.518562E-6,0.02256842,0.7041354,3.217525E-4,1.119571E-4,0.01428685,0.00767488,6.610797E-4,3.536053E-8,1.022477E-4,1.786902E-9,1.025416E-5,2.699107E-4,4.46219E-4,7.281284E-6,7.275678E-11,1.400859E-11,4.378604E-4,3.036644E-4,2.729133E-7,0.004016177,2.298997E-8,5.919999E-4,5.266362E-5,9.805367E-5,1.321296E-8,3.154405E-8,0.001686778,1.015617E-5,4.184187E-8,2.611752E-5,1.076031E-5,9.013771E-5,0.05580069,4.339847E-6,0.001171033,1.001672E-6,0.001683409,5.692253E-6,9.353002E-5,2.499298E-4,2.799092E-5
0.1380208,702.6886,1.359303E-7,9.005172E-4,1.162037E-7,0.1811575,2.826197E-6,0.02307545,0.7039158,3.35741E-4,1.135567E-4,0.01469196,0.007951087,6.790788E-4,4.159646E-8,1.058272E-4,2.036355E-9,1.076658E-5,2.750555E-4,4.575944E-4,8.60964E-6,9.230649E-11,1.905554E-11,4.547636E-4,3.232924E-4,4.02462E-7,0.004136891,2.752356E-8,6.107867E-4,5.491622E-5,1.0209E-4,1.606805E-8,4.171901E-8,0.001755317,1.119809E-5,3.917159E-8,2.721469E-5,1.135753E-5,9.413996E-5,0.05531813,6.195476E-6,0.001196208,1.164399E-6,0.001812108,5.092228E-6,9.73757E-5,2.699446E-4,2.9657E-5
0.1382813,712.9776,1.512871E-7,9.070461E-4,1.327818E-7,0.1801556,3.173346E-6,0.02358866,0.7037046,3.502552E-4,1.151131E-4,0.01510512,0.008234649,6.972343E-4,4.895667E-8,1.09492E-4,2.32278E-9,1.128478E-5,2.79592E-4,4.691554E-4,1.014942E-5,1.173301E-10,2.582986E-11,4.721579E-4,3.436779E-4,5.964419E-7,0.004260189,3.297057E-8,6.299998E-4,5.724634E-5,1.062551E-4,1.95394E-8,5.56204E-8,0.001825994,1.233681E-5,3.672005E-8,2.834718E-5,1.194523E-5,9.822192E-5,0.05480847,8.811134E-6,0.001216376,1.344673E-6,0.001948641,4.512808E-6,1.007613E-4,2.911872E-4,3.140426E-5
0.1385417,723.4152,1.684179E-7,9.135857E-4,1.517258E-7,0.1791391,3.564552E-6,0.02410802,0.7035028,3.652963E-4,1.166221E-4,0.0155264,0.008525675,7.155305E-4,5.763827E-8,1.132418E-4,2.651824E-9,1.180573E-5,2.834358E-4,4.809011E-4,1.192632E-5,1.493618E-10,3.487686E-11,4.900502E-4,3.647515E-4,8.860632E-7,0.004386103,3.951234E-8,6.496446E-4,5.965531E-5,1.105517E-4,2.375479E-8,7.462674E-8,0.001898854,1.357937E-5,3.446289E-8,2.95157E-5,1.251359E-5,1.023775E-4,0.0542709,1.245901E-5,0.001230566,1.541754E-6,0.002093157,3.964845E-6,1.035916E-4,3.136635E-4,3.323432E-5
0.1388021,733.9994,1.875309E-7,9.20137E-4,1.733613E-7,0.1781085,4.004606E-6,0.02463353,0.7033114,3.808581E-4,1.180796E-4,0.01595588,0.008824277,7.339504E-4,6.786893E-8,1.170764E-4,3.029922E-9,1.232602E-5,2.86502E-4,4.928305E-4,1.396769E-5,1.903415E-10,4.689338E-11,5.084467E-4,3.864053E-4,1.316403E-6,0.004514666,4.736284E-8,6.697265E-4,6.214423E-5,1.149819E-4,2.886641E-8,1.005511E-7,0.001973945,1.493291E-5,3.237872E-8,3.072096E-5,1.305063E-5,1.066002E-4,0.05370464,1.74843E-5,0.001237735,1.753886E-6,0.002245723,3.45562E-6,1.057732E-4,3.373607E-4,3.514795E-5
0.1390625,744.7283,2.088581E-7,9.267007E-4,1.980552E-7,0.1770641,4.498455E-6,0.02516517,0.7031317,3.969242E-4,1.194811E-4,0.01639363,0.009130569,7.524757E-4,7.991001E-8,1.209952E-4,3.464366E-9,1.284184E-5,2.887067E-4,5.049423E-4,1.630248E-5,2.427064E-10,6.276105E-11,5.273528E-4,4.084796E-4,1.951472E-6,0.004645912,5.677273E-8,6.902514E-4,6.471396E-5,1.195476E-4,3.505495E-8,1.357144E-7,0.002051313,1.640467E-5,3.044876E-8,3.196368E-5,1.354195E-5,1.108828E-4,0.05310897,2.431073E-5,0.001236789,1.978018E-6,0.002406298,2.989034E-6,1.072169E-4,3.622423E-4,3.714477E-5
0.1393229,755.5998,2.32659E-7,9.332777E-4,2.26221E-7,0.1760064,5.05108E-6,0.02570291,0.7029646,4.134652E-4,1.208218E-4,0.01683973,0.009444669,7.710861E-4,9.405977E-8,1.249971E-4,3.963356E-9,1.334902E-5,2.899692E-4,5.172345E-4,1.896107E-5,3.09497E-10,8.358324E-11,5.46773E-4,4.307465E-4,2.88028E-6,0.004779875,6.803354E-8,7.112253E-4,6.736499E-5,1.242503E-4,4.253434E-8,1.829868E-7,0.002131008,1.800185E-5,2.865644E-8,3.324456E-5,1.397053E-5,1.152174E-4,0.05248319,3.343735E-5,0.001226626,2.209539E-6,0.002574704,2.566169E-6,1.078408E-4,3.882439E-4,3.922278E-5
0.1395833,766.6114,2.592235E-7,9.398692E-4,2.583244E-7,0.1749359,5.667357E-6,0.02624674,0.7028114,4.304359E-4,1.220968E-4,0.01729427,0.009766693,7.897599E-4,1.106565E-7,1.290807E-4,4.536064E-9,1.384304E-5,2.902138E-4,5.297051E-4,2.197509E-5,3.944758E-10,1.10725E-10,5.667103E-4,4.528935E-4,4.223501E-6,0.00491659,8.148159E-8,7.326543E-4,7.009744E-5,1.290905E-4,5.15573E-8,2.457647E-7,0.002213081,1.973156E-5,2.698715E-8,3.456432E-5,1.431671E-5,1.19596E-4,0.05182669,4.542096E-5,0.001206204,2.442062E-6,0.002750598,2.186076E-6,1.075736E-4,4.152678E-4,4.137778E-5
0.1398437,777.7606,2.888763E-7,9.464759E-4,2.948898E-7,0.1738531,6.351921E-6,0.02679667,0.7026733,4.477715E-4,1.233011E-4,0.01775731,0.01009676,8.084736E-4,1.300818E-7,1.332442E-4,5.192682E-9,1.431908E-5,2.893726E-4,5.423512E-4,2.537722E-5,5.022592E-10,1.458547E-10,5.871658E-4,4.745065E-4,6.139857E-6,0.005056088,9.750188E-8,7.54545E-4,7.291089E-5,1.34068E-4,6.242167E-8,3.278358E-7,0.002297584,2.160068E-5,2.5428E-8,3.592367E-5,1.455845E-5,1.240097E-4,0.0511389,6.083767E-5,0.001174638,2.667325E-6,0.00293344,1.846596E-6,1.06359E-4,4.431785E-4,4.360275E-5
0.1401042,789.0448,3.219817E-7,9.53099E-4,3.36508E-7,0.1727586,7.109039E-6,0.02735267,0.7025515,4.653855E-4,1.244292E-4,0.01822896,0.010435,8.272015E-4,1.527639E-7,1.374853E-4,5.944475E-9,1.477209E-5,2.873877E-4,5.551693E-4,2.920091E-5,6.384569E-10,1.909835E-10,6.081382E-4,4.950585E-4,8.830743E-6,0.0051984,1.165316E-7,7.769042E-4,7.580439E-5,1.391812E-4,7.547795E-8,4.330834E-7,0.002384567,2.361579E-5,2.396756E-8,3.732334E-5,1.467215E-5,1.284495E-4,0.0504193,8.021843E-5,0.00113133,2.875321E-6,0.003122468,1.545065E-6,1.0416E-4,4.718001E-4,4.588712E-5
0.1403646,800.4611,3.589493E-7,9.597393E-4,3.838458E-7,0.1716529,7.942527E-6,0.02791474,0.7024473,4.831669E-4,1.254755E-4,0.0187093,0.01078154,8.459162E-4,1.791798E-7,1.418009E-4,6.803768E-9,1.519685E-5,2.842141E-4,5.681556E-4,3.348008E-5,8.09818E-10,2.484804E-10,6.296234E-4,5.139088E-4,1.254107E-5,0.00534355,1.390633E-7,7.997389E-4,7.877627E-5,1.444269E-4,9.113802E-8,5.649802E-7,0.002474079,2.578303E-5,2.259583E-8,3.876401E-5,1.463392E-5,1.329058E-4,0.04966745,1.039574E-4,0.001076128,3.054763E-6,0.003316678,1.278802E-6,1.009643E-4,5.009151E-4,4.8216E-5
0.1404948,806.218,3.790583E-7,9.630662E-4,4.099475E-7,0.1710961,8.389237E-6,0.02819806,0.7024022,4.920695E-4,1.259657E-4,0.01895276,0.01095797,8.552575E-4,1.939895E-7,1.439854E-4,7.278747E-9,1.539662E-5,2.821692E-4,5.7471E-4,3.580368E-5,9.117436E-10,2.828383E-10,6.405558E-4,5.224161E-4,1.488587E-5,0.005417199,1.518528E-7,8.113378E-4,8.029078E-5,1.470978E-4,1.001285E-7,6.418204E-7,0.002519805,2.692595E-5,2.194029E-8,3.950004E-5,1.454941E-5,1.351365E-4,0.04927926,1.175197E-4,0.00104423,3.130231E-6,0.003415264,1.158005E-6,9.899802E-5,5.155616E-4,4.938971E-5
0.140625,812.0072,4.003131E-7,9.663977E-4,4.37778E-7,0.1705366,8.856351E-6,0.0284829,0.7023621,5.009607E-4,1.264332E-4,0.01919845,0.01113654,8.645842E-4,2.099491E-7,1.461873E-4,7.786071E-9,1.558725E-5,2.79815E-4,5.813048E-4,3.825466E-5,1.025743E-9,3.213947E-10,6.516142E-4,5.301999E-4,1.759981E-5,0.005491569,1.657421E-7,8.230593E-4,8.182409E-5,1.498001E-4,1.099642E-7,7.261138E-7,0.002566186,2.810933E-5,2.130382E-8,4.024669E-5,1.441841E-5,1.373676E-4,0.04888272,1.322065E-4,0.001009561,3.194145E-6,0.003514669,1.045255E-6,9.678725E-5,5.302321E-4,5.056663E-5
0.1407552,817.8281,4.227811E-7,9.69734E-4,4.674477E-7,0.1699747,9.344235E-6,0.02876926,0.7023269,5.098197E-4,1.268772E-4,0.01944637,0.01131727,8.738923E-4,2.2714E-7,1.48406E-4,8.327784E-9,1.576809E-5,2.771505E-4,5.879392E-4,4.083728E-5,1.153133E-9,3.645978E-10,6.627969E-4,5.371506E-4,2.072488E-5,0.005566659,1.808151E-7,8.349044E-4,8.337572E-5,1.525329E-4,1.207204E-7,8.178364E-7,0.002613227,2.933377E-5,2.068539E-8,4.100404E-5,1.423886E-5,1.395979E-4,0.04847781,1.47977E-4,9.723028E-4,3.245192E-6,0.003614698,9.402596E-7,9.433945E-5,5.448886E-4,5.174333E-5
0.1408854,823.6806,4.465344E-7,9.730751E-4,4.990743E-7,0.1694102,9.853243E-6,0.02905714,0.702297,5.186245E-4,1.272969E-4,0.01969653,0.01150017,8.831775E-4,2.456486E-7,1.506409E-4,8.906039E-9,1.593847E-5,2.741761E-4,5.946123E-4,4.355574E-5,1.295349E-9,4.129198E-10,6.741016E-4,5.431568E-4,2.430381E-5,0.00564247,1.971611E-7,8.468741E-4,8.494519E-5,1.552952E-4,1.324782E-7,9.167785E-7,0.002660933,3.059984E-5,2.008408E-8,4.177219E-5,1.400921E-5,1.418262E-4,0.04806448,1.647647E-4,9.326876E-4,3.282215E-6,0.003715144,8.42757E-7,9.166439E-5,5.594916E-4,5.291604E-5
0.1410156,829.5642,4.716495E-7,9.764209E-4,5.327828E-7,0.1688434,1.038373E-5,0.02934654,0.7022723,5.273518E-4,1.276915E-4,0.01994894,0.01168526,8.924356E-4,2.655671E-7,1.528914E-4,9.523122E-9,1.609773E-5,2.708935E-4,6.013233E-4,4.64142E-5,1.453953E-9,4.668662E-10,6.855259E-4,5.481077E-4,2.837923E-5,0.005718998,2.148752E-7,8.589692E-4,8.653191E-5,1.580857E-4,1.453259E-7,1.022515E-6,0.002709307,3.190806E-5,1.949905E-8,4.255121E-5,1.372849E-5,1.44051E-4,0.0476427,1.824753E-4,8.909975E-4,3.304267E-6,0.00381579,7.525074E-7,8.877421E-5,5.740004E-4,5.408061E-5
0.1411458,835.4786,4.982083E-7,9.797716E-4,5.687066E-7,0.1682741,1.093605E-5,0.02963746,0.702253,5.359777E-4,1.280603E-4,0.02020361,0.01187255,9.016623E-4,2.869946E-7,1.551567E-4,1.018147E-8,1.624526E-5,2.673058E-4,6.08071E-4,4.941672E-5,1.630651E-9,5.269793E-10,6.97067E-4,5.518951E-4,3.299284E-5,0.005796242,2.34059E-7,8.711908E-4,8.813522E-5,1.609031E-4,1.593588E-7,1.134381E-6,0.002758351,3.325887E-5,1.892954E-8,4.33412E-5,1.339645E-5,1.462712E-4,0.04721246,2.009866E-4,8.475622E-4,3.310662E-6,0.003916407,6.692806E-7,8.568342E-5,5.883735E-4,5.52325E-5
0.141276,841.4234,5.262979E-7,9.83127E-4,6.069879E-7,0.1677026,1.15106E-5,0.02992989,0.7022392,5.444775E-4,1.284024E-4,0.02046055,0.01206206,9.108528E-4,3.100372E-7,1.57436E-4,1.08837E-8,1.638043E-5,2.634174E-4,6.148546E-4,5.256731E-5,1.827304E-9,5.938419E-10,7.087213E-4,5.544163E-4,3.818437E-5,0.005874196,2.548212E-7,8.835399E-4,8.975441E-5,1.63746E-4,1.746802E-7,1.251455E-6,0.002808066,3.46527E-5,1.837485E-8,4.414224E-5,1.301367E-5,1.484854E-4,0.04677373,2.201505E-4,8.027535E-4,3.301017E-6,0.004016762,5.928468E-7,8.24088E-5,6.025693E-4,5.636685E-5
0.1414063,847.3985,5.560113E-7,9.86487E-4,6.477781E-7,0.1671287,1.210778E-5,0.03022383,0.702231,5.528263E-4,1.287172E-4,0.02071978,0.01225381,9.200026E-4,3.348089E-7,1.597287E-4,1.163261E-8,1.650267E-5,2.592345E-4,6.216727E-4,5.586984E-5,2.045942E-9,6.680805E-10,7.204851E-4,5.555769E-4,4.399046E-5,0.005952854,2.772781E-7,8.960175E-4,9.138869E-5,1.666128E-4,1.914018E-7,1.372547E-6,0.002858452,3.608988E-5,1.783435E-8,4.49544E-5,1.258159E-5,1.506924E-4,0.04632649,2.397964E-4,7.569764E-4,3.275281E-6,0.004116618,5.229685E-7,7.896937E-5,6.165465E-4,5.747844E-5
0.1415365,853.4034,5.874478E-7,9.898517E-4,6.912385E-7,0.1665525,1.272805E-5,0.03051927,0.7022284,5.609989E-4,1.290039E-4,0.02098129,0.01244781,9.291069E-4,3.614327E-7,1.620337E-4,1.243123E-8,1.661142E-5,2.547645E-4,6.285242E-4,5.932809E-5,2.288781E-9,7.50368E-10,7.32354E-4,5.552938E-4,5.044362E-5,0.006032209,3.015548E-7,9.086245E-4,9.303716E-5,1.695018E-4,2.096444E-7,1.496202E-6,0.002909508,3.757072E-5,1.730746E-8,4.577778E-5,1.210263E-5,1.528908E-4,0.04587074,2.59736E-4,7.10659E-4,3.233761E-6,0.004215738,4.59394E-7,7.538617E-5,6.302647E-4,5.856178E-5
