VARIABLES = T_[K], H-H298_[kcal/mol], G-H298_[kcal/mol], Cp_[cal/(mol_K)], S_[cal/(mol_K)], Viscosity_[gm/(cm-s)], Therm_Cond_[erg/(cm-s-K)], Dif_Co_with_O2_[cm^2/s]
   298.15    0.000     -9.317      6.89      31.25     8.9633E-05 1.8926E+04      0.8171    
   300.00    0.013     -9.375      6.90      31.29     8.9998E-05 1.8993E+04      0.8258    
   310.00    0.082     -9.689      6.91      31.52     9.1955E-05 1.9355E+04      0.8734    
   320.00    0.151    -10.006      6.93      31.74     9.3890E-05 1.9716E+04      0.9222    
   330.00    0.220    -10.324      6.94      31.95     9.5802E-05 2.0077E+04      0.9719    
   340.00    0.290    -10.645      6.95      32.16     9.7693E-05 2.0437E+04       1.023    
   350.00    0.359    -10.967      6.97      32.36     9.9564E-05 2.0797E+04       1.074    
   360.00    0.429    -11.292      6.97      32.56     1.0142E-04 2.1156E+04       1.127    
   370.00    0.499    -11.619      6.98      32.75     1.0325E-04 2.1514E+04       1.181    
   380.00    0.569    -11.947      6.99      32.94     1.0506E-04 2.1872E+04       1.236    
   390.00    0.639    -12.277      6.99      33.12     1.0686E-04 2.2229E+04       1.292    
   400.00    0.709    -12.609      7.00      33.29     1.0864E-04 2.2585E+04       1.348    
   410.00    0.779    -12.943      7.00      33.47     1.1040E-04 2.2941E+04       1.406    
   420.00    0.849    -13.279      7.00      33.64     1.1215E-04 2.3297E+04       1.464    
   430.00    0.919    -13.616      7.00      33.80     1.1389E-04 2.3652E+04       1.524    
   440.00    0.989    -13.955      7.01      33.96     1.1561E-04 2.4006E+04       1.584    
   450.00    1.059    -14.295      7.01      34.12     1.1731E-04 2.4360E+04       1.646    
   460.00    1.129    -14.637      7.01      34.27     1.1900E-04 2.4713E+04       1.708    
   470.00    1.199    -14.981      7.01      34.42     1.2068E-04 2.5066E+04       1.771    
   480.00    1.269    -15.325      7.00      34.57     1.2234E-04 2.5419E+04       1.835    
   490.00    1.339    -15.672      7.00      34.72     1.2399E-04 2.5770E+04       1.900    
   500.00    1.409    -16.020      7.00      34.86     1.2563E-04 2.6122E+04       1.966    
   510.00    1.479    -16.369      7.00      35.00     1.2726E-04 2.6472E+04       2.032    
   520.00    1.549    -16.720      7.00      35.13     1.2887E-04 2.6823E+04       2.100    
   530.00    1.619    -17.072      7.00      35.27     1.3048E-04 2.7172E+04       2.168    
   540.00    1.689    -17.425      7.00      35.40     1.3207E-04 2.7522E+04       2.237    
   550.00    1.759    -17.780      7.00      35.52     1.3366E-04 2.7871E+04       2.307    
   560.00    1.829    -18.136      6.99      35.65     1.3523E-04 2.8219E+04       2.378    
   570.00    1.899    -18.493      6.99      35.77     1.3679E-04 2.8567E+04       2.450    
   580.00    1.969    -18.851      6.99      35.90     1.3834E-04 2.8914E+04       2.522    
   590.00    2.039    -19.211      6.99      36.02     1.3988E-04 2.9261E+04       2.596    
   600.00    2.109    -19.571      6.99      36.13     1.4142E-04 2.9608E+04       2.670    
   610.00    2.179    -19.933      6.99      36.25     1.4294E-04 2.9954E+04       2.745    
   620.00    2.248    -20.296      6.99      36.36     1.4445E-04 3.0300E+04       2.821    
   630.00    2.318    -20.660      6.99      36.47     1.4596E-04 3.0645E+04       2.897    
   640.00    2.388    -21.026      7.00      36.58     1.4745E-04 3.0990E+04       2.975    
   650.00    2.458    -21.392      7.00      36.69     1.4894E-04 3.1334E+04       3.053    
   660.00    2.528    -21.760      7.00      36.80     1.5042E-04 3.1678E+04       3.132    
   670.00    2.598    -22.128      7.00      36.91     1.5189E-04 3.2022E+04       3.212    
   680.00    2.668    -22.498      7.01      37.01     1.5336E-04 3.2365E+04       3.292    
   690.00    2.738    -22.868      7.01      37.11     1.5481E-04 3.2708E+04       3.373    
   700.00    2.809    -23.240      7.01      37.21     1.5626E-04 3.3050E+04       3.455    
   710.00    2.879    -23.613      7.02      37.31     1.5770E-04 3.3392E+04       3.538    
   720.00    2.949    -23.986      7.02      37.41     1.5914E-04 3.3734E+04       3.622    
   730.00    3.019    -24.361      7.03      37.51     1.6056E-04 3.4075E+04       3.706    
   740.00    3.089    -24.736      7.03      37.60     1.6198E-04 3.4416E+04       3.791    
   750.00    3.160    -25.113      7.04      37.70     1.6339E-04 3.4757E+04       3.877    
   760.00    3.230    -25.490      7.05      37.79     1.6480E-04 3.5097E+04       3.964    
   770.00    3.301    -25.869      7.06      37.88     1.6620E-04 3.5437E+04       4.051    
   780.00    3.371    -26.248      7.06      37.97     1.6759E-04 3.5777E+04       4.139    
   790.00    3.442    -26.628      7.07      38.06     1.6897E-04 3.6116E+04       4.228    
   800.00    3.513    -27.009      7.08      38.15     1.7035E-04 3.6455E+04       4.317    
   810.00    3.584    -27.391      7.09      38.24     1.7173E-04 3.6793E+04       4.408    
   820.00    3.655    -27.774      7.10      38.33     1.7309E-04 3.7131E+04       4.499    
   830.00    3.726    -28.158      7.10      38.41     1.7445E-04 3.7469E+04       4.590    
   840.00    3.797    -28.542      7.11      38.50     1.7581E-04 3.7806E+04       4.683    
   850.00    3.868    -28.928      7.12      38.58     1.7716E-04 3.8143E+04       4.776    
   860.00    3.939    -29.314      7.13      38.67     1.7850E-04 3.8480E+04       4.870    
   870.00    4.010    -29.701      7.14      38.75     1.7984E-04 3.8817E+04       4.964    
   880.00    4.082    -30.089      7.15      38.83     1.8117E-04 3.9153E+04       5.059    
   890.00    4.153    -30.478      7.16      38.91     1.8249E-04 3.9489E+04       5.155    
   900.00    4.225    -30.867      7.16      38.99     1.8382E-04 3.9824E+04       5.252    
   910.00    4.297    -31.257      7.17      39.07     1.8513E-04 4.0159E+04       5.349    
   920.00    4.368    -31.648      7.18      39.15     1.8644E-04 4.0494E+04       5.447    
   930.00    4.440    -32.040      7.18      39.23     1.8775E-04 4.0829E+04       5.546    
   940.00    4.512    -32.433      7.19      39.30     1.8905E-04 4.1163E+04       5.645    
   950.00    4.584    -32.826      7.20      39.38     1.9034E-04 4.1497E+04       5.746    
   960.00    4.656    -33.221      7.20      39.45     1.9163E-04 4.1831E+04       5.846    
   970.00    4.728    -33.615      7.20      39.53     1.9292E-04 4.2164E+04       5.948    
   980.00    4.800    -34.011      7.21      39.60     1.9420E-04 4.2497E+04       6.050    
   990.00    4.872    -34.408      7.21      39.68     1.9547E-04 4.2830E+04       6.153    
  1000.01    4.944    -34.805      7.21      39.75     1.9675E-04 4.3163E+04       6.256    
  1010.00    5.016    -35.203      7.22      39.82     1.9801E-04 4.3495E+04       6.360    
  1020.00    5.089    -35.601      7.23      39.89     1.9927E-04 4.3827E+04       6.465    
  1030.00    5.161    -36.000      7.24      39.96     2.0053E-04 4.4158E+04       6.571    
  1040.00    5.233    -36.400      7.25      40.03     2.0179E-04 4.4490E+04       6.677    
  1050.00    5.306    -36.801      7.27      40.10     2.0303E-04 4.4821E+04       6.784    
  1060.00    5.379    -37.202      7.28      40.17     2.0428E-04 4.5152E+04       6.891    
  1070.00    5.452    -37.604      7.29      40.24     2.0552E-04 4.5482E+04       6.999    
  1080.00    5.525    -38.007      7.30      40.31     2.0676E-04 4.5812E+04       7.108    
  1090.00    5.598    -38.411      7.31      40.37     2.0799E-04 4.6142E+04       7.217    
  1100.00    5.671    -38.815      7.32      40.44     2.0922E-04 4.6472E+04       7.327    
  1110.00    5.744    -39.219      7.33      40.51     2.1044E-04 4.6801E+04       7.438    
  1120.00    5.817    -39.625      7.34      40.57     2.1166E-04 4.7131E+04       7.550    
  1130.00    5.891    -40.031      7.35      40.64     2.1288E-04 4.7460E+04       7.662    
  1140.00    5.965    -40.438      7.37      40.70     2.1409E-04 4.7788E+04       7.774    
  1150.00    6.038    -40.845      7.38      40.77     2.1530E-04 4.8117E+04       7.887    
  1160.00    6.112    -41.253      7.39      40.83     2.1650E-04 4.8445E+04       8.001    
  1170.00    6.186    -41.662      7.40      40.90     2.1770E-04 4.8773E+04       8.116    
  1180.00    6.260    -42.071      7.41      40.96     2.1890E-04 4.9100E+04       8.231    
  1190.00    6.334    -42.481      7.42      41.02     2.2009E-04 4.9428E+04       8.347    
  1200.00    6.408    -42.891      7.43      41.08     2.2128E-04 4.9755E+04       8.463    
  1210.00    6.483    -43.302      7.44      41.14     2.2247E-04 5.0082E+04       8.580    
  1220.00    6.557    -43.714      7.45      41.21     2.2365E-04 5.0408E+04       8.698    
  1230.00    6.632    -44.126      7.46      41.27     2.2483E-04 5.0735E+04       8.817    
  1240.00    6.707    -44.539      7.47      41.33     2.2601E-04 5.1061E+04       8.935    
  1250.00    6.781    -44.953      7.48      41.39     2.2718E-04 5.1387E+04       9.055    
  1260.00    6.856    -45.367      7.49      41.45     2.2835E-04 5.1712E+04       9.175    
  1270.00    6.931    -45.782      7.50      41.51     2.2952E-04 5.2038E+04       9.296    
  1280.00    7.006    -46.197      7.51      41.57     2.3068E-04 5.2363E+04       9.417    
  1290.00    7.081    -46.613      7.53      41.62     2.3184E-04 5.2688E+04       9.539    
  1300.00    7.157    -47.030      7.54      41.68     2.3299E-04 5.3012E+04       9.662    
  1310.00    7.232    -47.447      7.55      41.74     2.3415E-04 5.3337E+04       9.785    
  1320.00    7.308    -47.865      7.56      41.80     2.3530E-04 5.3661E+04       9.909    
  1330.00    7.383    -48.283      7.57      41.85     2.3644E-04 5.3985E+04       10.03    
  1340.00    7.459    -48.702      7.58      41.91     2.3759E-04 5.4309E+04       10.16    
  1350.00    7.535    -49.121      7.59      41.97     2.3873E-04 5.4632E+04       10.28    
  1360.00    7.611    -49.541      7.60      42.02     2.3986E-04 5.4955E+04       10.41    
  1370.00    7.687    -49.962      7.61      42.08     2.4100E-04 5.5278E+04       10.54    
  1380.00    7.763    -50.383      7.62      42.13     2.4213E-04 5.5601E+04       10.67    
  1390.00    7.839    -50.804      7.63      42.19     2.4326E-04 5.5924E+04       10.79    
  1400.00    7.915    -51.226      7.64      42.24     2.4438E-04 5.6246E+04       10.92    
  1410.00    7.992    -51.649      7.65      42.30     2.4551E-04 5.6568E+04       11.05    
  1420.00    8.068    -52.072      7.66      42.35     2.4663E-04 5.6890E+04       11.18    
  1430.00    8.145    -52.496      7.67      42.41     2.4774E-04 5.7212E+04       11.31    
  1440.00    8.222    -52.921      7.68      42.46     2.4886E-04 5.7533E+04       11.44    
  1450.00    8.298    -53.345      7.69      42.51     2.4997E-04 5.7855E+04       11.57    
  1460.00    8.375    -53.771      7.70      42.57     2.5108E-04 5.8176E+04       11.71    
  1470.00    8.452    -54.197      7.71      42.62     2.5219E-04 5.8496E+04       11.84    
  1480.00    8.529    -54.623      7.71      42.67     2.5329E-04 5.8817E+04       11.97    
  1490.00    8.607    -55.050      7.72      42.72     2.5439E-04 5.9137E+04       12.11    
  1500.00    8.684    -55.478      7.73      42.77     2.5549E-04 5.9458E+04       12.24    
  1510.00    8.761    -55.906      7.74      42.83     2.5658E-04 5.9777E+04       12.38    
  1520.00    8.839    -56.334      7.75      42.88     2.5768E-04 6.0097E+04       12.51    
  1530.00    8.916    -56.763      7.76      42.93     2.5877E-04 6.0417E+04       12.65    
  1540.00    8.994    -57.193      7.77      42.98     2.5985E-04 6.0736E+04       12.79    
  1550.00    9.072    -57.623      7.78      43.03     2.6094E-04 6.1055E+04       12.92    
  1560.00    9.150    -58.053      7.79      43.08     2.6202E-04 6.1374E+04       13.06    
  1570.00    9.228    -58.484      7.80      43.13     2.6310E-04 6.1693E+04       13.20    
  1580.00    9.306    -58.916      7.81      43.18     2.6418E-04 6.2011E+04       13.34    
  1590.00    9.384    -59.348      7.82      43.23     2.6526E-04 6.2329E+04       13.48    
  1600.00    9.462    -59.780      7.83      43.28     2.6633E-04 6.2647E+04       13.62    
  1610.00    9.540    -60.213      7.84      43.33     2.6740E-04 6.2965E+04       13.76    
  1620.00    9.619    -60.647      7.85      43.37     2.6847E-04 6.3283E+04       13.90    
  1630.00    9.697    -61.081      7.86      43.42     2.6954E-04 6.3600E+04       14.04    
  1640.00    9.776    -61.515      7.86      43.47     2.7060E-04 6.3917E+04       14.19    
  1650.00    9.855    -61.950      7.87      43.52     2.7166E-04 6.4234E+04       14.33    
  1660.00    9.933    -62.386      7.88      43.57     2.7272E-04 6.4551E+04       14.47    
  1670.00   10.012    -62.822      7.89      43.61     2.7378E-04 6.4868E+04       14.62    
  1680.00   10.091    -63.258      7.90      43.66     2.7483E-04 6.5184E+04       14.76    
  1690.00   10.170    -63.695      7.91      43.71     2.7588E-04 6.5500E+04       14.91    
  1700.00   10.249    -64.132      7.92      43.75     2.7693E-04 6.5816E+04       15.05    
  1710.00   10.329    -64.570      7.93      43.80     2.7798E-04 6.6132E+04       15.20    
  1720.00   10.408    -65.008      7.94      43.85     2.7903E-04 6.6448E+04       15.35    
  1730.00   10.487    -65.447      7.95      43.89     2.8007E-04 6.6763E+04       15.49    
  1740.00   10.567    -65.886      7.95      43.94     2.8111E-04 6.7078E+04       15.64    
  1750.00   10.647    -66.326      7.96      43.98     2.8215E-04 6.7393E+04       15.79    
  1760.00   10.726    -66.766      7.97      44.03     2.8319E-04 6.7708E+04       15.94    
  1770.00   10.806    -67.206      7.98      44.07     2.8422E-04 6.8023E+04       16.09    
  1780.00   10.886    -67.647      7.99      44.12     2.8526E-04 6.8337E+04       16.24    
  1790.00   10.966    -68.089      8.00      44.16     2.8629E-04 6.8652E+04       16.39    
  1800.00   11.046    -68.530      8.01      44.21     2.8732E-04 6.8966E+04       16.54    
  1810.00   11.126    -68.973      8.02      44.25     2.8834E-04 6.9279E+04       16.70    
  1820.00   11.206    -69.415      8.02      44.30     2.8937E-04 6.9593E+04       16.85    
  1830.00   11.286    -69.859      8.03      44.34     2.9039E-04 6.9907E+04       17.00    
  1840.00   11.367    -70.302      8.04      44.39     2.9141E-04 7.0220E+04       17.15    
  1850.00   11.447    -70.746      8.05      44.43     2.9243E-04 7.0533E+04       17.31    
  1860.00   11.528    -71.191      8.06      44.47     2.9345E-04 7.0846E+04       17.46    
  1870.00   11.608    -71.636      8.07      44.52     2.9446E-04 7.1159E+04       17.62    
