TITLE="Graphics"
VARIABLES= "T", "lambda_H2", "lambda_OH", "lambda_H2O", "lambda_N2"500 0.311619 0.0994776 0.0665903 0.0480411
525 0.319765 0.102204 0.0697877 0.0494816
550 0.327881 0.104922 0.0730176 0.0509129
575 0.335966 0.107632 0.0762778 0.052335
600 0.344023 0.110334 0.0795666 0.0537479
625 0.352051 0.113028 0.082882 0.0551519
650 0.360053 0.115713 0.0862226 0.0565468
675 0.368029 0.11839 0.0895868 0.0579329
700 0.37598 0.121058 0.0929732 0.0593102
725 0.383906 0.123718 0.0963805 0.0606789
750 0.39181 0.12637 0.0998074 0.0620391
775 0.399692 0.129013 0.103253 0.0633908
800 0.407552 0.131649 0.106715 0.0647343
825 0.415391 0.134276 0.110194 0.0660696
850 0.423211 0.136895 0.113688 0.0673968
875 0.431011 0.139507 0.117197 0.068716
900 0.438793 0.142111 0.120719 0.0700274
925 0.446558 0.144707 0.124253 0.071331
950 0.454305 0.147295 0.127799 0.072627
975 0.462036 0.149876 0.131355 0.0739154
1000 0.469751 0.15245 0.134922 0.0751964
1025 0.47745 0.155017 0.138498 0.0764701
1050 0.485135 0.157576 0.142083 0.0777365
1075 0.492806 0.160129 0.145675 0.0789958
1100 0.500462 0.162675 0.149275 0.080248
1125 0.508105 0.165213 0.152881 0.0814933
1150 0.515735 0.167745 0.156494 0.0827316
1175 0.523353 0.170271 0.160112 0.0839631
1200 0.530958 0.17279 0.163735 0.085188
1225 0.538552 0.175302 0.167362 0.0864061
1250 0.546134 0.177808 0.170994 0.0876177
1275 0.553705 0.180308 0.174628 0.0888229
1300 0.561265 0.182801 0.178266 0.0900216
1325 0.568815 0.185288 0.181905 0.0912139
1350 0.576355 0.18777 0.185547 0.0924
1375 0.583885 0.190245 0.189191 0.0935799
1400 0.591405 0.192714 0.192835 0.0947537
1425 0.598916 0.195178 0.19648 0.0959214
1450 0.606418 0.197635 0.200126 0.0970831
1475 0.613912 0.200087 0.203771 0.0982388
1500 0.621396 0.202533 0.207417 0.0993887
1525 0.628873 0.204974 0.211061 0.100533
1550 0.636341 0.207409 0.214704 0.101671
1575 0.643802 0.209839 0.218346 0.102804
1600 0.651254 0.212263 0.221986 0.103931
1625 0.6587 0.214682 0.225625 0.105052
1650 0.666138 0.217095 0.22926 0.106168
1675 0.673568 0.219504 0.232894 0.107278
1700 0.680992 0.221907 0.236524 0.108383
1725 0.688409 0.224304 0.240151 0.109483
1750 0.69582 0.226697 0.243775 0.110577
1775 0.703224 0.229085 0.247395 0.111666
1800 0.710622 0.231467 0.251011 0.112749
1825 0.718014 0.233845 0.254623 0.113828
1850 0.725399 0.236218 0.258231 0.114901
1875 0.732779 0.238585 0.261834 0.11597
1900 0.740153 0.240948 0.265432 0.117033
1925 0.747521 0.243307 0.269025 0.118091
1950 0.754884 0.24566 0.272613 0.119145
1975 0.762242 0.248008 0.276196 0.120193
2000 0.769594 0.250352 0.279773 0.121237
2025 0.776941 0.252692 0.283345 0.122275
2050 0.784284 0.255026 0.28691 0.123309
2075 0.791621 0.257356 0.290469 0.124338
2100 0.798953 0.259682 0.294022 0.125363
2125 0.806281 0.262003 0.297569 0.126383
2150 0.813604 0.264319 0.301109 0.127398
2175 0.820923 0.266631 0.304642 0.128408
2200 0.828237 0.268939 0.308169 0.129414
2225 0.835547 0.271242 0.311688 0.130416
2250 0.842852 0.273541 0.3152 0.131413
2275 0.850153 0.275836 0.318705 0.132405
2300 0.857451 0.278126 0.322203 0.133394
2325 0.864744 0.280412 0.325693 0.134377
2350 0.872033 0.282694 0.329176 0.135357
2375 0.879319 0.284971 0.33265 0.136332
2400 0.8866 0.287245 0.336117 0.137303
2425 0.893878 0.289514 0.339576 0.138269
2450 0.901153 0.291779 0.343027 0.139232
2475 0.908423 0.29404 0.346469 0.14019
2500 0.91569 0.296297 0.349904 0.141144
2525 0.922954 0.29855 0.35333 0.142094
2550 0.930215 0.300799 0.356747 0.14304
2575 0.937471 0.303044 0.360157 0.143981
2600 0.944725 0.305285 0.363557 0.144919
2625 0.951976 0.307522 0.366949 0.145853
2650 0.959223 0.309755 0.370332 0.146782
2675 0.966467 0.311984 0.373706 0.147708
2700 0.973708 0.314209 0.377071 0.14863
2725 0.980947 0.31643 0.380427 0.149548
2750 0.988182 0.318648 0.383774 0.150462
2775 0.995414 0.320862 0.387112 0.151373
2800 1.00264 0.323072 0.390441 0.152279
2825 1.00987 0.325278 0.393761 0.153182
2850 1.01709 0.32748 0.397071 0.154081
2875 1.02432 0.329679 0.400372 0.154976
2900 1.03153 0.331874 0.403664 0.155867
2925 1.03875 0.334065 0.406946 0.156755
2950 1.04596 0.336253 0.410219 0.157639
2975 1.05317 0.338437 0.413482 0.15852
