TITLE="Graphics"
VARIABLES= "x", "T_can", "Y_H_can", "Y_H2_can", "Y_O_can", "Y_O2_can", "Y_OH_can", "Y_H2O_can", "Y_N2_can", "Y_HO2_can", "Y_H2O2_can", "Y_CO_can", "Y_CO2_can", "Y_CH2O_can", "Y_HCO_can", "Y_CH3OH_can", "Y_CH2OH_can", "Y_CH3O_can", "Y_CH3O2_can", "Y_CH4_can", "Y_CH3_can", "Y_CH2_can", "Y_CH2(S)_can", "Y_C2H6_can", "Y_C2H5O2_can", "Y_C2H5_can", "Y_C2H4_can", "Y_C2H3_can", "Y_C2H2_can", "Y_CH2CHO_can", "Y_CH2CO_can", "Y_HCCO_can", "Y_NC3H7_can", "Y_C3H6_can", "Y_C3H5-A_can", "Y_C3H5O_can", "Y_C3H4-A_can", "Y_NC3H7O2_can", "Y_C2H3CHO_can", "Y_NC7H16_can", "Y_C7H15_can", "Y_C7H15O2_can", "Y_C7H14OOH_can", "Y_C7H14_can", "Y_C7H14OOHO2_can", "Y_NC7KET_can", "Y_C7H14O_can", "Y_NC3H7CHO_can", "Y_NC3H7CO_can"
-1.9605468750000001, 700.0,2.9654470180978735e-14,2.4562389861503537e-12,-1.064432550747544e-13,0.22266088877084914,5.29047719619381e-16,2.306152332161062e-12,0.7329664116410641,2.5952369668191923e-12,2.363274868130374e-13,9.477555426683596e-14,3.145596202664163e-14,-2.9489392701989376e-16,-9.642339082810695e-21,-1.9778404820359677e-15,9.726910742426105e-26,2.357805729884678e-21,1.1248964933072516e-12,-2.59797735608577e-16,-5.85561123246303e-14,-5.0837186873622573e-14,6.454416013150531e-29,-3.4583139809912653e-16,1.749503292666036e-16,-2.2184582770522836e-13,-1.0529752011838405e-15,5.500656160747785e-26,-7.51663524518929e-16,3.866452538271475e-23,9.76679195240572e-13,1.0622896757845136e-24,3.2400853332818866e-13,-8.883651071876796e-15,-9.073112918420237e-15,-1.10400883786086e-25,5.325311119277759e-18,4.193115120000915e-15,1.196984203125826e-14,0.044372699573658685,6.195036395896077e-16,1.6965865543129714e-13,1.5953710966325833e-16,2.2078031785778928e-12,7.064106724068512e-16,6.245500716815351e-13,5.336768114315313e-13,1.1587416998830646e-12,1.619552201776421e-25
-1.4005468749999999, 700.0000014336508,1.031630179519201e-17,5.901062678421915e-11,-3.469473682425629e-16,0.22266088815249893,2.9648992510842174e-14,1.412036505638804e-10,0.7329664115851798,2.2031235088383684e-10,2.239118478447087e-11,1.3472719898438104e-14,-4.72955302263827e-16,9.561900953045567e-14,-9.732263108610898e-19,-1.9777552288221018e-15,1.0054363732270137e-23,2.437181133155727e-19,1.2713180837903935e-10,-2.4024880789093395e-16,1.7606540996675756e-13,-7.371386609111187e-19,4.837871310334843e-27,-3.00459902862875e-16,2.5297023125070564e-14,1.5889555421069467e-17,2.570419315510306e-13,5.2326760951407516e-24,-7.511326076008977e-16,4.6433207359697994e-21,1.1431105372550799e-10,7.345744864803166e-23,6.735277209403819e-16,2.378914641092612e-13,-9.070858971366635e-15,-1.7113220529162998e-23,4.741324292454766e-18,7.226995354631959e-13,1.1968609528010552e-14,0.04437269853677238,1.43884288305248e-13,4.22580848759375e-11,3.973703966891823e-14,5.034245652288716e-10,2.1544064357920077e-13,1.6965208673228418e-10,1.2884767739552592e-10,1.9504933056756184e-10,2.867764905212933e-23
-0.8405468749999999, 700.0000040690044,8.657341361588242e-20,1.4015890490401535e-09,-7.550642863137989e-19,0.22266088697259032,5.492585542080758e-14,3.968367580980639e-10,0.7329664102679541,5.32400302069335e-10,7.53364043118892e-11,2.1479092055629127e-14,-3.8112825061024807e-16,3.746016352127077e-13,-2.543527486470093e-23,-1.9746806430568666e-15,5.617184743871802e-23,1.1685848095226563e-18,3.835299407840066e-10,7.865897933418198e-16,5.110546587693172e-13,-1.0735633579622963e-23,2.601815869815463e-26,-2.7179525750922757e-16,4.730639906281166e-13,2.973901053754543e-16,7.7869605911666e-13,2.9845706503082916e-23,-7.011790419377246e-16,2.62686147782209e-20,3.4473690059867526e-10,4.095652133398745e-22,7.999580070916387e-16,6.649867247985574e-13,-9.0647769291088e-15,-4.853347892854146e-23,4.20522150493419e-18,8.694907674047952e-13,1.1965143352354283e-14,0.044372696882042414,2.50756718040702e-13,7.36931448864497e-11,6.929675102885174e-14,1.3757641506547311e-09,3.757754546129933e-13,3.46936096981594e-10,3.5219523599612326e-10,5.899495144091486e-10,1.5995131893317558e-22
-0.560546875, 700.000005705576,1.5914099985635596e-19,1.3527878812800789e-08,6.545492584192897e-19,0.22266088496823408,6.792803229988567e-14,5.634025760355666e-10,0.7329663983678136,7.120956857579371e-10,1.1071686576109299e-10,2.7721592077080917e-13,3.0981512403995922e-15,5.737697109380689e-13,1.1579177189631238e-24,-1.8660803967792336e-15,9.876839611220477e-23,2.0195820943859396e-18,5.45282224915669e-10,2.931791637030751e-14,7.198290638266333e-13,5.554840448355109e-28,4.532216902332123e-26,-1.8756608763087353e-16,6.910031919448956e-13,4.327554341922487e-16,1.154228183213978e-12,5.2536119973176284e-23,1.0692869005238753e-15,4.6182144728322666e-20,4.901343595344267e-10,7.201502730634751e-22,8.655100491020422e-16,9.254249424069906e-13,-9.059405703318382e-15,-6.792513503394093e-23,6.1581747585922126e-18,9.409880609512924e-13,1.196278711121969e-14,0.044372696944845774,3.059088377238553e-13,8.990805064620621e-11,8.45443094892375e-14,1.907802371387382e-09,4.584684632569763e-13,4.3806582883187183e-10,4.884158887130087e-10,8.391687965012658e-10,2.8107607246957386e-22
-0.420546875, 700.000006692732,2.3627457745349097e-19,7.132235805346461e-08,8.433780134701912e-19,0.22266087802861803,7.459684341936402e-14,7.657162014149001e-10,0.7329663415836302,8.082592204092251e-10,1.3091821499102117e-10,4.443687637491054e-12,7.366184308896113e-14,7.122198434391223e-13,2.0834937051246383e-24,2.8014613572068235e-16,1.2627623001665955e-22,2.57438997133182e-18,6.348170457989877e-10,4.499114666579544e-13,8.349068791033845e-13,1.0648399178199255e-27,5.77285637690653e-26,1.4022675151306216e-15,7.991533762493187e-13,4.999484655879375e-16,2.1864337097722404e-12,6.721859989936327e-23,3.2888438987373154e-14,6.733449600742759e-20,5.706185342202235e-10,9.207180986196119e-22,8.978575937504124e-16,1.0727513331840905e-12,-9.034816747195088e-15,-7.838525216663839e-23,5.882076401853465e-17,9.762683908545836e-13,1.1963465213500696e-14,0.04437270182103046,3.343158245394253e-13,9.825922058200536e-11,9.23972666467239e-14,2.1986671809745925e-09,5.010567232955057e-13,4.845447008445172e-10,5.62885714026727e-10,9.770868225722621e-10,3.5924603385705825e-22
-0.28054687500000014, 700.0000096713472,5.100773279707477e-19,4.5785661578422355e-07,1.3142373856424855e-18,0.2226608333040276,8.154632977373808e-14,2.9183879328873066e-09,0.7329659606240421,9.153332906379234e-10,1.5558583927243414e-10,9.635122032263604e-11,2.0079069952948666e-12,1.445215171261927e-12,4.514120383113796e-24,5.767879874187525e-14,1.5942884308399924e-22,3.261021865588844e-18,7.331373282521694e-10,8.868962971207575e-12,9.609029309668612e-13,1.3697192643583386e-27,7.263004365143861e-26,4.777275004827326e-14,9.079655270396464e-13,5.675784756146565e-16,2.2051010109608077e-11,8.6916719662385e-23,8.059780070859435e-13,1.5090783074941383e-18,6.589811480806443e-10,1.162368651298486e-21,9.297944463763624e-16,1.3826490169205538e-12,-8.346050830393652e-15,-8.323845645622661e-23,1.7325084911609276e-15,1.0110958040191898e-12,1.2047060447806358e-14,0.04437273776947378,3.641511867764951e-13,1.0702919160456923e-10,1.0064404419915189e-13,2.5153774497771105e-09,5.457771693791012e-13,5.32501248903129e-10,6.439741098061257e-10,1.1285357364999304e-09,4.534026976734626e-22
-0.21054687499999988, 700.0000271662458,1.1503627579733127e-18,1.4756213132870777e-06,2.2731079284786396e-18,0.2226607146906983,8.552780236681512e-14,1.696847822490233e-08,0.7329649496966928,1.010392143036088e-09,1.8399034840648567e-10,8.681132880601608e-10,2.2133218482006093e-11,7.482408669494803e-12,1.97253639842769e-23,6.405491683712217e-13,1.7913630219273515e-22,3.777054414914927e-18,7.852285055010899e-10,7.312321252880128e-11,1.0276921343280292e-12,1.8070723435482903e-27,8.147096607966468e-26,5.622812637689575e-13,9.728518239654435e-13,6.079191519408486e-16,1.947445273982559e-10,1.1940721198074125e-22,7.946382796140648e-12,9.378514392343846e-17,7.054433414632179e-10,1.3051079843303507e-21,9.456860477990056e-16,3.2669865941128284e-12,-2.2966556239899573e-16,-2.4715170310443982e-24,2.1837105352222976e-14,1.0284128541238048e-12,1.336516693913445e-14,0.04437283390877325,3.8217071593277797e-13,1.1231946706968237e-10,1.0561873969758974e-13,2.6818370083119804e-09,5.727386372410146e-13,5.580829510443669e-10,6.865879368378382e-10,1.2079377713760479e-09,5.08908768285166e-22
-0.17554687499999994, 700.0001038628312,2.2168842934804944e-18,3.0699968674559604e-06,3.8300247305582744e-18,0.22266052265411618,8.894935813380605e-14,6.811668995127166e-08,0.7329633396098186,1.2257228359237493e-09,2.6120277224778336e-10,4.301384957354608e-09,1.3186475268964765e-10,3.868745525942902e-11,1.0764792119856576e-22,3.745756454613858e-12,1.9361248314950652e-22,4.6269998921236334e-18,8.150441547457183e-10,3.3438608212498856e-10,1.0660927411760653e-12,2.7080862759955067e-27,8.789629007497075e-26,3.545584334829584e-12,1.0781656816736378e-12,6.732032233317363e-16,9.951983402980798e-10,2.4814241665316083e-22,4.270682405290313e-11,1.891434329522447e-15,7.30153287372956e-10,1.4049308610890696e-21,9.537475094890154e-16,1.424096926655988e-11,4.9814156653766456e-14,5.787451879621774e-22,1.476045289263614e-13,1.0371786439317423e-12,2.391202585751124e-14,0.044372985300234744,4.006131541261756e-13,1.1770581429297466e-10,1.1068385777017478e-13,2.770122535924575e-09,6.001389235498521e-13,5.738673319470837e-10,7.091706356909444e-10,1.2489161738098518e-09,5.471881368813668e-22
-0.14054687499999996, 700.0005882949615,5.5404089998595655e-18,6.931779354824881e-06,8.83756063759533e-18,0.2226600213580197,1.0052856272081102e-13,3.340888912802856e-07,0.7329593124589796,2.4325270695589267e-09,7.061382977437006e-10,2.5810696140612238e-08,9.66195225214963e-10,2.662350068519161e-10,1.0128496586715511e-21,2.6838401397351932e-11,2.3688643349246404e-22,9.323390082627696e-18,8.686535922117662e-10,1.837933859803536e-09,1.1355833671893834e-12,1.0344039324250028e-26,1.0581355367980869e-25,2.760495963399073e-11,1.9002482036080737e-12,1.181484316508815e-15,6.211387826696752e-09,1.380141986093051e-21,2.7992356911591787e-10,3.371039435422942e-14,7.619640197674336e-10,1.657269163569852e-21,9.6325275820415e-16,1.0630003009708138e-10,4.779709352023333e-13,7.290717511584098e-21,1.2385582237727262e-12,1.0474685886550828e-12,1.3992468436839036e-13,0.04437335435528453,4.733382904054014e-13,1.3886419935142184e-10,1.3058077768966473e-13,2.876996008815041e-09,7.076515447888385e-13,6.049760846828736e-10,7.364453871382654e-10,1.2924023802320193e-09,6.400096170354107e-22
-0.1230468749999998, 700.0017988626457,1.1346985085177478e-17,1.0922266282588191e-05,1.999780630075249e-17,0.22265942122447313,1.2090712190726155e-13,8.861561516267366e-07,0.7329549057607956,5.361171963908817e-09,1.7799326637125834e-09,7.903295553112101e-08,3.4493997902427165e-09,9.17418807974006e-10,5.625408384058246e-21,9.412573803597784e-11,3.427661672270201e-22,2.299210395655585e-17,9.630031414300708e-10,5.270723405034042e-09,1.2560081369016814e-12,6.093741030832239e-26,1.407607757792534e-25,1.0337453226558427e-10,5.070135716182422e-12,3.1389772177875975e-15,1.961092692715395e-08,6.4561146359834245e-21,9.166480981935731e-10,2.496524662445847e-13,7.966785126465984e-10,2.085390807501074e-21,9.743455668893465e-16,4.082612834025348e-10,1.905221730298623e-12,4.516937454044233e-20,4.923696370831007e-12,1.059456528011334e-12,6.329532109039506e-13,0.0443737400271002,6.08609851607697e-13,1.779608141549795e-10,1.673476920800199e-13,2.9530854189582285e-09,9.058567935395785e-13,6.406456856359272e-10,7.557118864504828e-10,1.3162683680114707e-09,7.841580610470647e-22
