TITLE="Graphics"
VARIABLES = "x", "T", "Y_H", "Y_H2", "Y_O", "Y_O2", "Y_OH", "Y_H2O", "Y_N2", "Y_HO2", "Y_H2O2", "Y_CO", "Y_CO2", "Y_CH2O", "Y_HCO", "Y_CH3OH", "Y_CH2OH", "Y_CH3O", "Y_CH3O2", "Y_CH4", "Y_CH3", "Y_CH2", "Y_CH2(S)", "Y_C2H6", "Y_C2H5O2", "Y_C2H5", "Y_C2H4", "Y_C2H3", "Y_C2H2", "Y_CH2CHO", "Y_CH2CO", "Y_HCCO", "Y_NC3H7", "Y_C3H6", "Y_C3H5-A", "Y_C3H5O", "Y_C3H4-A", "Y_NC3H7O2", "Y_C2H3CHO", "Y_NC7H16", "Y_C7H15", "Y_C7H15O2", "Y_C7H14OOH", "Y_C7H14", "Y_C7H14OOHO2", "Y_NC7KET", "Y_C7H14O", "Y_NC3H7CHO"
-4.0 300.0 -1.146248E-35 1.287905E-11 4.160236E-32 0.222586 1.009002E-28 8.062996E-16 0.7330571 6.292808E-19 1.970172E-18 9.566494E-17 1.052645E-18 4.377872E-20 9.831013E-41 3.817985E-21 1.41511E-46 2.163696E-38 5.615635E-22 6.024581E-18 3.118864E-38 7.12797E-50 -6.986042E-40 3.72382E-21 3.02484E-26 1.608706E-42 4.759814E-18 8.562553E-42 1.295875E-19 6.70902E-23 4.579684E-22 1.08182E-46 6.23675E-47 8.203603E-21 1.650995E-24 7.740391E-32 8.866404E-23 2.067531E-29 1.013154E-24 0.04435692 2.407522E-31 1.169959E-23 6.457422E-33 2.078744E-27 1.470175E-26 5.972477E-30 5.127141E-29 5.10215E-26 
-2.0 300.0 -4.311435E-34 7.39969E-10 5.832559E-30 0.222586 1.442967E-26 1.640726E-13 0.7330571 1.390244E-16 4.383529E-16 2.112273E-14 3.077508E-16 1.292677E-17 2.877953E-38 1.148425E-18 4.205349E-44 6.429958E-36 1.83743E-19 1.22444E-15 6.313505E-36 1.409658E-47 -1.381589E-37 1.165222E-18 1.26539E-23 4.990839E-40 1.161244E-15 2.244285E-39 3.36256E-17 2.313285E-20 1.571316E-19 1.980591E-44 2.459993E-44 2.74011E-18 5.627806E-22 3.432791E-29 3.076175E-20 1.036264E-26 4.717491E-22 0.04435692 1.617479E-28 8.588344E-21 4.740214E-30 1.371447E-24 1.328979E-23 4.634547E-27 3.614814E-26 2.541665E-23 
-1.5 300.0 2.747144E-32 7.335497E-9 1.278262E-26 0.222586 8.638254E-25 5.370441E-12 0.7330571 4.929354E-15 1.565002E-14 7.485249E-13 1.434684E-14 6.084446E-16 6.625271E-35 5.505107E-17 1.325301E-40 2.662123E-32 9.566037E-18 4.003112E-14 6.88855E-34 1.465799E-42 4.268038E-36 5.80624E-17 8.389757E-22 1.338014E-36 4.535491E-14 5.166472E-36 1.394829E-15 1.3847E-18 8.571138E-18 1.155322E-40 2.010067E-42 1.455732E-16 3.050199E-20 7.902437E-26 1.696441E-18 8.212513E-25 3.476363E-20 0.04435692 9.521835E-27 2.033261E-19 1.122229E-28 1.426619E-22 1.342189E-22 2.378829E-25 4.016013E-24 2.002175E-21 
-1.0 300.0 1.226265E-28 1.070191E-7 1.155913E-23 0.222586 7.649611E-23 2.741342E-10 0.733057 2.730992E-13 8.731883E-13 4.144652E-11 1.050991E-12 4.501384E-14 6.665916E-32 4.148868E-15 9.767348E-37 2.127627E-28 7.840719E-16 2.040911E-12 2.167237E-30 8.791164E-38 -5.369192E-35 4.551666E-15 8.787808E-20 9.320691E-33 2.773964E-12 5.198327E-33 9.071764E-14 1.225686E-16 7.366051E-16 3.662935E-36 1.019884E-39 1.217972E-14 2.604328E-18 7.94434E-23 1.474215E-16 1.030355E-22 4.052192E-18 0.04435693 8.356354E-25 1.74735E-17 9.644259E-27 2.355262E-20 1.092854E-20 4.433541E-23 7.084861E-22 2.496681E-19 
-0.1 300.0003 3.460603E-24 3.831953E-6 2.631476E-20 0.2225855 1.744408E-20 3.504385E-8 0.7330534 3.791197E-11 1.220801E-10 5.750344E-9 1.931999E-10 8.357045E-12 1.772309E-28 7.847164E-13 4.668443E-32 5.210247E-24 1.613429E-13 2.605809E-10 7.802384E-26 3.269099E-32 -1.849355E-35 8.956488E-13 2.312878E-17 4.082325E-28 4.253565E-10 1.333315E-29 1.479721E-11 2.721187E-14 1.589571E-13 1.149969E-30 6.638926E-35 2.558576E-12 5.583437E-16 2.010259E-19 3.216989E-14 3.249758E-20 1.187034E-15 0.04435726 1.898561E-22 3.907804E-15 2.157034E-24 9.780731E-18 2.570283E-18 2.138066E-20 3.144258E-19 7.826486E-17 
-0.05 300.0012 7.292997E-23 6.813739E-6 2.244744E-18 0.222585 1.108239E-19 1.298724E-7 0.7330504 1.492504E-10 4.83034E-10 2.262433E-8 9.425627E-10 4.108979E-11 1.79979E-26 3.915718E-12 1.611719E-30 1.8467E-22 8.614456E-13 9.648625E-10 2.022886E-24 1.259663E-29 1.737419E-33 4.612472E-12 1.515865E-16 1.32855E-26 1.803581E-9 1.206316E-27 6.57717E-11 1.568189E-13 8.819382E-13 4.280127E-28 6.409049E-33 1.388873E-11 3.081438E-15 1.836973E-17 1.801182E-13 2.486105E-19 8.48731E-15 0.04435753 1.241655E-21 6.497573E-15 3.587011E-24 9.512777E-17 2.850489E-18 2.383179E-19 3.245984E-18 5.943467E-16 
-0.025 300.0034 8.288451E-22 9.88297E-6 1.355226E-17 0.2225845 5.260229E-19 3.573071E-7 0.7330473 4.344982E-10 1.413046E-9 6.583299E-8 3.364142E-9 1.477603E-10 1.869436E-25 1.428116E-11 3.034912E-29 3.442525E-21 3.352607E-12 2.65237E-9 2.798925E-23 2.531369E-28 5.327991E-33 1.733956E-11 7.187106E-16 2.22204E-25 5.632111E-9 1.08228E-26 2.147858E-10 6.405517E-13 3.562206E-12 8.445691E-27 2.872288E-31 5.492662E-11 1.238241E-14 1.642502E-16 7.339273E-13 1.37071E-18 4.387253E-14 0.04435781 5.936378E-21 1.648584E-14 9.103612E-24 6.648663E-16 3.370031E-18 1.922761E-18 2.406026E-17 3.257717E-15 
0.0 300.0116 1.366969E-20 1.511848E-5 7.394095E-17 0.2225834 3.81119E-18 1.160417E-6 0.7330417 1.504018E-9 4.917979E-9 2.2776E-7 1.460509E-8 6.468083E-10 2.269444E-24 6.349009E-11 1.073861E-27 7.611486E-20 1.600215E-11 8.606073E-9 5.721971E-22 5.573097E-27 9.490341E-34 7.968794E-11 4.247087E-15 5.439819E-24 2.108845E-8 9.9392E-26 8.45273E-10 3.20634E-12 1.770399E-11 1.814267E-25 2.055424E-29 2.667895E-10 6.119767E-14 1.482928E-15 3.682564E-12 9.515064E-18 2.843822E-13 0.0443583 4.247627E-20 8.897718E-14 4.918096E-23 5.925691E-15 6.382309E-18 1.992333E-17 2.280346E-16 2.24717E-14 
0.0125 300.0239 7.45839E-20 1.912199E-5 2.037926E-16 0.2225822 1.492606E-17 2.324252E-6 0.733037 3.14174E-9 1.030928E-8 4.755596E-7 3.557745E-8 1.5847E-9 1.150351E-23 1.572448E-10 1.114494E-26 6.190666E-19 4.167321E-11 1.722718E-8 3.641176E-21 3.572479E-26 -1.649202E-32 2.020182E-10 1.293511E-14 3.954737E-23 4.641993E-8 4.215841E-25 1.924427E-9 8.630084E-12 4.745201E-11 1.14186E-24 3.2995E-28 7.034268E-10 1.633754E-13 6.113701E-15 9.938293E-12 3.274097E-17 9.271362E-13 0.04435869 1.646143E-19 2.964605E-13 1.640927E-22 2.479938E-14 1.380993E-17 9.430758E-17 1.003103E-15 7.685209E-14 
0.025 300.0527 4.787746E-19 2.453835E-5 5.575863E-16 0.2225799 7.587032E-17 4.960861E-6 0.73303 7.031577E-9 2.316298E-8 1.063756E-6 9.473679E-8 4.247382E-9 6.6374E-23 4.266497E-10 1.660101E-25 5.242972E-18 1.196936E-10 3.674505E-8 2.790904E-20 2.478686E-25 3.854354E-33 5.62802E-10 4.437386E-14 3.496005E-22 1.102157E-7 2.032451E-24 4.74683E-9 2.571768E-11 1.407986E-10 7.754647E-24 6.215078E-27 2.048753E-9 4.825871E-13 2.694103E-14 2.971847E-11 1.288486E-16 3.432598E-12 0.04435925 8.274973E-19 1.25335E-12 6.959612E-22 1.213653E-13 4.796624E-17 5.289091E-16 5.187988E-15 3.001785E-13 
