TITLE="Graphics"
VARIABLES= "x", "T_chemk", "Y_H_chemk", "Y_H2_chemk", "Y_O_chemk", "Y_O2_chemk", "Y_OH_chemk", "Y_H2O_chemk", "Y_N2_chemk", "Y_HO2_chemk", "Y_H2O2_chemk", "Y_CO_chemk", "Y_CO2_chemk", "Y_CH2O_chemk", "Y_HCO_chemk", "Y_CH3OH_chemk", "Y_CH2OH_chemk", "Y_CH3O_chemk", "Y_CH3O2_chemk", "Y_CH4_chemk", "Y_CH3_chemk", "Y_CH2_chemk", "Y_CH2(S)_chemk", "Y_C2H6_chemk", "Y_C2H5O2_chemk", "Y_C2H5_chemk", "Y_C2H4_chemk", "Y_C2H3_chemk", "Y_C2H2_chemk", "Y_CH2CHO_chemk", "Y_CH2CO_chemk", "Y_HCCO_chemk", "Y_NC3H7_chemk", "Y_C3H6_chemk", "Y_C3H5-A_chemk", "Y_C3H4-A_chemk", "Y_NC3H7O2_chemk", "Y_C2H3CHO_chemk", "Y_NC7H16_chemk", "Y_C7H15_chemk", "Y_C7H15O2_chemk", "Y_C7H14OOH_chemk", "Y_C7H14_chemk", "Y_C7H14OOHO2_chemk", "Y_NC7KET_chemk", "Y_C7H14O_chemk", "Y_NC3H7CHO_chemk"
-4.1416797 700.0 1.79228E-19 2.794148E-11 1.527691E-20 0.2118467 -1.039429E-15 -3.241947E-11 0.6976887 -1.526877E-11 -1.247449E-11 1.125194E-16 4.891362E-18 -4.67404E-14 8.023318E-25 2.450846E-19 1.186541E-23 3.472584E-19 -2.058452E-11 1.263204E-16 -3.960378E-14 -6.951503E-30 7.389091E-27 5.916571E-18 -9.18124E-15 -7.483946E-18 -4.328315E-14 6.877907E-24 1.521686E-18 4.90725E-21 -1.755657E-11 1.297952E-22 2.600646E-18 -3.028841E-14 1.201987E-18 9.041761E-22 2.271346E-15 -6.353664E-22 0.09046457 -2.35802E-15 -6.349506E-13 -5.970994E-16 -3.230432E-11 -2.611138E-15 -3.073668E-12 -7.80857E-12 -2.101339E-11
-2.1416797 699.9999 8.107148E-18 2.071029E-9 2.724809E-18 0.2118468 -1.892081E-13 -7.300672E-9 0.6976887 -4.255414E-9 -3.501857E-9 3.143708E-14 1.721744E-15 -1.575735E-11 2.681253E-22 8.441542E-17 4.056129E-21 1.187085E-16 -7.721922E-9 3.178743E-14 -9.910759E-12 -1.698566E-27 1.805501E-24 2.221226E-15 -4.399839E-12 -2.785397E-15 -1.272493E-11 2.155386E-21 4.720006E-16 1.952255E-18 -6.949846E-9 2.957245E-20 1.212386E-15 -1.197157E-11 4.837857E-16 3.695814E-19 1.295983E-12 -3.382154E-19 0.09046462 -1.803181E-12 -5.220593E-10 -4.909378E-13 -2.427421E-8 -2.621619E-12 -2.662978E-9 -6.214629E-9 -1.190638E-8
-1.6416797 699.9999 1.493496E-17 2.592181E-8 6.391378E-18 0.2118468 -2.637294E-13 -9.831E-9 0.6976887 -5.828907E-9 -4.700924E-9 9.219146E-13 1.00637E-14 -2.048134E-11 5.037273E-22 2.711572E-16 7.62196E-21 2.228951E-16 -1.039756E-8 2.04391E-13 -1.335759E-11 1.915011E-27 3.396243E-24 3.794275E-15 -6.105271E-12 -3.866421E-15 -1.696141E-11 4.061827E-21 2.327617E-14 3.637537E-18 -9.356914E-9 5.556966E-20 1.502749E-15 -1.616365E-11 7.162215E-16 1.628257E-17 1.607796E-12 -3.39503E-19 0.09046464 -2.525342E-12 -7.311108E-10 -6.875269E-13 -3.277405E-8 -3.671365E-12 -3.688326E-9 -8.39072E-9 -1.602976E-8
-1.1416797 699.9999 2.796167E-17 4.857657E-7 1.384971E-17 0.2118467 -3.769609E-13 -1.262441E-8 0.6976882 -8.194374E-9 -6.394914E-9 6.342728E-11 6.855805E-13 -2.544093E-11 9.79435E-22 1.32175E-14 1.494338E-20 4.355999E-16 -1.422664E-8 1.041231E-11 -1.83022E-11 1.40757E-26 6.669058E-24 5.915094E-14 -8.721427E-12 -5.524544E-15 -3.578475E-12 7.980519E-21 1.808714E-12 7.148298E-18 -1.279875E-8 1.089492E-19 1.787547E-15 -2.206804E-11 1.499016E-15 1.649783E-15 1.913545E-12 2.637099E-17 0.09046475 -3.621525E-12 -1.048441E-9 -9.859401E-13 -4.49925E-8 -5.264819E-12 -5.250122E-9 -1.151842E-8 -2.191792E-8
-0.2416797 699.9998 4.192017E-17 2.249925E-5 1.793379E-17 0.2118438 -8.465995E-13 9.769554E-8 0.697665 -1.789952E-8 -1.280054E-8 1.113741E-8 1.509593E-10 3.732152E-11 1.2515E-21 2.821491E-12 7.097778E-20 2.04154E-15 -2.956272E-8 1.637949E-9 -3.815121E-11 8.480466E-25 3.178494E-23 1.277428E-11 -1.976647E-11 -1.252726E-14 3.687159E-9 3.244327E-20 3.528132E-10 7.557035E-17 -2.656891E-8 5.176845E-19 2.368896E-15 -1.193173E-11 8.683017E-14 4.241786E-13 2.536041E-12 1.049652E-14 0.0904689 -8.16489E-12 -2.362985E-9 -2.222119E-12 -9.43169E-8 -1.186204E-11 -1.177328E-8 -2.414796E-8 -4.553929E-8
-0.1416797 700.0005 -1.589064E-16 6.968027E-5 -1.181481E-16 0.2118371 -8.669296E-13 8.880959E-7 0.6976148 -1.651751E-8 -1.223835E-8 9.802013E-8 1.632816E-9 6.446656E-10 -3.410538E-20 2.992045E-11 7.695088E-20 1.960559E-15 -3.128407E-8 1.315959E-8 -4.038167E-11 2.2825E-24 3.448478E-23 1.462888E-10 -1.955183E-11 -1.240359E-14 3.435771E-8 -2.164052E-20 3.406843E-9 1.736805E-14 -2.814532E-8 5.623481E-19 2.437589E-15 3.663602E-10 9.649718E-13 5.256821E-12 2.60782E-12 2.218666E-13 0.09047761 -8.265456E-12 -2.390933E-9 -2.248425E-12 -9.9843E-8 -1.199478E-11 -1.230526E-8 -2.556345E-8 -4.828239E-8
-0.11167969999999999 700.0027 -3.905509E-16 1.175121E-4 -2.74297E-16 0.21183 -8.219393E-13 2.857457E-6 0.6975628 -9.135285E-9 -8.700698E-9 3.599996E-7 7.149599E-9 2.81919E-9 -1.648977E-19 1.288104E-10 7.367408E-20 9.366308E-16 -3.159069E-8 4.478682E-8 -4.07894E-11 1.607824E-24 3.301983E-23 6.738418E-10 -1.236022E-11 -7.889384E-15 1.312124E-7 -2.2187E-19 1.353236E-8 3.348817E-13 -2.853369E-8 5.405491E-19 2.470205E-15 1.944685E-9 4.645669E-12 2.592119E-11 2.640851E-12 1.406605E-12 0.09048646 -7.553762E-12 -2.18638E-9 -2.056128E-12 -1.013279E-7 -1.096536E-11 -1.228181E-8 -2.594462E-8 -4.910284E-8
-0.0972797 700.0075 -6.084831E-16 1.591449E-4 -4.189682E-16 0.2118233 -7.372924E-13 6.157452E-6 0.6975161 5.922254E-9 -1.561539E-9 8.745463E-7 2.01179E-8 7.759412E-9 -4.234505E-19 3.572917E-10 6.628987E-20 -1.236114E-15 -3.128984E-8 1.022337E-7 -4.041872E-11 -2.612925E-24 2.934976E-23 1.979833E-9 1.087311E-11 6.713504E-15 3.289743E-7 -6.221541E-19 3.508034E-8 1.933149E-12 -2.852969E-8 4.847759E-19 2.522671E-15 6.020049E-9 1.427336E-11 8.074321E-11 2.695232E-12 5.349258E-12 0.0904942 -6.253738E-12 -1.816514E-9 -1.708404E-12 -1.018679E-7 -9.116883E-12 -1.210368E-8 -2.608445E-8 -4.948804E-8
-0.0828797 700.0228 -8.929797E-16 2.227645E-4 -5.805579E-16 0.2118113 -4.917578E-13 1.479018E-5 0.6974413 5.157558E-8 1.989535E-8 2.421246E-6 6.587361E-8 2.466187E-8 -6.671844E-19 1.151019E-9 5.232217E-20 -7.526525E-15 -2.950534E-8 2.634552E-7 -3.816375E-11 -4.517389E-24 1.856809E-23 6.80812E-9 1.162301E-10 7.303106E-14 9.442121E-7 -1.283739E-18 1.046277E-7 1.099493E-11 -2.786945E-8 3.170074E-19 2.750044E-15 2.166841E-8 5.171659E-11 2.965594E-10 2.935159E-12 2.440985E-11 0.09050615 -2.499541E-12 -7.545723E-10 -7.09811E-13 -1.020118E-7 -3.828805E-12 -1.154701E-8 -2.612526E-8 -4.985114E-8
-0.0816797 700.0256 -9.00777E-16 2.295837E-4 -5.610274E-16 0.2118098 -4.557604E-13 1.613929E-5 0.6974329 5.953778E-8 2.360775E-8 2.690197E-6 7.490897E-8 2.79178E-8 -5.989258E-19 1.305809E-9 5.19464E-20 -8.391628E-15 -2.911125E-8 2.900378E-7 -3.764933E-11 7.788262E-25 1.699605E-23 7.798361E-9 1.417524E-10 8.912333E-14 1.054112E-6 -1.287467E-18 1.17417E-7 1.366138E-11 -2.770185E-8 2.920487E-19 2.809608E-15 2.497846E-8 5.972313E-11 3.431568E-10 2.998281E-12 2.929379E-11 0.09050744 -1.973909E-12 -6.077594E-10 -5.717304E-13 -1.019947E-7 -3.105701E-12 -1.14757E-8 -2.612175E-8 -4.987935E-8
-0.07417969999999999 700.0549 -7.568355E-16 2.790133E-4 -1.564464E-16 0.2117976 -6.021659E-14 2.868839E-5 0.6973691 1.395154E-7 6.082743E-8 5.389957E-6 1.745161E-7 6.315355E-8 2.720488E-18 2.99636E-9 7.403058E-20 -1.55248E-14 -2.454642E-8 5.468687E-7 -3.185925E-11 1.867852E-22 2.102829E-24 1.903058E-8 4.686849E-10 2.953559E-13 2.179093E-6 1.385105E-18 2.511482E-7 4.793024E-11 -2.56578E-8 4.162857E-20 3.636993E-15 6.341439E-8 1.534761E-10 8.927874E-10 3.87714E-12 9.510937E-11 0.09051692 3.937204E-12 1.049164E-9 9.873004E-13 -1.015273E-7 5.106441E-12 -1.06972E-8 -2.601147E-8 -5.003342E-8
-0.0666797 700.1175 1.080759E-15 3.42071E-4 2.652471E-15 0.2117778 7.75589E-13 5.180453E-5 0.697281 3.032556E-7 1.366717E-7 1.091145E-5 4.05317E-7 1.428291E-7 2.860322E-17 6.865753E-9 3.010938E-19 -1.165508E-14 -1.342837E-8 1.045474E-6 -1.768231E-11 2.027928E-21 -1.32142E-23 4.604466E-8 1.390002E-9 8.788473E-13 4.541408E-6 2.681107E-17 5.400857E-7 1.526311E-10 -2.043021E-8 -3.00638E-19 6.235176E-15 1.587049E-7 3.884992E-10 2.283241E-9 6.63031E-12 2.920382E-10 0.09052927 1.602516E-11 4.417659E-9 4.160523E-12 -1.002314E-7 2.174827E-11 -9.196161E-9 -2.570413E-8 -5.012823E-8
-0.06292969999999999 700.1756 4.907672E-15 3.801254E-4 8.659375E-15 0.2117628 1.527976E-12 7.066291E-5 0.697223 4.494319E-7 2.040771E-7 1.583653E-5 6.347214E-7 2.203475E-7 7.899786E-17 1.067071E-8 7.403373E-19 2.607684E-14 -1.978189E-9 1.47082E-6 -2.923608E-12 7.170346E-21 -4.253523E-24 7.37865E-8 2.479483E-9 1.571974E-12 6.696996E-6 7.827767E-17 8.103172E-7 2.865867E-10 -1.486172E-8 -2.456928E-19 9.631833E-15 2.592113E-7 6.389655E-10 3.776192E-9 1.021572E-11 5.374709E-10 0.09053692 2.631556E-11 7.257623E-9 6.840232E-12 -9.901388E-8 3.570752E-11 -8.006917E-9 -2.542312E-8 -5.012519E-8
