TITLE="Graphics"
VARIABLES= "x", "T_can", "Y_H_can", "Y_H2_can", "Y_O_can", "Y_O2_can", "Y_OH_can", "Y_H2O_can", "Y_N2_can", "Y_HO2_can", "Y_H2O2_can", "Y_CO_can", "Y_CO2_can", "Y_CH2O_can", "Y_HCO_can", "Y_CH3OH_can", "Y_CH2OH_can", "Y_CH3O_can", "Y_CH3O2_can", "Y_CH4_can", "Y_CH3_can", "Y_CH2_can", "Y_CH2(S)_can", "Y_C2H6_can", "Y_C2H5O2_can", "Y_C2H5_can", "Y_C2H4_can", "Y_C2H3_can", "Y_C2H2_can", "Y_CH2CHO_can", "Y_CH2CO_can", "Y_HCCO_can", "Y_NC3H7_can", "Y_C3H6_can", "Y_C3H5-A_can", "Y_C3H5O_can", "Y_C3H4-A_can", "Y_NC3H7O2_can", "Y_C2H3CHO_can", "Y_NC7H16_can", "Y_C7H15_can", "Y_C7H15O2_can", "Y_C7H14OOH_can", "Y_C7H14_can", "Y_C7H14OOHO2_can", "Y_NC7KET_can", "Y_C7H14O_can", "Y_NC3H7CHO_can", "Y_NC3H7CO_can"
-1.9587695312499998, 700.0,2.09933891649329e-14,2.306639041680565e-13,-7.105774818304449e-14,0.21850559598783323,3.1536756198444506e-16,1.3755795205042019e-12,0.7192878080082801,1.7428690452749164e-12,1.1211562336148479e-13,5.79018109147313e-14,1.5411462144175863e-14,4.773971232209113e-14,-6.0397021597822456e-21,-1.292812111379699e-17,4.65532245013068e-26,1.3171329973177868e-21,6.48438208327632e-13,4.596107369318086e-15,-3.526590653078215e-14,-3.204032465357601e-14,3.248420711496413e-29,3.692189656102333e-14,2.050049542116986e-15,6.430219617689046e-14,1.767369916167424e-14,-3.850751542839612e-26,-1.0420296145202662e-15,-2.565968148135372e-23,5.560495368767009e-13,5.087026479377232e-25,9.409969291589397e-14,-1.1429986117769964e-14,-5.4696069968547116e-14,-5.2929851704539955e-25,-4.480579251016392e-16,1.5316678980799507e-15,1.4128295386841986e-14,0.06220659599583894,5.460612474166435e-16,1.4852562714371865e-13,1.3966734221973428e-16,1.4963478069573734e-12,6.147995313250045e-16,5.213965178136509e-13,3.5834480781334396e-13,6.844368898258917e-13,7.748985801763275e-26
-1.3987695312499997, 700.0000011991506,8.008159854340105e-18,8.4478674123913e-12,-2.2037006790871796e-16,0.21850559544263676,2.4117666331974113e-14,1.1913382963680444e-10,0.7192878079997344,2.0233432973030939e-10,2.1288376195245422e-11,6.624648910866256e-15,-4.691250686868983e-15,1.056042528961642e-13,-8.339629200935636e-19,-1.2898294581791094e-17,6.589049847273823e-24,1.8639486999773186e-19,1.0050057401060027e-10,4.6004992681605695e-15,1.4597983148662362e-13,-6.316575753551378e-19,3.322846491904608e-27,3.7310243530357076e-14,4.079463894273236e-13,2.5917024478442974e-16,3.371333780894575e-13,-5.053367690721556e-24,-1.0420020887276309e-15,-4.2598450883691206e-21,9.034784012720803e-11,4.816891065668424e-23,3.2985308130570193e-16,2.0661471321558268e-13,-5.468756270897352e-14,-1.129558348710126e-22,-4.506228296331234e-16,3.50269147363568e-13,1.4122369446278673e-14,0.062206595066843694,1.7401643102630425e-13,5.0803763933510204e-11,4.777375340172122e-14,4.447034727676984e-10,2.575256814374691e-13,1.8294402085462614e-10,1.1382931453894066e-10,1.5439271600830798e-10,1.881937366348708e-23
-0.8387695312499995, 700.0000034073905,5.349271513175718e-20,2.7166620193999096e-10,-4.808993201338339e-19,0.2185055945104287,4.471375189887173e-14,3.362185957249525e-10,0.7192878077334117,4.829794569175163e-10,7.143703556196358e-11,6.955783382466713e-15,-4.686911013584574e-15,2.757036963522737e-13,-4.4899860384010353e-23,-1.2646110386538519e-17,3.759515281261238e-23,9.093606335925371e-19,3.0942418065337866e-10,4.69006897507694e-15,4.274835855836356e-13,-1.2493069405073306e-23,1.8053802162758058e-26,3.732044630108081e-14,7.417207147812924e-13,4.670278714676824e-16,8.395672558172941e-13,3.654149968452167e-24,-1.0384064824909885e-15,2.8532528773198375e-21,2.7806863590882745e-10,2.7410495209535e-22,4.910122534001061e-16,5.823727107584504e-13,-5.4671546276409006e-14,-2.4035623035799557e-22,-4.531863580674656e-16,5.282958453493326e-13,1.41098152683319e-14,0.062206593533259136,3.008800081251575e-13,8.791846632515387e-11,8.267490122077722e-14,1.2106126826289923e-09,4.457785623531657e-13,3.841919846795565e-10,3.0993459426937244e-10,4.761763078482593e-10,1.0693451314271005e-22
-0.5587695312499996, 700.0000047744487,9.472079611876699e-20,3.475997736896544e-09,3.42216672591461e-19,0.21850559357857827,5.534293690085307e-14,4.709761716645632e-10,0.7192878044929951,6.432156563078714e-10,1.0480776752955404e-10,2.0762132939593972e-14,-4.5768342501926445e-15,3.9669710658241216e-13,-1.9556722125999954e-23,-7.286669275297916e-18,6.650161306821705e-23,1.5698266701131479e-18,4.422482195052744e-10,7.255094472903229e-15,6.035544283800538e-13,1.5690549969248989e-28,3.1550480652462036e-26,3.726186347680001e-14,9.223968697505095e-13,5.802421184603908e-16,1.1423943264674633e-12,1.417817722910034e-23,-8.642617110668224e-16,1.17635026697111e-20,3.9742598508772565e-10,4.848622665190286e-22,5.715040054943294e-16,8.109431557553251e-13,-5.4660987269941963e-14,-3.2251255259164684e-22,-4.543637024833979e-16,6.155950812503749e-13,1.4101399529717339e-14,0.06220659300567382,3.6618376301497033e-13,1.0701116669737301e-10,1.0062889379171331e-13,1.6766658158739027e-09,5.426017007846795e-13,4.887635498679302e-10,4.292648909330775e-10,6.807995957887713e-10,1.8894326015573896e-22
-0.4187695312499996, 700.0000055302784,1.3099074389787668e-19,2.3781324831270535e-08,4.2433931452337757e-19,0.21850559081939103,6.07982264288871e-14,5.536182526612106e-10,0.7192877839541673,7.284640704396235e-10,1.2373177038258346e-10,3.2629913919303575e-13,-1.5938246896097602e-15,4.688848143069798e-13,-2.1772423484560048e-23,1.3396773415824252e-16,8.523360858135354e-23,1.998677359570474e-18,5.159720753784567e-10,5.818974399406905e-14,7.00717887641742e-13,7.845250506419714e-28,4.0240720620193113e-26,3.73896742070902e-14,1.0162116711325188e-12,6.390226072851261e-16,1.3818548139107575e-12,2.1461651266162796e-23,3.39673846944403e-15,2.171088758073343e-20,4.636759265136675e-10,6.214385837657829e-22,6.113581232664917e-16,9.361560720937026e-13,-5.465332199371039e-14,-3.683066863488022e-22,-4.516239003165022e-16,6.588194506893091e-13,1.4096680358140683e-14,0.062206595173926155,3.9979762257359973e-13,1.1683787476316643e-10,1.0986952734097965e-13,1.9311733791573977e-09,5.924335414780433e-13,5.422239226366811e-10,4.944289828468268e-10,7.9435487038793e-10,2.4204377919482325e-22
-0.2787695312499998, 700.0000064727927,2.339568388419228e-19,2.0211208981822558e-07,5.73137064281167e-19,0.2185055688433187,6.64286233802841e-14,8.465000883704453e-10,0.7192876034473807,8.193638014446095e-10,1.451219740052927e-10,9.453687623991328e-12,1.0952490365951058e-13,6.074455967315363e-13,-2.401048536646551e-23,5.266910640302557e-15,1.0776565328758922e-22,2.5186870118647555e-18,5.970817467045326e-10,1.4357455002145734e-12,8.071324465295085e-13,9.44082615167342e-28,5.064474300190753e-26,4.4394713124005354e-14,1.1136731738152811e-12,7.000879648998972e-16,3.968474323100414e-12,3.065506252041075e-23,1.438294204650242e-13,7.21313702370768e-19,5.365651148031976e-10,7.857201743403477e-22,6.508307604105589e-16,1.0874937096769614e-12,-5.4574456961133884e-14,-4.1831876798055247e-22,-3.064316173692493e-16,7.016281232160366e-13,1.4096275471231407e-14,0.062206618215423844,4.3462922357609753e-13,1.270199007089024e-10,1.1944428847791355e-13,2.207752583878417e-09,6.440651463109146e-13,5.971091748557061e-10,5.652457928342373e-10,9.193232458802724e-10,3.05891342109783e-22
-0.20876953124999953, 700.0000083362424,4.949420310864127e-19,8.117250401444194e-07,8.584028720642474e-19,0.2185054944262007,6.934391315251259e-14,2.8331332354551302e-09,0.7192869852637686,8.721165759028779e-10,1.5799134484039616e-10,1.1284762641236129e-10,1.6763986352972788e-12,1.4197180558740693e-12,-2.3562463623343036e-23,7.589446628775846e-14,1.2051095204609326e-22,2.8275115034887115e-18,6.396526134411221e-10,1.5583562177106895e-11,8.628924941188105e-13,1.0892668943764121e-27,5.65197635651819e-26,1.506679773694816e-13,1.165644593250872e-12,7.326508550640573e-16,3.2647486315928976e-11,3.8693215930821714e-23,1.8970168901436936e-12,4.860107142548136e-17,5.747353016648659e-10,8.785529894780523e-22,6.70480478931826e-16,1.406370919501534e-12,-5.341286688001233e-14,-4.352277642724752e-22,2.0702246318892224e-15,7.229322348998209e-13,1.4199937545463172e-14,0.06220669863937905,4.528819222316595e-13,1.323532113535651e-10,1.244595208116104e-13,2.3518873955555034e-09,6.711023612500693e-13,6.251120947372928e-10,6.021500578058905e-10,9.847414833543398e-10,3.4194974269502655e-22
-0.17376953124999955, 700.0000174173416,9.96753704718153e-19,2.0061025556266614e-06,1.3713342253605022e-18,0.2185053477005743,7.104914804768e-14,1.2245395884382015e-08,0.7192857689369967,9.327590767402403e-10,1.7307789879368078e-10,7.243178400465969e-10,1.3115531956159599e-11,6.813271958826733e-12,-1.1395063493021439e-23,5.794695681629423e-13,1.2780174768904304e-22,3.090932923282281e-18,6.622995001959821e-10,9.177360508227082e-11,8.925433204372016e-13,1.3037769274289159e-27,5.989961680598931e-26,9.761938544144037e-13,1.2143256084112198e-12,7.630589154940218e-16,2.0929952376061478e-10,6.179662618887155e-23,1.3278947830966821e-11,1.084294931227763e-15,5.943985029245474e-10,9.30970926247259e-22,6.803262319767525e-16,3.46228328281327e-12,-4.3824496537922366e-14,-3.6361758168577e-22,2.2035926951257113e-14,7.335960210476092e-13,1.5348600600123503e-14,0.06220685674324505,4.644147809829144e-13,1.357116891836645e-10,1.2761771472843341e-13,2.4260271186442524e-09,6.881037448225161e-13,6.397688617530863e-10,6.211284178601682e-10,1.018257063109502e-09,3.622370086320186e-22
-0.13876953124999958, 700.0000935858894,2.60458331581368e-18,5.5244149249010325e-06,3.0375009935571154e-18,0.21850490702931843,7.467467591229325e-14,7.58650446700068e-08,0.7192821529170849,1.2610591062895885e-09,2.537793944851589e-10,5.749888995461294e-09,1.2828130358008923e-10,5.866907611488232e-11,1.3797699721389673e-22,5.534766123418285e-12,1.403383706680352e-22,4.229626294827202e-18,6.941657546301245e-10,6.642595975613946e-10,9.341452504870501e-13,2.4918303256900777e-27,6.589072644686576e-26,9.799068539801927e-12,1.5605657716613303e-12,9.783529057804537e-16,1.7229146306276789e-09,2.7954188174106045e-22,1.1559929589893503e-10,2.2303453070925635e-14,6.157853046703732e-10,1.0137637966195517e-21,6.907089731245344e-16,2.6084820135331235e-11,6.518717536451638e-14,7.433128809512983e-22,2.5230556974615894e-13,7.448120013550586e-13,3.2288618838817475e-14,0.06220732345869681,4.946090783242701e-13,1.4444293611591552e-10,1.3582835475892329e-13,2.506278585543407e-09,7.321970168297219e-13,6.58798656695068e-10,6.416482305404735e-10,1.0528904000759556e-09,3.9363323531113813e-22
-0.10376953124999963, 700.0007444527795,9.619509521435655e-18,1.5889172514984563e-05,1.2518302845083444e-17,0.21850354209140022,9.335825725848354e-14,5.066225458564831e-07,0.7192712770408454,3.7859112126421245e-09,8.601659842982997e-10,4.705688399740553e-08,1.287807010949314e-09,5.588733725054032e-10,2.885920818622877e-21,5.4299094078985e-11,2.0893095466126613e-22,1.4663390316893413e-17,8.176452864075514e-10,4.96618121606122e-09,1.092620295596202e-12,3.0253938047347033e-26,9.635159724927866e-26,1.040983118539868e-10,5.963294731006683e-12,3.712312157869008e-15,1.4695557838856982e-08,3.614647106192868e-21,1.035490210295622e-09,4.578379829656772e-13,6.505341671241367e-10,1.3397137549082918e-21,7.095454132153615e-16,2.7869127286299315e-10,1.30483265100045e-12,2.4102148157910756e-20,2.9082091907408833e-12,7.650919280429978e-13,2.818573293672479e-13,0.062208703623725,6.701460432613451e-13,1.9495802237211376e-10,1.8333214994857714e-13,2.6190676052706276e-09,9.869608086968258e-13,7.072921690291519e-10,6.703863655465828e-10,1.0904144123690217e-09,5.097744031228887e-22
