TITLE="Graphics"
VARIABLES= "x", "T_can", "Y_H_can", "Y_H2_can", "Y_O_can", "Y_O2_can", "Y_OH_can", "Y_H2O_can", "Y_N2_can", "Y_HO2_can", "Y_H2O2_can", "Y_CO_can", "Y_CO2_can", "Y_CH2O_can", "Y_HCO_can", "Y_CH3OH_can", "Y_CH2OH_can", "Y_CH3O_can", "Y_CH3O2_can", "Y_CH4_can", "Y_CH3_can", "Y_CH2_can", "Y_CH2(S)_can", "Y_C2H6_can", "Y_C2H5O2_can", "Y_C2H5_can", "Y_C2H4_can", "Y_C2H3_can", "Y_C2H2_can", "Y_CH2CHO_can", "Y_CH2CO_can", "Y_HCCO_can", "Y_NC3H7_can", "Y_C3H6_can", "Y_C3H5-A_can", "Y_C3H5O_can", "Y_C3H4-A_can", "Y_NC3H7O2_can", "Y_C2H3CHO_can", "Y_NC7H16_can", "Y_C7H15_can", "Y_C7H15O2_can", "Y_C7H14OOH_can", "Y_C7H14_can", "Y_C7H14OOHO2_can", "Y_NC7KET_can", "Y_C7H14O_can", "Y_NC3H7CHO_can", "Y_NC3H7CO_can"
-1.9611621093750005, 500.0,4.584886449859173e-15,6.131390919074005e-13,6.69406977967844e-15,0.2185055959924373,-6.23854034568057e-22,-3.867513987464269e-14,0.7192878080082882,9.92418151096611e-16,-1.933256647546248e-14,-3.508162289932477e-15,-2.8390057053896913e-16,-6.440565888351289e-14,2.0152139155687445e-29,-1.78762176271306e-15,-2.6901078970604806e-29,-8.433920509089815e-28,-5.115666102620574e-16,3.3834207624075024e-15,-2.3940162360536955e-14,7.591255028630965e-28,-1.7547101963214737e-14,-9.22973954364967e-15,1.0880347876628359e-15,9.717940207905188e-14,-3.257259316073177e-14,3.42047562176867e-30,8.895414338074076e-17,4.3484469418201575e-14,5.045331445853099e-14,-8.770709840205618e-29,8.564625296178036e-14,1.9548498089653854e-14,-4.723611893050646e-14,7.751102512327088e-27,-3.5872745855286295e-16,6.633312607751642e-16,-9.026889562250431e-14,0.06220659599877966,-4.9332412369114755e-14,4.451867377632569e-17,1.11698638739019e-21,3.949867517293661e-15,4.284132703568503e-18,2.1353385176577105e-14,6.037452540711893e-16,-5.879865755913484e-14,-2.712212833722251e-28
-1.4011621093750002, 500.00000000095935,5.713530878156165e-19,1.8072029565637968e-11,3.602182918293936e-17,0.21850559599000505,-7.55083696726186e-20,-3.8647612482770245e-14,0.719287807990754,1.0650529715945618e-13,-1.880983062691015e-14,-1.8501113672633312e-14,-2.838431870205186e-16,-4.285343623832715e-14,2.6695019540909724e-27,-1.7876203660015185e-15,-3.623490905019851e-27,-2.094519414723186e-26,-7.565799911542901e-14,3.3851396241414595e-15,-3.4232990070600954e-18,2.4141063436379495e-28,-2.0886136133157993e-20,-9.229737643696784e-15,2.0516833687190604e-13,5.589575103661806e-19,-3.2375922904528335e-14,4.244248648171054e-28,8.90200759705829e-17,1.2562228477777484e-14,5.0453559615482353e-14,-7.715370188423097e-27,9.91550778132329e-19,1.9548824081222097e-14,-4.7236117871626343e-14,1.5900414744117152e-24,-3.5872974569299247e-16,1.5006617731525733e-13,-9.026889433677926e-14,0.062206596001000626,3.4224333516092635e-20,1.3413202229127623e-14,3.367028874624676e-19,3.987503147217846e-15,1.5849482098489885e-15,3.597888303010558e-14,6.218444193183175e-16,-5.879823742069154e-14,-6.265589869280061e-26
-0.8411621093750001, 500.00000000117683,9.809712350669324e-23,5.325349173123048e-10,1.9459096389422172e-19,0.21850559592463514,1.0723701164023459e-18,-4.1916964174746856e-15,0.7192878074740592,1.0587668809475675e-13,-1.8285109160059077e-14,-1.1619770939654869e-14,-2.7597313228946747e-16,-3.662566414713908e-14,1.658809807505905e-27,-1.787432629745704e-15,-1.966875149444545e-27,1.5054750764324348e-27,-7.566816390934369e-14,3.5529450902766815e-15,-7.704834303570664e-21,1.1480407863689148e-30,-2.4946236083475217e-26,-9.229510455541149e-15,2.0516531658552314e-13,5.819981351875644e-21,-3.2229264716930055e-14,3.9973934272730383e-28,9.699666495538006e-17,3.629510035023379e-15,5.045410051617524e-14,-4.22341404714786e-27,6.139353717407467e-21,1.954918274068832e-14,-4.7236116273992093e-14,1.5726169521789723e-24,-3.587289726897471e-16,1.5006782498404885e-13,-9.026889307578905e-14,0.062206596068492145,8.920154592638597e-20,3.9690020964112504e-14,9.963136338370413e-19,4.092167943736874e-15,4.8003800439536605e-15,7.774463102124385e-14,6.721940568371202e-16,-5.879733809826261e-14,-3.400323928770004e-26
-0.5611621093750003, 500.00000000213646,3.5589259176609075e-26,6.281931287214632e-09,2.1294010999875403e-21,0.2185055951943582,9.301779665292726e-19,8.654997175153545e-13,0.7192878016991645,1.0676285058391481e-13,-1.7536083869091718e-14,3.342057898832804e-14,1.2918524765426935e-16,-3.512906110028069e-14,1.68893359166474e-27,-1.7778438719879403e-15,-2.0075968405766482e-27,1.700632793741788e-27,-7.565929243762644e-14,9.717194101502444e-15,-7.206727098494902e-21,1.2415401814622482e-32,-6.04173798983374e-32,-9.217028408971787e-15,2.051632897980384e-13,5.816769699229313e-21,-2.6005028256041853e-14,4.107831508975551e-28,4.599033410306567e-16,1.6288083287869718e-15,5.045543348522393e-14,-4.310939981844929e-27,6.1279941934972684e-21,1.9569874477521752e-14,-4.723608690293372e-14,1.6146844421267211e-24,-3.585463514348853e-16,1.500677898503585e-13,-9.026888926416155e-14,0.06220659682330679,7.902938646113537e-20,4.556463335939549e-14,1.143782349578784e-18,4.1520008056011454e-15,5.7088858121221545e-15,1.02453107654937e-13,7.009774900740254e-16,-5.879674791036593e-14,-3.4708695373161735e-26
-0.4211621093750003, 500.00000002048245,3.419305813876107e-26,3.984556944495628e-08,4.695248394151953e-23,0.2185055909296167,8.918835658575614e-19,1.5767484869381774e-11,0.71928776797735,1.3148685375390895e-13,-7.237008366567442e-15,9.295105967908826e-13,1.065934844971478e-14,-3.21042617814582e-14,2.104574104259527e-27,-1.5305427461072737e-15,-2.016665629175968e-27,2.6449444402811158e-27,-7.541879341282634e-14,1.244785733706279e-13,-7.179112473283003e-21,1.4986438269169766e-34,-2.957349959875976e-37,-8.870849580011441e-15,2.0516461705622324e-13,5.816859319101162e-21,1.09461314571325e-13,6.696419259831443e-28,8.80611680736006e-15,1.011981253545332e-15,5.048484150577476e-14,-4.330419983626305e-27,6.127996180798072e-21,2.0175659603116134e-14,-4.7235223843213186e-14,2.65623732731618e-24,-3.5297739571574863e-16,1.5006777628809178e-13,-9.026873742224232e-14,0.062206601230103284,7.665222898659703e-20,4.7511470697700055e-14,1.1926533568950468e-18,4.1831798900505576e-15,6.02164136446377e-15,1.1547014324203395e-13,7.159750760090781e-16,-5.879640728246182e-14,-3.486586031435942e-26
-0.28116210937500047, 500.00000053805707,2.713113695864361e-25,3.122829280780698e-07,1.0654058587781232e-24,0.21850555626930326,9.029172402943851e-19,3.626362405434856e-10,0.7192874940442743,8.178900060059598e-13,2.7505879151312435e-13,2.5682449909409723e-11,3.790787189357748e-13,5.642661511806567e-14,7.7165913076441455e-28,7.0560499565765535e-15,-2.0208486427913986e-27,-1.6266186558119335e-25,-6.635386350933768e-14,3.011460767857585e-12,-6.3044783519536924e-21,-1.1496937081540688e-34,4.34877437385617e-38,4.046072904300784e-15,2.0527709710038506e-13,5.820330427145632e-21,4.0863560076278635e-12,-2.096662790718774e-28,2.6751963387855446e-13,7.366677036219434e-16,5.1644790631873726e-14,-4.3394328398386654e-27,6.128026715572561e-21,4.402609651623812e-14,-4.720057407653506e-14,-8.99862452697646e-25,-1.2605753172029893e-16,1.5006795090938392e-13,-9.02604573147393e-14,0.06220663700589099,8.367906028134074e-20,5.038536988813237e-14,1.264795429701059e-18,4.216516330745828e-15,6.38249774039182e-15,1.292757075973332e-13,7.319305211059198e-16,-5.8795349578496e-14,-3.49387737125105e-26
-0.21116210937500018, 500.00000608978394,1.719281131705555e-24,1.175612587641444e-06,1.9409147676873533e-24,0.21850544599811877,1.3448481760157239e-18,3.43409310242117e-09,0.7192866241431939,8.006085948083897e-12,3.2454464341158923e-12,2.8529637574695404e-10,5.258872564309729e-12,1.1934609539947742e-12,-3.822101670453537e-26,1.1993130873255857e-13,-2.021266662008721e-27,-7.75297174135927e-23,6.29965213535317e-14,3.0607274566982306e-11,6.105015086748204e-21,1.4066228816864845e-34,3.007245248394611e-37,1.863993723722023e-13,2.0733409196333413e-13,5.880216169684218e-21,4.836511148908831e-11,-2.4687969956147104e-26,3.3071985974632583e-12,3.2268844575210066e-15,6.905424876676299e-14,-4.341467514388762e-27,6.128253226935562e-21,3.9914166175276773e-13,-4.6675023905087105e-14,-9.983113104842585e-23,3.369369374174979e-15,1.5007163484740658e-13,-9.009317004753793e-14,0.062206750425508855,1.7902288992693137e-19,6.247213607002389e-14,1.5681982126145139e-18,4.242797542499251e-15,7.380507020172302e-15,1.3738586062338742e-13,7.424187159662309e-16,-5.877978962789038e-14,-3.4963062981028334e-26
-0.1761621093750002, 500.00003725329134,4.466640961786467e-23,2.759372899329904e-06,2.059767101733278e-22,0.21850524147009703,5.17239858467612e-18,1.7800737342045335e-08,0.719285020315933,4.742657085779582e-11,1.962965384750245e-11,1.7116665867199131e-09,3.879603239049579e-11,8.800413023147022e-12,-2.1407693896876256e-25,8.900582250695346e-13,-1.9952644808535946e-27,1.78137475535138e-21,1.018231518736332e-12,1.693976929956166e-10,9.773555199324376e-20,1.4956125843132763e-32,5.536917318015616e-37,1.5191747057658045e-12,2.2650246275817699e-13,6.432039125346154e-21,3.0593686027230926e-10,-1.3545638297798313e-25,2.1924182678085796e-11,2.9912928855740096e-14,2.040782844023648e-13,-4.3263496095878094e-27,6.130032027205765e-21,3.1316463514023747e-12,-4.2558729145773385e-14,-5.491820113599705e-22,3.116477511178979e-14,1.5011154849473943e-13,-8.836685081485717e-14,0.0622069587094684,8.058585197191567e-19,1.1568944065858873e-13,2.904052049695188e-18,4.338240084489778e-15,1.0884992516320605e-14,1.4424845667615597e-13,7.578683471909816e-16,-5.861016397594748e-14,-3.4988438402523146e-26
-0.14116210937500026, 500.00028084857513,2.821419824207939e-21,7.161268783595207e-06,8.648257086743809e-20,0.21850465690236456,5.107864155454745e-17,1.1219171719918808e-07,0.719280513304973,3.487911987773399e-10,1.4562194937138695e-10,1.2636442248883425e-08,3.5730252154565274e-10,7.920545084548167e-11,3.9119374902792533e-25,8.152866046816481e-12,1.2764983263563003e-28,1.941228319142132e-19,1.0742605842441498e-11,1.1464004602167485e-09,1.0319848315436694e-18,5.962904431006928e-30,2.0108906415704162e-35,1.4951688554680328e-11,4.710216205924257e-13,1.3429028247506194e-20,2.389594380764886e-09,2.0698475261452655e-25,1.8016426865687804e-10,3.610804637431e-13,1.6454214577399992e-12,-2.6912364101195126e-27,6.155018635983005e-21,3.207758816362621e-11,1.8003875099179874e-15,6.744760898246993e-22,3.351405640870351e-13,1.5071154608881052e-13,-6.405038356064275e-14,0.062207538979040904,6.869486656673595e-18,6.067864921261345e-13,1.5231597009200314e-17,5.8587330819361746e-15,4.171312029488734e-14,1.736743565649263e-13,9.005728686890842e-16,-5.6071999869630323e-14,-3.51895615034155e-26
-0.1061621093750003, 500.0021842351397,1.912813972234233e-19,1.9396910065331846e-05,4.931659053223924e-18,0.2185029106556741,6.052075314238285e-16,7.32401543015019e-07,0.7192676650601086,2.6528510946716267e-09,1.1145625806942167e-09,9.631695501676296e-08,3.3824023570524333e-09,7.307988861528298e-10,1.7980985263910215e-22,7.665066847564289e-11,2.1404458915591716e-25,1.7039527226917765e-17,1.0974437735983206e-10,8.024470142989045e-09,1.07225301447354e-17,2.375933491519701e-27,2.3714687236210517e-33,1.5034211559684696e-10,3.5904348274296763e-12,1.0243023346989928e-19,1.924680679922646e-08,1.0984037474866759e-22,1.5252655994317208e-09,4.455764411637121e-12,1.703237837754267e-11,2.8173717686695587e-25,6.526461509945563e-21,3.387279743724782e-10,4.798658356068949e-13,4.2893734077961784e-19,3.659699465021421e-12,1.5975744969457877e-13,2.7845268261781243e-13,0.06220916126763727,6.871585949430794e-17,5.057535009406444e-12,1.269611993250702e-16,3.38134774518407e-14,3.009414023029505e-13,3.617324031580731e-13,2.935214407736783e-15,-1.810057860303802e-14,-3.5692100140881346e-26
