TITLE="Graphics"
VARIABLES= "x", "T_can", "Y_H_can", "Y_H2_can", "Y_O_can", "Y_O2_can", "Y_OH_can", "Y_H2O_can", "Y_N2_can", "Y_HO2_can", "Y_H2O2_can", "Y_CO_can", "Y_CO2_can", "Y_CH2O_can", "Y_HCO_can", "Y_CH3OH_can", "Y_CH2OH_can", "Y_CH3O_can", "Y_CH3O2_can", "Y_CH4_can", "Y_CH3_can", "Y_CH2_can", "Y_CH2(S)_can", "Y_C2H6_can", "Y_C2H5O2_can", "Y_C2H5_can", "Y_C2H4_can", "Y_C2H3_can", "Y_C2H2_can", "Y_CH2CHO_can", "Y_CH2CO_can", "Y_HCCO_can", "Y_NC3H7_can", "Y_C3H6_can", "Y_C3H5-A_can", "Y_C3H5O_can", "Y_C3H4-A_can", "Y_NC3H7O2_can", "Y_C2H3CHO_can", "Y_NC7H16_can", "Y_C7H15_can", "Y_C7H15O2_can", "Y_C7H14OOH_can", "Y_C7H14_can", "Y_C7H14OOHO2_can", "Y_NC7KET_can", "Y_C7H14O_can", "Y_NC3H7CHO_can", "Y_NC3H7CO_can"
-0.9850585937499999, 500.0,-2.1833525543300013e-14,2.2186587238836266e-09,5.537004288657224e-15,0.2226608885148493,1.6039947419715915e-18,9.352283434027997e-13,0.7329664094794126,-1.8167044736217953e-14,4.137520472424565e-14,7.313267886836087e-15,2.0110360033493507e-15,2.1083453674975972e-15,3.2171244080481572e-27,2.9582112491979992e-15,-2.0769775216622296e-31,2.3385428846987537e-23,3.5281655073678653e-16,3.1303385965158197e-15,5.079050953241364e-15,1.4479407822418513e-28,5.014873901332356e-14,6.403685004137205e-16,-2.004205713144466e-14,-5.875298258715401e-13,5.098044214211064e-14,2.1591939512873633e-27,2.624385986199997e-16,1.1536021509063011e-13,1.6741471338726416e-14,-2.9420323602963256e-32,9.049538582436819e-14,-7.913028229285912e-15,-2.9007030031652065e-14,5.419735329050502e-24,-5.692377460821586e-16,2.39815221792521e-15,-1.9942018486068111e-13,0.04437269978665045,7.56360194935761e-14,6.342007790212269e-15,1.59162199772361e-19,-6.845255786810567e-15,5.921410301714132e-16,-2.499236412700088e-14,1.464790179931821e-14,-8.42609070552832e-14,2.0719615724503454e-30
-0.7050585937499999, 500.0000000443934,-4.649167946420036e-18,2.2714150898625104e-08,5.618759189456222e-17,0.22266088607736279,3.74966979808038e-17,2.8239837303159656e-11,0.7329663894642612,-6.374420786843943e-13,6.46244929350339e-14,1.5495182998515082e-12,3.0573920661177845e-14,5.850353036724427e-14,-3.626204288308284e-26,3.319904331145131e-15,-3.1210458012849e-29,-8.547944800608764e-22,1.6585200709384433e-14,1.1072448344787731e-13,9.335621453189496e-19,1.7960150468718428e-28,7.847564702080318e-20,9.127554861526533e-16,-1.257818942684746e-12,-4.531769256456601e-18,2.1714811842208515e-13,-2.3028275790060702e-26,6.376665036678143e-15,3.982852816235154e-14,1.6796984878453014e-14,-3.972488657509305e-29,1.2368400108438776e-18,-7.15056688008134e-15,-2.9006249755285705e-14,-9.354206642495018e-23,-5.604666237628207e-16,1.6065138794264515e-13,-1.99419673619763e-13,0.044372701714690425,2.047989751921341e-18,6.731663158949582e-13,1.6894114781056186e-17,-5.520536564897832e-15,7.703917295080773e-14,4.747336358986921e-13,1.5285000046973954e-14,-8.425674422237034e-14,2.0422024424810685e-29
-0.4250585937499999, 500.0000016960005,-1.2109168957299888e-21,2.3254261242373254e-07,5.821739796862674e-19,0.22266086101800742,1.9485777031095395e-17,8.367583094021395e-10,0.7329661840663126,5.15234241237948e-13,9.978636260288915e-13,5.099953713841364e-11,1.3139526079401293e-12,2.4400533067270944e-13,-3.9522141303127474e-26,1.9442428109793467e-14,-1.3066622787587197e-29,-8.826074831545113e-22,2.5149130315481573e-14,3.5866411884921495e-12,2.650868996691177e-21,-9.291367589594159e-32,1.2412673674054128e-25,1.3905150483085176e-14,-1.2577361943824752e-12,-3.550049912019882e-20,6.522903517489234e-12,-2.4752795475097286e-26,2.49818122485078e-13,1.3771335399975937e-14,1.9509462955098062e-14,-2.8647354565860416e-29,6.540022281027574e-21,3.142043788895689e-14,-2.8955799279729865e-14,-1.0069503587310984e-22,-1.0084566430670283e-16,1.606538635756748e-13,-1.9939959856505763e-13,0.044372721471232196,1.1533493828438587e-18,7.416667237527414e-13,1.8613333182174136e-17,-4.059942770153626e-15,9.421928221429892e-14,1.0855543224822755e-12,1.5987322624029378e-14,-8.424570588700119e-14,1.2066323962505162e-29
-0.28505859375, 500.0000237636968,1.7923747048915594e-23,1.064342381152506e-06,1.3291386356411503e-20,0.222660760392773,1.985183070004954e-17,9.968040025627002e-09,0.7329653644763638,1.589634770813712e-11,1.3612200817710334e-11,7.151015983286855e-10,2.3098605584630958e-11,3.010955879058548e-12,-8.988618463051463e-26,2.90957889633071e-13,7.872520788262793e-30,-9.373010645184504e-22,1.8157316300868158e-13,4.613096004610446e-11,1.711527451754313e-20,1.393263291030347e-32,4.092711607161238e-31,2.4942988796387623e-13,-1.2561568797254934e-12,-3.541451831950574e-20,9.641661325812602e-11,-5.626983461281372e-26,3.9150502590219855e-12,8.371322225955889e-15,7.162288101543107e-14,-9.830791967330542e-30,6.52361792907811e-21,7.68283832879205e-13,-2.7970153679316396e-14,-2.3084482998372467e-22,8.987377402982835e-15,1.6065528632664102e-13,-1.988844660604494e-13,0.04437279990075914,1.2706141833303342e-18,7.961144247697633e-13,1.9979812890825355e-17,-3.2602950292227975e-15,1.0176126522975202e-13,1.4166824049107986e-12,1.6367175218277864e-14,-8.419289928138394e-14,3.1672701742557156e-29
-0.21505859374999994, 500.0001768585034,1.8311427740293235e-22,2.92102361961279e-06,1.4060660745326812e-21,0.22266052725649368,2.7137647964662758e-17,6.382008097933429e-08,0.7329635053779683,1.2279800520420203e-10,1.0180327547422295e-10,5.3420000262802725e-09,2.1343767851924232e-10,2.6497547286049542e-11,-3.2351909285561634e-25,2.6451196197873563e-12,3.2969436083380233e-28,-1.22265550642195e-21,1.6501175952225494e-12,3.17135633062702e-10,1.5447275703810008e-19,1.3777662002666623e-31,-1.0555022955456301e-34,2.4431146980082835e-12,-1.2375704354031688e-12,-3.4842558886119255e-20,7.596495505798927e-10,-2.071660018235763e-25,3.242332022170576e-11,3.047263677746054e-14,5.862146000360995e-13,2.3575497342331094e-28,6.525338029651341e-21,7.991107367472222e-12,-1.8131911688976105e-14,-8.660332488392262e-22,1.0111205627741217e-13,1.6068840731938366e-13,-1.9209070656385723e-13,0.04437297558927979,2.3110527350509852e-18,9.859464865478556e-13,2.474403113569785e-17,-2.5574624673567495e-15,1.2000440691086451e-13,1.615975900520433e-12,1.6620643606142153e-14,-8.353331582785233e-14,1.2017881268347122e-28
-0.18005859375, 500.00074614633166,3.1425443259076973e-21,5.457416085641623e-06,5.298597080968051e-21,0.22266017930586787,6.886467324809e-17,2.3608260112764743e-07,0.732960880093945,5.210081669166762e-10,4.3218754366062533e-10,2.2617116477157797e-08,1.0925534591137893e-09,1.3219981780411498e-10,1.7240550660387244e-24,1.3439560662935766e-11,5.210887538235979e-27,5.349650176368606e-21,8.910842910610802e-12,1.2480384543430877e-09,8.376257034645115e-19,3.403563415481085e-30,5.179840374042684e-35,1.320763935255811e-11,-1.1225939986583032e-12,-3.1427654630044146e-20,3.372135746047505e-09,9.70323858747019e-25,1.5042040518886607e-10,2.1407198867626242e-13,3.255691143956578e-12,3.682310147570716e-27,6.537268190360022e-21,4.519654488755639e-11,3.3424535379923485e-14,3.6578727713028506e-21,5.910668800303642e-13,1.609614850376689e-13,-1.4560257602235866e-13,0.04437321744865844,6.93817243925711e-18,1.566687342635305e-12,3.931912653023726e-17,-2.4053198928187904e-16,1.6682990622453522e-13,1.7688453551580315e-12,1.6942639930681135e-14,-7.87661867628323e-14,-6.197652610051196e-29
-0.14505859375000002, 500.0037579296658,9.638281733036241e-20,1.0922986003939928e-05,1.6861540017061397e-19,0.22265928363468193,4.177302335149134e-16,1.0282382356825113e-06,0.7329548665160025,2.631427609880248e-09,2.192803077773854e-09,1.1437631524834308e-07,6.7995301607738145e-09,8.017921523351526e-10,1.231818461161991e-22,8.303304434425257e-11,1.8948905804381015e-25,3.733676606604335e-19,5.919653376242115e-11,5.8220115757166676e-09,5.637179747953268e-18,1.5783386984092901e-28,9.060214158757922e-34,8.722699343056825e-11,-1.3513580819922806e-13,-2.684873244221547e-21,1.7964163171416543e-08,7.359757578276378e-23,8.409638403757585e-10,1.870966917000813e-12,2.2610098214701512e-11,1.55636661413624e-25,6.656105063898945e-21,3.131358557591279e-10,4.1085757251586186e-13,2.8988829161881656e-19,4.2288257181008704e-12,1.6380295887615027e-13,2.9401543520499404e-13,0.044373746616361044,3.8289081463691154e-17,5.058062272626961e-12,1.2695132336420166e-16,2.5262425099471823e-14,4.292237496639838e-13,2.1722991950133185e-12,1.9010504206461007e-14,-3.10402101317882e-14,-4.787743353904229e-28
-0.12755859375000006, 500.0101081942125,8.80821439580939e-19,1.602290625085339e-05,2.467591299570569e-18,0.22265815805454725,1.5651503082602779e-15,2.493295203485231e-06,0.732948656381842,7.0896587520255806e-09,5.93117613243914e-09,3.086180471055147e-07,2.140586077305094e-08,2.4759344229521745e-09,1.2942546943956537e-21,2.5998635212954203e-10,2.112758185985014e-24,5.842802534422977e-18,1.9608408905835828e-10,1.4821598784237476e-08,1.920520741503901e-17,2.9264044562346284e-27,1.0793096083695605e-32,2.873436685576739e-10,3.169308249663795e-12,9.24983434364373e-20,5.035200158929204e-08,7.795174109660775e-22,2.4427296890260275e-09,7.65085559279614e-12,7.765066866509574e-11,2.069891267982695e-24,7.120109063773597e-21,1.0702211592622186e-09,1.4942369363625598e-12,3.0685415764619926e-18,1.4811913633448956e-11,1.7506333100840466e-13,1.9078477445870703e-12,0.04437425428840491,1.262631345938177e-16,1.235024021865307e-11,3.1002667658724315e-16,1.4717785358409277e-13,8.987218049142843e-13,2.671311081589598e-12,2.707511021956365e-14,1.5414882492522243e-13,1.9982792180265202e-26
-0.11005859374999989, 500.0300718320047,9.62920322633897e-18,2.4068064722717238e-05,2.850459232390186e-17,0.22265556517370436,6.895205948135922e-15,6.594417351029531e-06,0.7329374235812655,2.1133082153907664e-08,1.776140490831008e-08,9.216148802238415e-07,7.611902441718667e-08,8.61537940855567e-09,1.6339310140254727e-20,9.18884293140381e-10,3.213761846671039e-23,8.753554218960329e-17,7.385706172948132e-10,4.143147835451485e-08,7.940065953051871e-17,8.260641512807297e-26,1.962108290268558e-31,1.0754257816604115e-09,1.9017655340465417e-11,5.482154475952631e-19,1.5699747685699193e-07,9.869699021473748e-21,7.930567717953357e-09,3.444172589751524e-11,3.0469878294626466e-10,3.7483145787368e-23,9.690613328471683e-21,4.174866881447927e-09,6.001819976965228e-12,3.872790597867896e-17,5.939124235642524e-11,2.3771610742911476e-13,1.0344751567131687e-11,0.04437508976838644,4.954891477053344e-16,4.04421822953887e-11,1.0157439321110684e-15,9.91360421485404e-13,2.582613882543105e-12,4.11930733043103e-12,8.187656760473712e-14,1.1740089803463968e-12,6.370352054268726e-25
-0.10130859374999981, 500.05609593158755,4.078796628069612e-17,2.9833025937751462e-05,1.4418144427486248e-16,0.22265273953168627,1.6954531613632695e-14,1.1411989740470146e-05,0.7329279080900362,3.947898044856738e-08,3.32774844600143e-08,1.7236596384766363e-06,1.598098984922038e-07,1.7824832478391392e-08,7.383035956729031e-20,1.9212472032463775e-09,1.658505283243943e-22,5.523885485558553e-16,1.612622363931441e-09,7.426177803758913e-08,1.977666074329935e-16,7.571272629593384e-25,1.205502411932099e-30,2.3377159171740773e-09,4.951328769129399e-11,1.4297833247692758e-18,3.020073211588329e-07,4.4676819337021724e-20,1.5667000917550787e-08,8.421316562005758e-11,6.842855309894247e-10,2.2285391990807184e-22,1.5368871639594543e-20,9.337017247304993e-09,1.3599003896952924e-11,1.7469239326021172e-16,1.3537843234372764e-10,3.760132710373319e-13,2.793710441055786e-11,0.04437572507127659,1.144171439467647e-15,8.275482930102608e-11,2.0798770762547755e-15,3.3011728433735876e-12,4.868528028158248e-12,5.901353196349767e-12,2.3448187728384663e-13,3.407555395869842e-12,4.5343655827010944e-24
