TITLE="Graphics"
VARIABLES= "x", "T0", "Y_H2_0", 
"Y_H_0", "Y_O2_0", "Y_O_0", "Y_OH_0", "Y_HO2_0", "Y_H2O_0", "Y_H2O2_0", "Y_N2_0"
--2.0 300.0 0.0144617 2.860455e-23 0.2295491 7.621512e-18 1.246795e-19 6.821305e-16 2.34502e-13 4.542466e-16 0.7559892
-1.0 300.0 0.01446149 1.186735e-21 0.2295492 1.127729e-15 1.87957e-17 1.571984e-13 4.923297e-11 1.053742e-13 0.7559893
-0.1 300.001 0.0144495 2.719086e-19 0.2295519 2.426009e-13 4.569985e-15 3.035382e-11 8.846379e-09 2.091914e-11 0.7559986
0.0 300.0094 0.01440432 9.74733e-18 0.229562 3.495057e-12 2.492279e-13 4.098999e-10 1.119192e-07 2.902555e-10 0.7560336
0.05 300.0623 0.01427036 2.230744e-16 0.2295916 2.439251e-11 6.65329e-12 3.84027e-09 9.704396e-07 2.756108e-09 0.7561371
0.074 300.2338 0.01405009 2.06854e-15 0.2296388 9.12605e-11 6.432281e-11 1.932263e-08 4.561861e-06 1.403443e-08 0.7563066
0.086 300.5605 0.01381057 8.349841e-15 0.2296876 2.157011e-10 2.623073e-10 5.868977e-08 1.308397e-05 4.301993e-08 0.7564887
0.089 300.7381 0.0137215 1.298077e-14 0.2297045 2.821105e-10 4.070854e-10 8.531455e-08 1.853425e-05 6.274089e-08 0.7565553
0.092 300.999 0.01361517 2.052674e-14 0.2297236 3.783652e-10 6.416223e-10 1.301185e-07 2.737529e-05 9.60269e-08 0.7566337
0.098 301.8904 0.01334105 5.036696e-14 0.2297671 7.010645e-10 1.545357e-09 3.113208e-07 6.149518e-05 2.310474e-07 0.7568299
0.1 302.3752 0.01322637 7.017762e-14 0.229782 8.760007e-10 2.121083e-09 4.266955e-07 8.223407e-05 3.169473e-07 0.7569086
0.1020833 303.0431 0.01309152 1.005101e-13 0.2297964 1.116327e-09 2.975611e-09 6.025864e-07 0.0001128787 4.477923e-07 0.7569982
0.1041667 303.9309 0.01293906 1.463428e-13 0.229808 1.436523e-09 4.207476e-09 8.616174e-07 0.0001565514 6.400386e-07 0.7570948
0.1052083 304.4846 0.01285544 1.785811e-13 0.2298119 1.63781e-09 5.033274e-09 1.037088e-06 0.0001853218 7.698032e-07 0.7571455
0.10625 305.1294 0.01276646 2.195062e-13 0.2298138 1.873865e-09 6.043505e-09 1.253987e-06 0.0002201578 9.297318e-07 0.7571974
0.1083333 306.7377 0.01257157 3.368419e-13 0.2298099 2.470512e-09 8.75157e-09 1.841048e-06 0.0003117178 1.360359e-06 0.7573036
0.1104167 308.8758 0.01235236 5.341503e-13 0.229791 3.292605e-09 1.28076e-08 2.705333e-06 0.0004412642 1.987089e-06 0.7574106
0.1125 311.7164 0.01210644 8.846383e-13 0.2297494 4.449969e-09 1.904442e-08 3.978401e-06 0.0006238388 2.894042e-06 0.7575135
0.1135417 313.4856 0.01197248 1.174908e-12 0.2297156 5.224009e-09 2.355126e-08 4.842351e-06 0.0007428133 3.496441e-06 0.7575607
0.1145833 315.5426 0.01183074 1.592607e-12 0.2296701 6.174316e-09 2.937439e-08 5.911061e-06 0.0008855527 4.229052e-06 0.7576034
0.1166667 320.6534 0.01152331 3.054092e-12 0.2295362 8.75437e-09 4.635854e-08 8.805295e-06 0.001254936 6.158573e-06 0.7576706
0.1177083 323.8243 0.011357 4.487612e-12 0.2294407 1.059784e-08 5.966592e-08 1.077658e-05 0.001492907 7.415863e-06 0.7576912
0.11875 327.4982 0.01118199 6.820015e-12 0.22932 1.296667e-08 7.782426e-08 1.322001e-05 0.001775697 8.921097e-06 0.7577001
0.1197917 331.7486 0.01099815 1.084978e-11 0.2291692 1.605314e-08 1.030269e-07 1.625078e-05 0.002110671 1.07131e-05 0.7576949
0.1208333 336.6579 0.01080542 1.831954e-11 0.2289823 2.013522e-08 1.386523e-07 2.001329e-05 0.002506038 1.283263e-05 0.7576732
0.121875 342.317 0.01060381 3.341131e-11 0.2287527 2.56205e-08 1.89999e-07 2.468893e-05 0.002970832 1.532053e-05 0.7576324
0.1229167 348.8258 0.01039342 6.69252e-11 0.2284728 3.311563e-08 2.655289e-07 3.050588e-05 0.003514849 1.821508e-05 0.7575699
0.1239583 356.2924 0.01017444 1.479776e-10 0.228134 4.353705e-08 3.790017e-07 3.775109e-05 0.004148539 2.154804e-05 0.7574833
0.1244792 360.4308 0.01006177 2.36325e-10 0.2279389 5.03824e-08 4.586371e-07 4.204867e-05 0.004503502 2.338798e-05 0.7574299
0.125 364.8635 0.009947038 3.804686e-10 0.2277244 5.86007e-08 5.583227e-07 4.687145e-05 0.004886246 2.534955e-05 0.7573695
0.1255208 369.607 0.009830304 6.190219e-10 0.2274892 6.8513e-08 6.837778e-07 5.228196e-05 0.005298305 2.74326e-05 0.7573017
0.1260417 374.6782 0.009711625 1.0149e-09 0.2272317 8.052513e-08 8.42492e-07 5.834837e-05 0.005741218 2.963518e-05 0.7572265
0.1265625 380.0941 0.009591067 1.669591e-09 0.2269505 9.515216e-08 1.044283e-06 6.514355e-05 0.00621651 3.195315e-05 0.7571437
0.1270833 385.8719 0.009468703 2.744278e-09 0.2266439 1.130501e-07 1.302017e-06 7.274351e-05 0.006725682 3.437989e-05 0.7570531
