TITLE="Graphics"
VARIABLES= "koeff_fuel", "v_ch400", "Tend_ch400"
0.7	37.90042 1970.244
0.8	48.66279 2127.802
0.9	57.09557 2252.789
1.0	62.53105 2328.458
1.1	64.37723 2333.088
1.2	62.03354 2276.454
1.3	54.86365 2202.063
1.4	43.49647 2126.029
1.5	31.06061 2050.407


