TITLE="Graphics"
VARIABLES= "koeff_fuel", "v700", "Tend700"
0.7 127.889 2180.46 
0.8 149.227 2309.02 
0.9 164.9 2402.44 
1 174.455 2459.73 
1.1 177.534 2479.29
1.2 173.659 2459.05 
1.3 162.215 2408.18 
1.4 143.106 2344.05 
1.5 118.53 2276.42
