TITLE="Graphics"
VARIABLES= "r, cm", "drho/dt, g/(cm<sup>3</sup>s", " dT/dt", "dW/dt"
1.26241 -3.97885e-05 107.396 -0.172943
1.31291 -3.13247e-05 84.2339 -0.143314
1.36542 -2.42494e-05 64.9273 -0.117853
1.42004 -1.84189e-05 49.0654 -0.0960877
1.47684 -1.36901e-05 36.242 -0.0776015
1.53591 -9.92214e-06 26.061 -0.0620233
1.59735 -6.9792e-06 18.1421 -0.0490165
1.66125 -4.73209e-06 12.1256 -0.0382714
1.72769 -3.06037e-06 7.67735 -0.0295002
1.7968 -1.85401e-06 4.49306 -0.0224342
1.86867 -1.01478e-06 2.30192 -0.016823
1.94342 -4.57146e-07 0.86875 -0.012435
2.02116 -1.08621e-07 -0.005111 -0.00905877
2.10201 9.03955e-08 -0.48246 -0.00650446
2.18609 1.87337e-07 -0.692308 -0.00460512
2.27353 2.18608e-07 -0.733157 -0.00321719
2.36447 2.11032e-07 -0.677086 -0.00222029
2.45905 1.8345e-07 -0.574258 -0.00151611
2.55741 1.48333e-07 -0.457429 -0.00102651
2.65971 1.13298e-07 -0.346175 -0.000691145
2.7661 8.24588e-08 -0.250622 -0.000464702
2.87674 5.75525e-08 -0.174569 -0.000314093
2.99181 3.88502e-08 -0.117974 -0.000215861
3.11148 2.58456e-08 -0.0788417 -0.000153915
3.23594 1.77589e-08 -0.0545882 -0.000117723
3.36538 1.38938e-08 -0.0430161 -0.000101007
3.49999 0 0 0
