TITLE="Graphics"
VARIABLES= "x", "T_CH", "Y_h_CH","Y_h2_CH","Y_o_CH","Y_o2_CH","Y_oh_CH","Y_h2o_CH","Y_n2_CH","Y_ho2_CH","Y_h2o2_CH","Y_co_CH","Y_co2_CH","Y_ch2o_CH","Y_hco_CH","Y_ch3oh_CH","Y_ch2oh_CH","Y_ch3o_CH","Y_ch3o2_CH","Y_ch4_CH","Y_ch3_CH","Y_ch2_CH","Y_ch2(s)_CH","Y_c2h6_CH","Y_c2h5o2_CH","Y_c2h5_CH","Y_c2h4_CH","Y_c2h3_CH","Y_c2h2_CH","Y_ch2cho_CH","Y_ch2co_CH","Y_hcco_CH","Y_nc3h7_CH","Y_c3h6_CH","Y_c3h5-a_CH","Y_c3h5o_CH","Y_c3h4-a_CH","Y_nc3h7o2_CH","Y_c2h3cho_CH","Y_nc7h16_CH","Y_c7h15_CH","Y_c7h15o2_CH","Y_c7h14ooh_CH","Y_c7h14_CH","Y_c7h14ooho2_CH","Y_nc7ket_CH","Y_c7h14o_CH","Y_nc3h7cho_CH"
0.1300781,460.1395,1.474047E-7,0.009580908,4.679786E-9,0.1897763,2.732152E-7,0.01673426,0.755092,7.619243E-5,4.998191E-5,0.005782278,0.001587371,2.320467E-4,4.583271E-10,2.837824E-5,4.623834E-11,1.470497E-6,5.125123E-5,3.347165E-4,1.298507E-7,3.483017E-13,4.923424E-15,1.147512E-4,1.288438E-5,5.393087E-10,0.001515961,1.386478E-10,2.225317E-4,8.783608E-6,1.741013E-5,5.298972E-11,3.896767E-11,3.014112E-4,3.480197E-7,1.796955E-7,4.748258E-6,3.099248E-7,8.750443E-6,0.01836912,3.045184E-9,5.063181E-5,4.082569E-10,3.723811E-5,3.984379E-7,1.207825E-6,4.047435E-6,1.564171E-6
0.1301432,461.5541,1.517074E-7,0.009602857,4.816063E-9,0.1896398,2.789317E-7,0.01686428,0.7549764,7.711202E-5,5.035457E-5,0.005835388,0.001606193,2.345397E-4,4.749242E-10,2.871474E-5,4.775518E-11,1.498601E-6,5.193334E-5,3.375098E-4,1.342035E-7,3.649173E-13,5.264979E-15,1.162075E-4,1.321338E-5,5.573692E-10,0.001530928,1.45301E-10,2.248611E-4,8.904257E-6,1.764757E-5,5.515249E-11,4.102825E-11,3.054621E-4,3.573803E-7,1.794459E-7,4.814424E-6,3.188952E-7,8.909331E-6,0.0183638,3.139869E-9,5.160294E-5,4.350038E-10,3.821255E-5,4.104975E-7,1.244614E-6,4.160146E-6,1.595061E-6
0.1302083,462.978,1.561303E-7,0.009624813,4.956584E-9,0.1895023,2.847608E-7,0.01699497,0.7548604,7.804199E-5,5.072852E-5,0.005888876,0.001625195,2.370515E-4,4.921266E-10,2.90544E-5,4.931731E-11,1.527167E-6,5.26223E-5,3.403206E-4,1.387011E-7,3.823483E-13,5.629934E-15,1.176791E-4,1.354975E-5,5.761053E-10,0.001546009,1.522702E-10,2.272096E-4,9.026286E-6,1.788769E-5,5.74032E-11,4.319772E-11,3.095581E-4,3.669956E-7,1.79122E-7,4.881358E-6,3.280945E-7,9.070647E-6,0.01835838,3.237543E-9,5.258926E-5,4.634547E-10,3.921014E-5,4.228418E-7,1.28243E-6,4.27572E-6,1.626486E-6
0.1302734,464.4114,1.606763E-7,0.009646775,5.101486E-9,0.1893639,2.907051E-7,0.01712633,0.7547438,7.898241E-5,5.110374E-5,0.005942744,0.001644379,2.395819E-4,5.099565E-10,2.939725E-5,5.092596E-11,1.556201E-6,5.331812E-5,3.431487E-4,1.433487E-7,4.006358E-13,6.019895E-15,1.19166E-4,1.389361E-5,5.955446E-10,0.001561205,1.595698E-10,2.295774E-4,9.149706E-6,1.81305E-5,5.974554E-11,4.54818E-11,3.136995E-4,3.768722E-7,1.787229E-7,4.949067E-6,3.375274E-7,9.234417E-6,0.01835284,3.338306E-9,5.35909E-5,4.937143E-10,4.023133E-5,4.354733E-7,1.321298E-6,4.394219E-6,1.658455E-6
0.1303385,465.8541,1.653487E-7,0.009668744,5.250911E-9,0.1892246,2.96767E-7,0.01725836,0.7546266,7.99334E-5,5.148021E-5,0.005996992,0.001663747,2.421311E-4,5.284369E-10,2.97433E-5,5.258239E-11,1.585709E-6,5.402083E-5,3.459942E-4,1.481518E-7,4.198225E-13,6.436578E-15,1.206683E-4,1.42451E-5,6.157162E-10,0.001576516,1.672148E-10,2.319644E-4,9.274527E-6,1.837602E-5,6.218333E-11,4.788649E-11,3.178867E-4,3.870171E-7,1.782482E-7,5.017557E-6,3.471985E-7,9.400664E-6,0.01834721,3.442263E-9,5.460801E-5,5.258932E-10,4.127662E-5,4.483943E-7,1.361242E-6,4.515709E-6,1.690975E-6
0.1304036,467.3062,1.701505E-7,0.009690718,5.405004E-9,0.1890844,3.029491E-7,0.01739106,0.754509,8.089505E-5,5.185792E-5,0.006051622,0.001683298,2.44699E-4,5.475913E-10,3.009258E-5,5.428789E-11,1.615698E-6,5.473045E-5,3.488572E-4,1.531163E-7,4.399536E-13,6.881824E-15,1.221861E-4,1.460435E-5,6.366504E-10,0.001591942,1.752208E-10,2.343707E-4,9.400762E-6,1.862428E-5,6.472058E-11,5.041808E-11,3.221201E-4,3.974375E-7,1.776974E-7,5.086835E-6,3.571127E-7,9.569413E-6,0.01834146,3.54952E-9,5.564072E-5,5.601086E-10,4.23465E-5,4.616071E-7,1.402289E-6,4.640255E-6,1.724054E-6
0.1304687,468.7677,1.750851E-7,0.009712699,5.563916E-9,0.1889432,3.09254E-7,0.01752443,0.7543908,8.186746E-5,5.223684E-5,0.006106635,0.001703035,2.472856E-4,5.674442E-10,3.044509E-5,5.604377E-11,1.646173E-6,5.5447E-5,3.517377E-4,1.582482E-7,4.610766E-13,7.357603E-15,1.237196E-4,1.497151E-5,6.583788E-10,0.001607484,1.836037E-10,2.367965E-4,9.528421E-6,1.88753E-5,6.736148E-11,5.30832E-11,3.263999E-4,4.081406E-7,1.770701E-7,5.156905E-6,3.672747E-7,9.740688E-6,0.0183356,3.660192E-9,5.668919E-5,5.964843E-10,4.344145E-5,4.751135E-7,1.444466E-6,4.767924E-6,1.757698E-6
0.1305339,470.2387,1.801558E-7,0.009734685,5.727804E-9,0.1888011,3.156845E-7,0.01765847,0.7542722,8.285074E-5,5.261698E-5,0.006162032,0.001722957,2.49891E-4,5.880209E-10,3.080085E-5,5.785139E-11,1.67714E-6,5.61705E-5,3.546357E-4,1.635538E-7,4.832414E-13,7.866026E-15,1.252688E-4,1.534669E-5,6.809346E-10,0.001623143,1.923806E-10,2.392418E-4,9.657515E-6,1.912909E-5,7.011041E-11,5.588881E-11,3.307265E-4,4.191341E-7,1.763661E-7,5.227775E-6,3.776895E-7,9.914513E-6,0.01832962,3.774395E-9,5.775354E-5,6.351515E-10,4.456198E-5,4.88915E-7,1.487798E-6,4.898783E-6,1.791917E-6
0.130599,471.7192,1.85366E-7,0.009756676,5.896827E-9,0.1886581,3.222434E-7,0.01779318,0.754153,8.384497E-5,5.299829E-5,0.006217814,0.001743067,2.525152E-4,6.093474E-10,3.115989E-5,5.971214E-11,1.708607E-6,5.690098E-5,3.575513E-4,1.690399E-7,5.065003E-13,8.409355E-15,1.268339E-4,1.573005E-5,7.043521E-10,0.001638918,2.015687E-10,2.417067E-4,9.788056E-6,1.938568E-5,7.297194E-11,5.884224E-11,3.351002E-4,4.304255E-7,1.755853E-7,5.29945E-6,3.88362E-7,1.009091E-5,0.01832353,3.892251E-9,5.883391E-5,6.762487E-10,4.570861E-5,5.030129E-7,1.532314E-6,5.032901E-6,1.826718E-6
0.1306641,473.2091,1.907191E-7,0.009778673,6.071153E-9,0.1885141,3.289336E-7,0.01792855,0.7540333,8.485028E-5,5.338078E-5,0.006273982,0.001763365,2.551581E-4,6.314507E-10,3.15222E-5,6.162747E-11,1.740578E-6,5.763844E-5,3.604844E-4,1.747135E-7,5.309085E-13,8.990017E-15,1.284149E-4,1.612172E-5,7.286676E-10,0.00165481,2.111862E-10,2.441912E-4,9.920054E-6,1.964509E-5,7.595086E-11,6.195119E-11,3.395215E-4,4.420228E-7,1.747278E-7,5.371937E-6,3.992971E-7,1.026991E-5,0.01831733,4.013886E-9,5.993044E-5,7.199224E-10,4.688186E-5,5.174084E-7,1.578042E-6,5.170349E-6,1.862108E-6
0.1307292,474.7085,1.962188E-7,0.009800674,6.250953E-9,0.1883692,3.357581E-7,0.01806459,0.753913,8.586675E-5,5.376441E-5,0.006330538,0.001783852,2.578198E-4,6.543587E-10,3.188782E-5,6.359882E-11,1.773062E-6,5.838291E-5,3.634352E-4,1.805818E-7,5.565239E-13,9.610613E-15,1.30012E-4,1.652185E-5,7.539187E-10,0.00167082,2.212518E-10,2.466955E-4,1.005352E-5,1.990733E-5,7.905217E-11,6.522372E-11,3.439905E-4,4.539341E-7,1.737937E-7,5.445242E-6,4.105E-7,1.045152E-5,0.018311,4.139433E-9,6.104326E-5,7.663275E-10,4.808225E-5,5.32102E-7,1.625009E-6,5.311199E-6,1.898096E-6
0.1307943,476.2175,2.018687E-7,0.00982268,6.436404E-9,0.1882234,3.427201E-7,0.01820129,0.7537923,8.689449E-5,5.414917E-5,0.006387483,0.00180453,2.605002E-4,6.781001E-10,3.225676E-5,6.562773E-11,1.806063E-6,5.913441E-5,3.664036E-4,1.866528E-7,5.834075E-13,1.027393E-14,1.316252E-4,1.693056E-5,7.801449E-10,0.001686948,2.317849E-10,2.492196E-4,1.018847E-5,2.017243E-5,8.228113E-11,6.866835E-11,3.485077E-4,4.661676E-7,1.727835E-7,5.51937E-6,4.219758E-7,1.063578E-5,0.01830456,4.26903E-9,6.21725E-5,8.156277E-10,4.931033E-5,5.470941E-7,1.673246E-6,5.455522E-6,1.934689E-6
0.1308594,477.7359,2.076724E-7,0.00984469,6.62769E-9,0.1880766,3.498228E-7,0.01833867,0.753671,8.79336E-5,5.453505E-5,0.006444817,0.001825399,2.631994E-4,7.027045E-10,3.262904E-5,6.771574E-11,1.839588E-6,5.989294E-5,3.693897E-4,1.929344E-7,6.116233E-13,1.098297E-14,1.332546E-4,1.734802E-5,8.073876E-10,0.001703193,2.428058E-10,2.517635E-4,1.032491E-5,2.044041E-5,8.56432E-11,7.229399E-11,3.530733E-4,4.787319E-7,1.716976E-7,5.594329E-6,4.337294E-7,1.082271E-5,0.01829798,4.402821E-9,6.331829E-5,8.679958E-10,5.056663E-5,5.623846E-7,1.72278E-6,5.603394E-6,1.971897E-6
0.1309245,479.264,2.136339E-7,0.009866704,6.825E-9,0.1879288,3.570694E-7,0.0184767,0.7535493,8.898419E-5,5.492202E-5,0.006502543,0.00184646,2.659174E-4,7.282027E-10,3.300466E-5,6.986445E-11,1.873645E-6,6.065853E-5,3.723935E-4,1.994353E-7,6.412386E-13,1.174095E-14,1.349004E-4,1.777435E-5,8.356897E-10,0.001719557,2.543354E-10,2.543275E-4,1.046285E-5,2.071129E-5,8.914413E-11,7.611002E-11,3.576878E-4,4.916357E-7,1.705367E-7,5.670125E-6,4.457662E-7,1.101233E-5,0.01829129,4.540954E-9,6.448076E-5,9.236147E-10,5.185171E-5,5.779733E-7,1.773642E-6,5.754888E-6,2.009727E-6
0.1309896,480.8015,2.197569E-7,0.009888722,7.02853E-9,0.1877801,3.644635E-7,0.0186154,0.753427,9.004636E-5,5.531007E-5,0.00656066,0.001867715,2.686541E-4,7.546263E-10,3.338365E-5,7.20755E-11,1.908239E-6,6.143119E-5,3.75415E-4,2.061645E-7,6.723244E-13,1.255132E-14,1.365627E-4,1.820971E-5,8.650964E-10,0.00173604,2.663952E-10,2.569115E-4,1.060231E-5,2.098508E-5,9.278993E-11,8.012631E-11,3.623515E-4,5.048879E-7,1.693017E-7,5.746763E-6,4.580914E-7,1.120466E-5,0.01828446,4.683587E-9,6.566004E-5,9.826771E-10,5.316614E-5,5.938591E-7,1.825862E-6,5.910083E-6,2.048186E-6
0.1310547,482.3487,2.260454E-7,0.009910743,7.238482E-9,0.1876305,3.720087E-7,0.01875477,0.7533042,9.112023E-5,5.569916E-5,0.00661917,0.001889164,2.714095E-4,7.820079E-10,3.376602E-5,7.435058E-11,1.943378E-6,6.221092E-5,3.784543E-4,2.131315E-7,7.049552E-13,1.341778E-14,1.382415E-4,1.865425E-5,8.956551E-10,0.001752643,2.790077E-10,2.595156E-4,1.074329E-5,2.126181E-5,9.658689E-11,8.43532E-11,3.670646E-4,5.184978E-7,1.679933E-7,5.82425E-6,4.707103E-7,1.139973E-5,0.01827751,4.830884E-9,6.685623E-5,1.045387E-9,5.451049E-5,6.10041E-7,1.879472E-6,6.069055E-6,2.087285E-6
0.1311198,483.9054,2.325036E-7,0.009932768,7.455065E-9,0.1874799,3.797086E-7,0.01889479,0.7531809,9.220589E-5,5.60893E-5,0.006678074,0.001910808,2.741837E-4,8.103812E-10,3.415179E-5,7.669144E-11,1.979067E-6,6.299775E-5,3.815114E-4,2.203463E-7,7.392093E-13,1.434434E-14,1.39937E-4,1.910811E-5,9.274151E-10,0.001769365,2.921961E-10,2.621399E-4,1.088581E-5,2.15415E-5,1.005416E-10,8.880156E-11,3.718276E-4,5.324747E-7,1.66613E-7,5.902592E-6,4.836281E-7,1.159755E-5,0.01827042,4.983014E-9,6.806947E-5,1.111959E-9,5.588533E-5,6.265173E-7,1.934501E-6,6.231883E-6,2.12703E-6
0.1311849,485.4717,2.391355E-7,0.009954796,7.678495E-9,0.1873283,3.87567E-7,0.01903548,0.7530571,9.330345E-5,5.648045E-5,0.006737374,0.00193265,2.769766E-4,8.397811E-10,3.454097E-5,7.909986E-11,2.015314E-6,6.379167E-5,3.845862E-4,2.278195E-7,7.751692E-13,1.533527E-14,1.416493E-4,1.957144E-5,9.604282E-10,0.001786207,3.059845E-10,2.647844E-4,1.102988E-5,2.182417E-5,1.04661E-10,9.348283E-11,3.766408E-4,5.468282E-7,1.651618E-7,5.981795E-6,4.968503E-7,1.179816E-5,0.0182632,5.140158E-9,6.929988E-5,1.18262E-9,5.729125E-5,6.432857E-7,1.990984E-6,6.398649E-6,2.167431E-6
0.13125,487.0477,2.459455E-7,0.009976827,7.908995E-9,0.1871758,3.95588E-7,0.01917683,0.7529328,9.441302E-5,5.687259E-5,0.006797069,0.001954688,2.797882E-4,8.702435E-10,3.493358E-5,8.157769E-11,2.052125E-6,6.45927E-5,3.876789E-4,2.355622E-7,8.129217E-13,1.63952E-14,1.433785E-4,2.00444E-5,9.947486E-10,0.001803169,3.203976E-10,2.674493E-4,1.117551E-5,2.210984E-5,1.089522E-10,9.840901E-11,3.815045E-4,5.615683E-7,1.636414E-7,6.061865E-6,5.103823E-7,1.200156E-5,0.01825584,5.302501E-9,7.054755E-5,1.25761E-9,5.872886E-5,6.603436E-7,2.048951E-6,6.569434E-6,2.208496E-6
0.1313151,488.6333,2.529378E-7,0.00999886,8.146796E-9,0.1870223,4.037757E-7,0.01931884,0.752808,9.553471E-5,5.726571E-5,0.006857162,0.001976925,2.826185E-4,9.018054E-10,3.532964E-5,8.412683E-11,2.089508E-6,6.540085E-5,3.907895E-4,2.43586E-7,8.52558E-13,1.752908E-14,1.451246E-4,2.052713E-5,1.030433E-9,0.001820253,3.354612E-10,2.701346E-4,1.132271E-5,2.239852E-5,1.13423E-10,1.035927E-10,3.86419E-4,5.76705E-7,1.620533E-7,6.14281E-6,5.242294E-7,1.220779E-5,0.01824834,5.470241E-9,7.181262E-5,1.33718E-9,6.019875E-5,6.776879E-7,2.108435E-6,6.744321E-6,2.250234E-6
0.1313802,490.2285,2.60117E-7,0.0100209,8.392136E-9,0.1868679,4.121344E-7,0.01946151,0.7526827,9.666863E-5,5.765978E-5,0.006917653,0.001999362,2.854675E-4,9.345052E-10,3.572916E-5,8.674924E-11,2.127469E-6,6.621612E-5,3.939179E-4,2.519035E-7,8.941743E-13,1.874226E-14,1.468878E-4,2.101979E-5,1.067541E-9,0.001837457,3.512019E-10,2.728404E-4,1.14715E-5,2.269025E-5,1.180811E-10,1.090471E-10,3.913848E-4,5.922488E-7,1.603994E-7,6.224634E-6,5.383973E-7,1.241686E-5,0.0182407,5.643582E-9,7.309517E-5,1.421598E-9,6.170154E-5,6.953148E-7,2.16947E-6,6.923395E-6,2.292652E-6
0.1314453,491.8334,2.674875E-7,0.01004293,8.645261E-9,0.1867125,4.206684E-7,0.01960483,0.7525569,9.781488E-5,5.805478E-5,0.006978544,0.002021999,2.883352E-4,9.683824E-10,3.613215E-5,8.944694E-11,2.166015E-6,6.703852E-5,3.970643E-4,2.605275E-7,9.378716E-13,2.00405E-14,1.486682E-4,2.152254E-5,1.106136E-9,0.001854783,3.676472E-10,2.755667E-4,1.162188E-5,2.298503E-5,1.229351E-10,1.147863E-10,3.96402E-4,6.082103E-7,1.586815E-7,6.307344E-6,5.528913E-7,1.26288E-5,0.01823292,5.822742E-9,7.439533E-5,1.511144E-9,6.323787E-5,7.132201E-7,2.23209E-6,7.106742E-6,2.335761E-6
0.1315104,493.4479,2.750541E-7,0.01006497,8.906428E-9,0.1865561,4.293824E-7,0.01974882,0.7524306,9.897359E-5,5.845069E-5,0.007039835,0.002044838,2.912214E-4,1.003478E-9,3.653863E-5,9.222201E-11,2.205153E-6,6.786804E-5,4.002285E-4,2.69472E-7,9.837564E-13,2.143E-14,1.504658E-4,2.203553E-5,1.146282E-9,0.00187223,3.848256E-10,2.783137E-4,1.177387E-5,2.32829E-5,1.279935E-10,1.208246E-10,4.014712E-4,6.246004E-7,1.569019E-7,6.390947E-6,5.677171E-7,1.284362E-5,0.01822499,6.007946E-9,7.571318E-5,1.606115E-9,6.480835E-5,7.313989E-7,2.296329E-6,7.294448E-6,2.379569E-6
0.1315755,495.0721,2.828215E-7,0.01008701,9.175898E-9,0.1863988,4.382812E-7,0.01989346,0.7523038,1.001449E-4,5.88475E-5,0.007101527,0.002067879,2.941263E-4,1.039834E-9,3.694862E-5,9.50766E-11,2.244891E-6,6.870469E-5,4.034108E-4,2.787514E-7,1.031941E-12,2.291744E-14,1.522809E-4,2.255891E-5,1.188048E-9,0.0018898,4.027664E-10,2.810813E-4,1.192748E-5,2.358387E-5,1.332656E-10,1.271776E-10,4.065925E-4,6.414303E-7,1.550629E-7,6.475449E-6,5.828802E-7,1.306135E-5,0.01821691,6.199433E-9,7.704883E-5,1.706821E-9,6.641364E-5,7.498458E-7,2.362221E-6,7.486603E-6,2.424085E-6
0.1316406,496.706,2.907946E-7,0.01010906,9.453944E-9,0.1862405,4.473698E-7,0.02003875,0.7521764,1.013288E-4,5.924517E-5,0.007163621,0.002091124,2.970498E-4,1.077495E-9,3.736213E-5,9.801293E-11,2.285235E-6,6.954847E-5,4.06611E-4,2.883812E-7,1.082543E-12,2.451004E-14,1.541134E-4,2.309285E-5,1.231506E-9,0.001907492,4.215003E-10,2.838697E-4,1.208272E-5,2.388795E-5,1.38761E-10,1.338614E-10,4.117665E-4,6.587114E-7,1.531667E-7,6.560855E-6,5.983863E-7,1.328201E-5,0.01820867,6.397453E-9,7.840236E-5,1.813591E-9,6.805439E-5,7.685546E-7,2.429801E-6,7.683297E-6,2.469318E-6
0.1317057,498.3496,2.989784E-7,0.0101311,9.740849E-9,0.1860812,4.566532E-7,0.0201847,0.7520486,1.025255E-4,5.964369E-5,0.007226119,0.002114573,2.999919E-4,1.116505E-9,3.777918E-5,1.010333E-10,2.326192E-6,7.039938E-5,4.098292E-4,2.983774E-7,1.135686E-12,2.621556E-14,1.559635E-4,2.363751E-5,1.276733E-9,0.001925307,4.410586E-10,2.86679E-4,1.22396E-5,2.419518E-5,1.444898E-10,1.408928E-10,4.169933E-4,6.764555E-7,1.512161E-7,6.647173E-6,6.14241E-7,1.350562E-5,0.01820029,6.602271E-9,7.977387E-5,1.926772E-9,6.973125E-5,7.875186E-7,2.499106E-6,7.884622E-6,2.515276E-6
0.1317708,500.0029,3.073781E-7,0.01015315,1.00369E-8,0.185921,4.661369E-7,0.02033131,0.7519203,1.037351E-4,6.004303E-5,0.007289021,0.002138228,3.029525E-4,1.156911E-9,3.819978E-5,1.0414E-10,2.36777E-6,7.12574E-5,4.130654E-4,3.087574E-7,1.191502E-12,2.80424E-14,1.578314E-4,2.419304E-5,1.323807E-9,0.001943245,4.61474E-10,2.895091E-4,1.239814E-5,2.450558E-5,1.504627E-10,1.482897E-10,4.222733E-4,6.946747E-7,1.492137E-7,6.734409E-6,6.304499E-7,1.373219E-5,0.01819175,6.814166E-9,8.116344E-5,2.046728E-9,7.144491E-5,8.067303E-7,2.570172E-6,8.09067E-6,2.56197E-6
0.1318359,501.666,3.159989E-7,0.01017519,1.034241E-8,0.1857598,4.758263E-7,0.02047856,0.7517915,1.049578E-4,6.044318E-5,0.007352329,0.00216209,3.059317E-4,1.198762E-9,3.862394E-5,1.073356E-10,2.409977E-6,7.212255E-5,4.163196E-4,3.19539E-7,1.250128E-12,2.999961E-14,1.59717E-4,2.475961E-5,1.372813E-9,0.001961307,4.827802E-10,2.923602E-4,1.255835E-5,2.481915E-5,1.566906E-10,1.560707E-10,4.276069E-4,7.133812E-7,1.471625E-7,6.822568E-6,6.470187E-7,1.396174E-5,0.01818305,7.033431E-9,8.257115E-5,2.173842E-9,7.319604E-5,8.261816E-7,2.643034E-6,8.301536E-6,2.609408E-6
0.131901,503.3387,3.248462E-7,0.01019724,1.065768E-8,0.1855976,4.857273E-7,0.02062647,0.7516622,1.061935E-4,6.08441E-5,0.007416042,0.002186159,3.089293E-4,1.242108E-9,3.905169E-5,1.106225E-10,2.452818E-6,7.29948E-5,4.195919E-4,3.307416E-7,1.31171E-12,3.209698E-14,1.616205E-4,2.533738E-5,1.423837E-9,0.001979492,5.050123E-10,2.952324E-4,1.272023E-5,2.513593E-5,1.631853E-10,1.642555E-10,4.329944E-4,7.325877E-7,1.450653E-7,6.911657E-6,6.639532E-7,1.41943E-5,0.01817419,7.260377E-9,8.399707E-5,2.308517E-9,7.498532E-5,8.458636E-7,2.717729E-6,8.517317E-6,2.657599E-6
0.1319661,505.0212,3.339256E-7,0.01021928,1.098303E-8,0.1854344,4.95846E-7,0.02077503,0.7515324,1.074425E-4,6.124578E-5,0.007480163,0.002210437,3.119453E-4,1.287E-9,3.948303E-5,1.140034E-10,2.496302E-6,7.387415E-5,4.228823E-4,3.423851E-7,1.3764E-12,3.434508E-14,1.63542E-4,2.592652E-5,1.476974E-9,0.001997801,5.282065E-10,2.981256E-4,1.288381E-5,2.545592E-5,1.699592E-10,1.728646E-10,4.384362E-4,7.523072E-7,1.429252E-7,7.001682E-6,6.81259E-7,1.442989E-5,0.01816516,7.495334E-9,8.544128E-5,2.451179E-9,7.681348E-5,8.657667E-7,2.794295E-6,8.738109E-6,2.706553E-6
0.1320312,506.7135,3.432427E-7,0.01024133,1.13188E-8,0.1852703,5.061884E-7,0.02092423,0.7514021,1.087049E-4,6.164819E-5,0.007544692,0.002234924,3.149798E-4,1.333494E-9,3.991798E-5,1.17481E-10,2.540436E-6,7.476059E-5,4.261908E-4,3.544911E-7,1.44436E-12,3.675532E-14,1.654816E-4,2.652718E-5,1.53232E-9,0.002016236,5.524004E-10,3.0104E-4,1.304909E-5,2.577917E-5,1.77025E-10,1.819197E-10,4.439325E-4,7.725529E-7,1.407455E-7,7.09265E-6,6.98942E-7,1.466851E-5,0.01815597,7.738648E-9,8.690384E-5,2.602275E-9,7.86812E-5,8.858804E-7,2.872769E-6,8.964012E-6,2.756279E-6
0.1320964,508.4155,3.528033E-7,0.01026338,1.166534E-8,0.1851052,5.167611E-7,0.02107409,0.7512713,1.099808E-4,6.205131E-5,0.007609629,0.002259622,3.180327E-4,1.381644E-9,4.035656E-5,1.21058E-10,2.585228E-6,7.56541E-5,4.295174E-4,3.670819E-7,1.515759E-12,3.934007E-14,1.674394E-4,2.713954E-5,1.589978E-9,0.002034794,5.776328E-10,3.039757E-4,1.321608E-5,2.610567E-5,1.843963E-10,1.914436E-10,4.494838E-4,7.933384E-7,1.385295E-7,7.184567E-6,7.170077E-7,1.49102E-5,0.01814661,7.990689E-9,8.838481E-5,2.762272E-9,8.058922E-5,9.061937E-7,2.953189E-6,9.195126E-6,2.806788E-6
0.1321615,510.1273,3.626134E-7,0.01028542,1.2023E-8,0.1849391,5.275709E-7,0.02122459,0.75114,1.112702E-4,6.245512E-5,0.007674977,0.002284531,3.211039E-4,1.43151E-9,4.079878E-5,1.247373E-10,2.630685E-6,7.655466E-5,4.328622E-4,3.801814E-7,1.590777E-12,4.211267E-14,1.694156E-4,2.776377E-5,1.650056E-9,0.002053478,6.039443E-10,3.069327E-4,1.338481E-5,2.643546E-5,1.920874E-10,2.014602E-10,4.550904E-4,8.146777E-7,1.362805E-7,7.27744E-6,7.354621E-7,1.515496E-5,0.01813707,8.251849E-9,8.988424E-5,2.931666E-9,8.253826E-5,9.266944E-7,3.035594E-6,9.431554E-6,2.858087E-6
0.1322266,511.8488,3.726791E-7,0.01030747,1.239216E-8,0.184772,5.386247E-7,0.02137574,0.7510083,1.125734E-4,6.285958E-5,0.007740736,0.002309653,3.241935E-4,1.48315E-9,4.124465E-5,1.28522E-10,2.676814E-6,7.746226E-5,4.362251E-4,3.938147E-7,1.669603E-12,4.508759E-14,1.714101E-4,2.840002E-5,1.712668E-9,0.002072288,6.313768E-10,3.09911E-4,1.355527E-5,2.676856E-5,2.001131E-10,2.119945E-10,4.607525E-4,8.36585E-7,1.34002E-7,7.371273E-6,7.543108E-7,1.540282E-5,0.01812736,8.522545E-9,9.140218E-5,3.110975E-9,8.452906E-5,9.473698E-7,3.12002E-6,9.673399E-6,2.910188E-6
0.1322917,513.5801,3.830068E-7,0.01032951,1.277318E-8,0.184604,5.499299E-7,0.02152753,0.750876,1.138904E-4,6.326468E-5,0.007806906,0.002334988,3.273013E-4,1.53663E-9,4.169419E-5,1.324152E-10,2.723623E-6,7.837688E-5,4.396061E-4,4.080084E-7,1.752434E-12,4.828045E-14,1.734232E-4,2.904848E-5,1.777935E-9,0.002091223,6.599741E-10,3.129108E-4,1.372749E-5,2.710498E-5,2.084893E-10,2.230729E-10,4.664706E-4,8.590749E-7,1.316975E-7,7.466075E-6,7.735596E-7,1.565379E-5,0.01811747,8.80322E-9,9.293868E-5,3.300745E-9,8.656238E-5,9.682061E-7,3.206509E-6,9.920767E-6,2.9631E-6
0.1323568,515.3212,3.936028E-7,0.01035155,1.316648E-8,0.1844349,5.614941E-7,0.02167997,0.7507433,1.152213E-4,6.36704E-5,0.007873489,0.002360538,3.304273E-4,1.592013E-9,4.214741E-5,1.364199E-10,2.77112E-6,7.929849E-5,4.430054E-4,4.227904E-7,1.839483E-12,5.17082E-14,1.754548E-4,2.97093E-5,1.845985E-9,0.002110284,6.897814E-10,3.159321E-4,1.390147E-5,2.744474E-5,2.172324E-10,2.347232E-10,4.72245E-4,8.821625E-7,1.293706E-7,7.56185E-6,7.932143E-7,1.590789E-5,0.01810741,9.094347E-9,9.449375E-5,3.501546E-9,8.863898E-5,9.891888E-7,3.295097E-6,1.017376E-5,3.016832E-6
0.1324219,517.0721,4.044739E-7,0.0103736,1.357246E-8,0.1842649,5.733251E-7,0.02183304,0.7506101,1.165664E-4,6.40767E-5,0.007940486,0.002386303,3.335715E-4,1.649369E-9,4.260433E-5,1.405396E-10,2.819313E-6,8.022706E-5,4.464229E-4,4.381905E-7,1.930969E-12,5.538917E-14,1.775052E-4,3.038267E-5,1.916952E-9,0.002129472,7.20846E-10,3.18975E-4,1.407723E-5,2.778787E-5,2.263599E-10,2.469745E-10,4.78076E-4,9.058631E-7,1.270248E-7,7.658606E-6,8.132806E-7,1.616514E-5,0.01809716,9.39643E-9,9.606744E-5,3.713981E-9,9.075962E-5,1.010302E-6,3.385825E-6,1.04325E-5,3.071394E-6
