Distance_Soln#6 (cm),Pressure_Soln#6_Run#1 (atm),Mass_density_Soln#6_Run#1 (g/cm3),Axial_velocity_Soln#6_Run#1 (cm/sec),Cross-section_area_Soln#6_Run#1 (cm2),Net_heat_production_from_gas-phase_reactions_Soln#6_Run#1 (erg/cm3-sec),EICO_Soln#6_Run#1 (g-CO/kg-fuel),Unburned_fuel_fraction_Soln#6_Run#1 (),Temperature_Soln#6_Run#1 (K),Mass_fraction_h_Soln#6_Run#1 (),Mass_fraction_h2_Soln#6_Run#1 (),Mass_fraction_o_Soln#6_Run#1 (),Mass_fraction_o2_Soln#6_Run#1 (),Mass_fraction_oh_Soln#6_Run#1 (),Mass_fraction_h2o_Soln#6_Run#1 (),Mass_fraction_n2_Soln#6_Run#1 (),Mass_fraction_ho2_Soln#6_Run#1 (),Mass_fraction_h2o2_Soln#6_Run#1 (),Mass_fraction_co_Soln#6_Run#1 (),Mass_fraction_co2_Soln#6_Run#1 (),Mass_fraction_ch2o_Soln#6_Run#1 (),Mass_fraction_hco_Soln#6_Run#1 (),Mass_fraction_ch3oh_Soln#6_Run#1 (),Mass_fraction_ch2oh_Soln#6_Run#1 (),Mass_fraction_ch3o_Soln#6_Run#1 (),Mass_fraction_ch3o2_Soln#6_Run#1 (),Mass_fraction_ch4_Soln#6_Run#1 (),Mass_fraction_ch3_Soln#6_Run#1 (),Mass_fraction_ch2_Soln#6_Run#1 (),Mass_fraction_ch2(s)_Soln#6_Run#1 (),Mass_fraction_c2h6_Soln#6_Run#1 (),Mass_fraction_c2h5o2_Soln#6_Run#1 (),Mass_fraction_c2h5_Soln#6_Run#1 (),Mass_fraction_c2h4_Soln#6_Run#1 (),Mass_fraction_c2h3_Soln#6_Run#1 (),Mass_fraction_c2h2_Soln#6_Run#1 (),Mass_fraction_ch2cho_Soln#6_Run#1 (),Mass_fraction_ch2co_Soln#6_Run#1 (),Mass_fraction_hcco_Soln#6_Run#1 (),Mass_fraction_nc3h7_Soln#6_Run#1 (),Mass_fraction_c3h6_Soln#6_Run#1 (),Mass_fraction_c3h5-a_Soln#6_Run#1 (),Mass_fraction_c3h5o_Soln#6_Run#1 (),Mass_fraction_c3h4-a_Soln#6_Run#1 (),Mass_fraction_nc3h7o2_Soln#6_Run#1 (),Mass_fraction_c2h3cho_Soln#6_Run#1 (),Mass_fraction_nc7h16_Soln#6_Run#1 (),Mass_fraction_c7h15_Soln#6_Run#1 (),Mass_fraction_c7h15o2_Soln#6_Run#1 (),Mass_fraction_c7h14ooh_Soln#6_Run#1 (),Mass_fraction_c7h14_Soln#6_Run#1 (),Mass_fraction_c7h14ooho2_Soln#6_Run#1 (),Mass_fraction_nc7ket_Soln#6_Run#1 (),Mass_fraction_c7h14o_Soln#6_Run#1 (),Mass_fraction_nc3h7cho_Soln#6_Run#1 (),Flow_rate_Soln#6_Run#1 (g/cm2-sec),Molecular_weight_Soln#6_Run#1 (g/mole)
0.1648437,1.0,1.85149E-4,261.713,1.0,3.235136E10,0.02262348,2.411518E-10,1796.947,1.967568E-4,9.104235E-4,0.001429548,0.04990153,0.003250383,0.0758908,0.7222643,3.578637E-5,1.406839E-6,0.0622964,0.08078676,1.692826E-4,2.987517E-5,1.585096E-5,3.231702E-6,3.627738E-8,9.240213E-9,9.241466E-5,1.004938E-4,2.891995E-5,2.700211E-6,1.914796E-6,3.054248E-10,3.03889E-6,4.144459E-4,1.711214E-5,8.141275E-4,6.382595E-6,6.771778E-5,6.056449E-5,1.180409E-8,2.305978E-5,1.234177E-5,1.504609E-11,4.886658E-5,8.370977E-13,7.179506E-5,1.4996E-11,9.901218E-12,6.490157E-14,1.514527E-14,0.001028512,4.974107E-20,4.380327E-18,2.314667E-5,1.582342E-8,0.0484559,27.30076
0.1649089,1.0,1.850662E-4,261.8301,1.0,3.203095E10,0.0225706,2.05492E-10,1797.777,1.974246E-4,9.087756E-4,0.001439405,0.04972206,0.003265844,0.07592452,0.7222697,3.521123E-5,1.40355E-6,0.06224867,0.08099755,1.665413E-4,2.948225E-5,1.553971E-5,3.192473E-6,3.549016E-8,8.999866E-9,9.063306E-5,9.864272E-5,2.878938E-5,2.679832E-6,1.830183E-6,2.978591E-10,2.987783E-6,4.046694E-4,1.679797E-5,8.017717E-4,6.253961E-6,6.654178E-5,5.984785E-5,1.158833E-8,2.244148E-5,1.21383E-5,1.481272E-11,4.811174E-5,8.153575E-13,7.098746E-5,1.27785E-11,9.591865E-12,6.310317E-14,1.481292E-14,0.001016875,4.825696E-20,4.2579E-18,2.265092E-5,1.511065E-8,0.0484559,27.30116
0.164974,1.0,1.849843E-4,261.946,1.0,3.171159E10,0.02252115,1.750177E-10,1798.6,1.980885E-4,9.071333E-4,0.001449234,0.04954391,0.00328123,0.07595777,0.7222748,3.464597E-5,1.400475E-6,0.06220013,0.08120793,1.638347E-4,2.909217E-5,1.523415E-5,3.153409E-6,3.472146E-8,8.765871E-9,8.888094E-5,9.682125E-5,2.865562E-5,2.659274E-6,1.749243E-6,2.905274E-10,2.937831E-6,3.95107E-4,1.648874E-5,7.895437E-4,6.127534E-6,6.538203E-5,5.91334E-5,1.13759E-8,2.18434E-5,1.193923E-5,1.458438E-11,4.73671E-5,7.941854E-13,7.018576E-5,1.088346E-11,9.29553E-12,6.135511E-14,1.448775E-14,0.001005345,4.68196E-20,4.139042E-18,2.216481E-5,1.442874E-8,0.0484559,27.30157
0.1650391,1.0,1.849035E-4,262.0605,1.0,3.139335E10,0.022475,1.489895E-10,1799.414,1.987484E-4,9.054968E-4,0.001459034,0.04936706,0.00329654,0.07599057,0.7222798,3.409043E-5,1.397605E-6,0.06215079,0.08141788,1.611626E-4,2.870498E-5,1.493418E-5,3.114519E-6,3.39708E-8,8.538059E-9,8.715798E-5,9.502907E-5,2.851873E-5,2.638544E-6,1.671825E-6,2.834213E-10,2.889002E-6,3.857546E-4,1.618442E-5,7.774438E-4,6.003288E-6,6.423842E-5,5.842129E-5,1.116676E-8,2.126484E-5,1.174444E-5,1.43609E-11,4.663261E-5,7.735662E-13,6.938996E-5,9.264893E-12,9.011267E-12,5.965603E-14,1.416961E-14,9.939221E-4,4.542744E-20,4.023644E-18,2.168817E-5,1.377641E-8,0.0484559,27.30198
0.1651042,1.0,1.848236E-4,262.1738,1.0,3.107628E10,0.02243202,1.267709E-10,1800.22,1.994044E-4,9.038661E-4,0.001468804,0.04919151,0.003311773,0.07602291,0.7222847,3.354449E-5,1.394932E-6,0.06210067,0.08162742,1.585248E-4,2.832071E-5,1.463972E-5,3.07581E-6,3.323773E-8,8.316266E-9,8.546382E-5,9.326587E-5,2.837881E-5,2.617652E-6,1.597785E-6,2.765327E-10,2.841266E-6,3.766085E-4,1.588495E-5,7.654726E-4,5.881198E-6,6.311084E-5,5.771169E-5,1.096086E-8,2.070511E-5,1.155381E-5,1.414211E-11,4.59082E-5,7.534849E-13,6.860011E-5,7.883232E-12,8.738234E-12,5.800461E-14,1.385835E-14,9.826054E-4,4.407899E-20,3.911601E-18,2.122085E-5,1.315246E-8,0.0484559,27.30242
0.1651693,1.0,1.847446E-4,262.2859,1.0,3.076045E10,0.02239208,1.078147E-10,1801.019,2.000564E-4,9.022415E-4,0.001478543,0.04901724,0.003326929,0.0760548,0.7222893,3.300802E-5,1.392449E-6,0.06204978,0.08183653,1.559211E-4,2.793941E-5,1.435068E-5,3.037291E-6,3.252179E-8,8.100334E-9,8.379813E-5,9.153133E-5,2.82359E-5,2.596606E-6,1.526983E-6,2.698537E-10,2.794591E-6,3.676647E-4,1.55903E-5,7.536304E-4,5.76124E-6,6.19992E-5,5.700477E-5,1.075816E-8,2.016354E-5,1.136724E-5,1.392787E-11,4.519382E-5,7.339271E-13,6.78162E-5,6.704444E-12,8.475683E-12,5.639957E-14,1.355384E-14,9.713945E-4,4.27728E-20,3.802813E-18,2.07627E-5,1.25557E-8,0.0484559,27.30286
0.1652344,1.0,1.846666E-4,262.3967,1.0,3.044591E10,0.02235507,9.165067E-11,1801.81,2.007045E-4,9.006229E-4,0.00148825,0.04884426,0.003342006,0.07608624,0.7222939,3.24809E-5,1.390147E-6,0.06199813,0.08204521,1.533514E-4,2.756112E-5,1.406697E-5,2.998971E-6,3.182255E-8,7.890106E-9,8.216057E-5,8.982514E-5,2.809011E-5,2.575415E-6,1.459285E-6,2.633768E-10,2.748949E-6,3.589195E-4,1.530043E-5,7.419173E-4,5.643386E-6,6.090337E-5,5.630069E-5,1.055864E-8,1.963949E-5,1.118462E-5,1.371801E-11,4.44894E-5,7.148787E-13,6.703826E-5,5.699286E-12,8.222946E-12,5.483963E-14,1.325593E-14,9.602889E-4,4.150748E-20,3.69718E-18,2.031356E-5,1.198501E-8,0.0484559,27.30331
0.1652995,1.0,1.845894E-4,262.5064,1.0,3.013272E10,0.02232087,7.787496E-11,1802.593,2.013487E-4,8.990105E-4,0.001497924,0.04867255,0.003357006,0.07611724,0.7222982,3.196299E-5,1.388021E-6,0.06194573,0.08225346,1.508154E-4,2.718587E-5,1.378852E-5,2.960857E-6,3.113957E-8,7.685432E-9,8.05508E-5,8.814699E-5,2.794149E-5,2.554087E-6,1.394563E-6,2.570949E-10,2.704312E-6,3.503691E-4,1.501529E-5,7.303337E-4,5.527613E-6,5.982324E-5,5.55996E-5,1.036225E-8,1.913234E-5,1.100585E-5,1.351241E-11,4.379486E-5,6.96326E-13,6.62663E-5,4.842646E-12,7.979428E-12,5.332359E-14,1.296449E-14,9.49288E-4,4.028167E-20,3.594608E-18,1.987329E-5,1.143931E-8,0.0484559,27.30377
0.1653646,1.0,1.845132E-4,262.6148,1.0,2.982093E10,0.02228937,6.614092E-11,1803.369,2.019889E-4,8.974045E-4,0.001507565,0.04850212,0.003371927,0.0761478,0.7223025,3.145417E-5,1.386062E-6,0.06189259,0.08246127,1.483131E-4,2.68137E-5,1.351523E-5,2.922956E-6,3.047244E-8,7.486164E-9,7.896847E-5,8.649657E-5,2.779013E-5,2.532632E-6,1.332692E-6,2.51001E-10,2.660651E-6,3.420099E-4,1.473484E-5,7.188796E-4,5.413896E-6,5.875869E-5,5.490164E-5,1.016896E-8,1.86415E-5,1.083083E-5,1.33109E-11,4.311013E-5,6.782558E-13,6.550033E-5,4.112966E-12,7.744591E-12,5.185025E-14,1.267938E-14,9.383913E-4,3.90941E-20,3.495005E-18,1.944174E-5,1.091755E-8,0.0484559,27.30425
0.1654297,1.0,1.844379E-4,262.722,1.0,2.95106E10,0.02226047,5.615122E-11,1804.138,2.026251E-4,8.958049E-4,0.00151717,0.04833294,0.003386768,0.07617793,0.7223065,3.095431E-5,1.384265E-6,0.06183873,0.08266865,1.458441E-4,2.644463E-5,1.324702E-5,2.885275E-6,2.982076E-8,7.292159E-9,7.741325E-5,8.487355E-5,2.76361E-5,2.511057E-6,1.273552E-6,2.450884E-10,2.61794E-6,3.338382E-4,1.445903E-5,7.075553E-4,5.302208E-6,5.770962E-5,5.420697E-5,9.978735E-9,1.816639E-5,1.065946E-5,1.311337E-11,4.243515E-5,6.606553E-13,6.474036E-5,3.491757E-12,7.517954E-12,5.041845E-14,1.240047E-14,9.275983E-4,3.794349E-20,3.398281E-18,1.901875E-5,1.041873E-8,0.0484559,27.30473
0.1654948,1.0,1.843635E-4,262.8281,1.0,2.920177E10,0.02223406,4.765097E-11,1804.899,2.032575E-4,8.942118E-4,0.00152674,0.04816503,0.00340153,0.07620763,0.7223105,3.046328E-5,1.382622E-6,0.06178416,0.08287559,1.434083E-4,2.607871E-5,1.298382E-5,2.847822E-6,2.918413E-8,7.103278E-9,7.58848E-5,8.327761E-5,2.747947E-5,2.489371E-6,1.217029E-6,2.393508E-10,2.576151E-6,3.258504E-4,1.418782E-5,6.963607E-4,5.192524E-6,5.667588E-5,5.351572E-5,9.791532E-9,1.770644E-5,1.049164E-5,1.291969E-11,4.176983E-5,6.435119E-13,6.39864E-5,2.96317E-12,7.299082E-12,4.902705E-14,1.212764E-14,9.169084E-4,3.682864E-20,3.304351E-18,1.860418E-5,9.941892E-9,0.0484559,27.30523
0.1655599,1.0,1.842899E-4,262.933,1.0,2.889451E10,0.02221003,4.042182E-11,1805.653,2.038859E-4,8.926254E-4,0.001536274,0.04799836,0.003416211,0.07623689,0.7223142,2.998096E-5,1.381128E-6,0.06172889,0.08308209,1.410055E-4,2.571595E-5,1.272553E-5,2.810604E-6,2.856217E-8,6.919385E-9,7.438277E-5,8.170845E-5,2.732034E-5,2.467582E-6,1.163013E-6,2.337819E-10,2.53526E-6,3.180429E-4,1.392116E-5,6.852959E-4,5.08482E-6,5.565737E-5,5.282804E-5,9.607318E-9,1.726113E-5,1.032727E-5,1.272974E-11,4.111409E-5,6.268136E-13,6.323847E-5,2.513627E-12,7.087581E-12,4.767496E-14,1.186075E-14,9.063211E-4,3.574838E-20,3.213131E-18,1.81979E-5,9.486111E-9,0.0484559,27.30573
0.165625,1.0,1.842172E-4,263.0368,1.0,2.858886E10,0.0221883,3.427682E-11,1806.399,2.045103E-4,8.910458E-4,0.001545771,0.04783293,0.003430811,0.07626574,0.7223178,2.950722E-5,1.379777E-6,0.06167294,0.08328814,1.386354E-4,2.53564E-5,1.247208E-5,2.773625E-6,2.795452E-8,6.740347E-9,7.290684E-5,8.016573E-5,2.715877E-5,2.445699E-6,1.111396E-6,2.283758E-10,2.495242E-6,3.104122E-4,1.3659E-5,6.743608E-4,4.979069E-6,5.465396E-5,5.214405E-5,9.426058E-9,1.682994E-5,1.016628E-5,1.254339E-11,4.046786E-5,6.105484E-13,6.249656E-5,2.1315E-12,6.883091E-12,4.636109E-14,1.159968E-14,8.958358E-4,3.470158E-20,3.12454E-18,1.779975E-5,9.050498E-9,0.0484559,27.30625
0.1656901,1.0,1.841453E-4,263.1395,1.0,2.828486E10,0.02216877,2.905598E-11,1807.139,2.051309E-4,8.89473E-4,0.00155523,0.04766874,0.003445331,0.07629417,0.7223213,2.904193E-5,1.378562E-6,0.06161631,0.08349374,1.362979E-4,2.500006E-5,1.222339E-5,2.736894E-6,2.73608E-8,6.566036E-9,7.145665E-5,7.864913E-5,2.699484E-5,2.423729E-6,1.062078E-6,2.231269E-10,2.456073E-6,3.029548E-4,1.340129E-5,6.635553E-4,4.875248E-6,5.366553E-5,5.146389E-5,9.247716E-9,1.641236E-5,1.000857E-5,1.236053E-11,3.983105E-5,5.947049E-13,6.176068E-5,1.806843E-12,6.685284E-12,4.50844E-14,1.134431E-14,8.85452E-4,3.368715E-20,3.038498E-18,1.74096E-5,8.634202E-9,0.0484559,27.30677
0.1657552,1.0,1.840743E-4,263.241,1.0,2.798256E10,0.02215134,2.462251E-11,1807.872,2.057475E-4,8.879071E-4,0.001564649,0.04750578,0.003459769,0.07632218,0.7223246,2.858498E-5,1.377479E-6,0.06155901,0.08369889,1.339927E-4,2.464698E-5,1.197938E-5,2.700415E-6,2.678067E-8,6.396327E-9,7.003188E-5,7.715834E-5,2.682863E-5,2.401681E-6,1.01496E-6,2.180295E-10,2.417729E-6,2.956674E-4,1.314799E-5,6.528792E-4,4.773329E-6,5.269194E-5,5.078767E-5,9.072259E-9,1.600791E-5,9.854043E-6,1.218107E-11,3.920358E-5,5.792721E-13,6.103085E-5,1.531148E-12,6.493862E-12,4.384387E-14,1.109452E-14,8.75169E-4,3.270405E-20,2.95493E-18,1.702731E-5,8.236403E-9,0.0484559,27.30731
0.1658203,1.0,1.840041E-4,263.3414,1.0,2.768201E10,0.02213593,2.085949E-11,1808.598,2.063602E-4,8.863484E-4,0.00157403,0.04734404,0.003474125,0.07634978,0.7223278,2.813624E-5,1.376521E-6,0.06150106,0.08390358,1.317196E-4,2.429716E-5,1.173997E-5,2.664194E-6,2.621378E-8,6.231096E-9,6.863218E-5,7.569303E-5,2.666021E-5,2.379563E-6,9.699481E-7,2.130786E-10,2.380187E-6,2.885465E-4,1.289904E-5,6.423325E-4,4.673289E-6,5.173306E-5,5.011553E-5,8.89965E-9,1.561613E-5,9.702631E-6,1.200488E-11,3.858535E-5,5.64239E-13,6.030705E-5,1.297145E-12,6.308546E-12,4.26385E-14,1.08502E-14,8.649864E-4,3.175124E-20,2.873763E-18,1.665275E-5,7.856316E-9,0.0484559,27.30785
0.1658854,1.0,1.839347E-4,263.4407,1.0,2.738326E10,0.02212246,1.766704E-11,1809.316,2.06969E-4,8.847967E-4,0.001583369,0.04718351,0.003488399,0.07637697,0.7223309,2.769559E-5,1.375683E-6,0.06144248,0.08410782,1.294784E-4,2.395063E-5,1.150509E-5,2.628236E-6,2.56598E-8,6.070226E-9,6.725723E-5,7.425288E-5,2.648967E-5,2.357382E-6,9.269517E-7,2.082688E-10,2.343425E-6,2.815889E-4,1.26544E-5,6.319148E-4,4.575102E-6,5.078877E-5,4.944757E-5,8.729855E-9,1.523657E-5,9.554245E-6,1.183189E-11,3.79763E-5,5.495951E-13,5.958929E-5,1.098623E-12,6.129084E-12,4.146732E-14,1.061123E-14,8.549035E-4,3.082776E-20,2.794924E-18,1.628577E-5,7.493186E-9,0.0484559,27.30841
0.1659505,1.0,1.838662E-4,263.539,1.0,2.708634E10,0.02211084,1.495991E-11,1810.029,2.075738E-4,8.832523E-4,0.001592668,0.04702419,0.00350259,0.07640375,0.7223338,2.726291E-5,1.37496E-6,0.06138327,0.0843116,1.272688E-4,2.360741E-5,1.127466E-5,2.592547E-6,2.511842E-8,5.913601E-9,6.590668E-5,7.283757E-5,2.631707E-5,2.335147E-6,8.858841E-7,2.035955E-10,2.307421E-6,2.747913E-4,1.241401E-5,6.216258E-4,4.478743E-6,4.985894E-5,4.87839E-5,8.56284E-9,1.486879E-5,9.408808E-6,1.166198E-11,3.737631E-5,5.353302E-13,5.887758E-5,9.302806E-13,5.955237E-12,4.032938E-14,1.037749E-14,8.449197E-4,2.993265E-20,2.718345E-18,1.592624E-5,7.146289E-9,0.0484559,27.30897
0.1660156,1.0,1.837984E-4,263.6362,1.0,2.679129E10,0.022101,1.266538E-11,1810.734,2.081748E-4,8.817152E-4,0.001601925,0.04686607,0.003516699,0.07643014,0.7223365,2.683807E-5,1.374348E-6,0.06132344,0.08451491,1.250905E-4,2.326751E-5,1.10486E-5,2.557132E-6,2.458931E-8,5.761107E-9,6.458021E-5,7.144678E-5,2.61425E-5,2.312864E-6,8.46662E-7,1.990539E-10,2.272156E-6,2.681503E-4,1.217783E-5,6.114653E-4,4.384187E-6,4.894343E-5,4.812464E-5,8.398571E-9,1.451238E-5,9.266241E-6,1.149508E-11,3.678532E-5,5.214344E-13,5.81719E-5,7.875951E-13,5.786787E-12,3.922377E-14,1.014887E-14,8.350345E-4,2.906499E-20,2.643957E-18,1.557404E-5,6.814931E-9,0.0484559,27.30955
0.1660807,1.0,1.837314E-4,263.7323,1.0,2.649816E10,0.02209285,1.072141E-11,1811.433,2.087719E-4,8.801855E-4,0.001611139,0.04670915,0.003530724,0.07645613,0.7223391,2.642096E-5,1.373842E-6,0.061263,0.08471776,1.229434E-4,2.293095E-5,1.082684E-5,2.521994E-6,2.407216E-8,5.612636E-9,6.327748E-5,7.008019E-5,2.596604E-5,2.290542E-6,8.092054E-7,1.946394E-10,2.237607E-6,2.616629E-4,1.19458E-5,6.014328E-4,4.291408E-6,4.80421E-5,4.746989E-5,8.237013E-9,1.416694E-5,9.126469E-6,1.133109E-11,3.620321E-5,5.07898E-13,5.747227E-5,6.667097E-13,5.623528E-12,3.814958E-14,9.925274E-15,8.252473E-4,2.82239E-20,2.571697E-18,1.522903E-5,6.498443E-9,0.0484559,27.31013
0.1661458,1.0,1.836652E-4,263.8274,1.0,2.620698E10,0.02208633,9.07516E-12,1812.126,2.093651E-4,8.786633E-4,0.001620309,0.0465534,0.003544667,0.07648173,0.7223416,2.601146E-5,1.373436E-6,0.06120198,0.08492015,1.208272E-4,2.259775E-5,1.060931E-5,2.487139E-6,2.356669E-8,5.468081E-9,6.199816E-5,6.873746E-5,2.578775E-5,2.268187E-6,7.734375E-7,1.903478E-10,2.203756E-6,2.553259E-4,1.171786E-5,5.91528E-4,4.200383E-6,4.715482E-5,4.681974E-5,8.078134E-9,1.383207E-5,8.98942E-6,1.116993E-11,3.562991E-5,4.947116E-13,5.677867E-5,5.643378E-13,5.465267E-12,3.710594E-14,9.706587E-15,8.155575E-4,2.740852E-20,2.501501E-18,1.489109E-5,6.196186E-9,0.0484559,27.31072
0.1662109,1.0,1.835997E-4,263.9215,1.0,2.591779E10,0.02208136,7.681611E-12,1812.812,2.099544E-4,8.771486E-4,0.001629436,0.04639884,0.003558525,0.07650694,0.7223439,2.560945E-5,1.373127E-6,0.06114037,0.08512206,1.187416E-4,2.226791E-5,1.039594E-5,2.452571E-6,2.30726E-8,5.327337E-9,6.074193E-5,6.74183E-5,2.560772E-5,2.245807E-6,7.392846E-7,1.861749E-10,2.170584E-6,2.491363E-4,1.149398E-5,5.817505E-4,4.111087E-6,4.628146E-5,4.617429E-5,7.921899E-9,1.350741E-5,8.855023E-6,1.101151E-11,3.506532E-5,4.818659E-13,5.60911E-5,4.776801E-13,5.311825E-12,3.609199E-14,9.492706E-15,8.059644E-4,2.661803E-20,2.433307E-18,1.456009E-5,5.907547E-9,0.0484559,27.31132
0.166276,1.0,1.83535E-4,264.0145,1.0,2.563062E10,0.02207787,6.502447E-12,1813.491,2.105398E-4,8.756416E-4,0.001638518,0.04624545,0.003572299,0.07653176,0.7223461,2.521482E-5,1.37291E-6,0.06107819,0.0853235,1.166864E-4,2.194145E-5,1.018665E-5,2.418292E-6,2.258962E-8,5.190303E-9,5.950847E-5,6.612237E-5,2.542602E-5,2.223409E-6,7.066761E-7,1.821165E-10,2.138072E-6,2.430909E-4,1.12741E-5,5.720996E-4,4.023493E-6,4.542187E-5,4.553364E-5,7.768275E-9,1.319259E-5,8.723207E-6,1.085577E-11,3.450934E-5,4.693522E-13,5.540956E-5,4.043539E-13,5.163031E-12,3.510692E-14,9.283528E-15,7.964675E-4,2.585163E-20,2.367057E-18,1.42359E-5,5.631936E-9,0.0484559,27.31193
0.1663411,1.0,1.83471E-4,264.1066,1.0,2.534551E10,0.0220758,5.505067E-12,1814.165,2.111213E-4,8.741424E-4,0.001647555,0.04609322,0.00358599,0.07655621,0.7223482,2.482745E-5,1.372781E-6,0.06101546,0.08552447,1.146613E-4,2.161838E-5,9.981377E-6,2.384308E-6,2.211746E-8,5.056881E-9,5.829743E-5,6.484936E-5,2.524273E-5,2.201001E-6,6.755443E-7,1.781689E-10,2.106201E-6,2.371868E-4,1.105816E-5,5.625751E-4,3.937579E-6,4.457593E-5,4.489786E-5,7.61723E-9,1.288726E-5,8.593907E-6,1.070263E-11,3.396188E-5,4.571618E-13,5.473403E-5,3.42332E-13,5.018723E-12,3.41499E-14,9.078954E-15,7.870661E-4,2.510854E-20,2.302692E-18,1.39184E-5,5.368789E-9,0.0484559,27.31255
0.1664062,1.0,1.834078E-4,264.1977,1.0,2.506249E10,0.02207509,4.661755E-12,1814.832,2.11699E-4,8.726509E-4,0.001656545,0.04594215,0.003599596,0.07658027,0.7223501,2.444722E-5,1.372737E-6,0.06095218,0.08572496,1.126661E-4,2.12987E-5,9.780048E-6,2.350622E-6,2.165586E-8,4.926975E-9,5.710851E-5,6.359895E-5,2.505792E-5,2.178588E-6,6.458241E-7,1.743284E-10,2.074955E-6,2.314211E-4,1.084611E-5,5.531761E-4,3.85332E-6,4.374348E-5,4.426705E-5,7.46873E-9,1.25911E-5,8.467057E-6,1.055201E-11,3.342284E-5,4.452862E-13,5.406452E-5,2.898907E-13,4.87875E-12,3.322016E-14,8.878886E-15,7.777597E-4,2.438802E-20,2.240158E-18,1.360747E-5,5.117564E-9,0.0484559,27.31317
0.1664714,1.0,1.833452E-4,264.2878,1.0,2.478159E10,0.02207566,3.948952E-12,1815.493,2.122729E-4,8.711673E-4,0.001665489,0.04579223,0.003613118,0.07660396,0.7223519,2.407402E-5,1.372772E-6,0.06088836,0.08592497,1.107004E-4,2.098242E-5,9.582596E-6,2.317236E-6,2.120456E-8,4.800491E-9,5.594138E-5,6.237083E-5,2.487166E-5,2.156179E-6,6.174532E-7,1.705913E-10,2.044316E-6,2.257908E-4,1.06379E-5,5.439023E-4,3.77069E-6,4.292438E-5,4.364128E-5,7.322742E-9,1.230377E-5,8.342595E-6,1.040385E-11,3.289214E-5,4.337173E-13,5.340101E-5,2.455652E-13,4.742967E-12,3.231692E-14,8.683226E-15,7.685475E-4,2.368934E-20,2.179399E-18,1.330299E-5,4.877743E-9,0.0484559,27.31381
0.1665365,1.0,1.832834E-4,264.3769,1.0,2.450284E10,0.02207747,3.346653E-12,1816.148,2.128428E-4,8.696916E-4,0.001674385,0.04564346,0.003626555,0.07662728,0.7223536,2.370775E-5,1.372885E-6,0.06082402,0.08612451,1.087641E-4,2.066955E-5,9.388954E-6,2.284154E-6,2.076331E-8,4.677339E-9,5.479573E-5,6.116467E-5,2.468403E-5,2.133778E-6,5.90372E-7,1.669543E-10,2.014269E-6,2.20293E-4,1.043348E-5,5.34753E-4,3.689666E-6,4.21185E-5,4.302062E-5,7.179235E-9,1.202497E-5,8.220458E-6,1.025809E-11,3.236966E-5,4.224471E-13,5.27435E-5,2.081112E-13,4.611234E-12,3.143943E-14,8.491881E-15,7.594291E-4,2.301182E-20,2.120364E-18,1.300484E-5,4.648826E-9,0.0484559,27.31445
0.1666016,1.0,1.832223E-4,264.4651,1.0,2.422627E10,0.02208045,2.837872E-12,1816.797,2.13409E-4,8.68224E-4,0.001683234,0.04549581,0.003639907,0.07665024,0.7223551,2.334828E-5,1.37307E-6,0.06075917,0.08632355,1.068568E-4,2.036008E-5,9.199054E-6,2.251379E-6,2.033187E-8,4.55743E-9,5.367123E-5,5.998018E-5,2.449511E-5,2.111394E-6,5.645233E-7,1.634139E-10,1.984796E-6,2.149251E-4,1.02328E-5,5.257275E-4,3.610224E-6,4.13257E-5,4.240515E-5,7.038176E-9,1.17544E-5,8.100587E-6,1.011466E-11,3.185532E-5,4.114678E-13,5.209196E-5,1.764727E-13,4.483421E-12,3.058698E-14,8.304757E-15,7.504037E-4,2.235476E-20,2.063002E-18,1.271291E-5,4.430339E-9,0.0484559,27.31511
0.1666667,1.0,1.831619E-4,264.5523,1.0,2.395191E10,0.02208455,2.408198E-12,1817.44,2.139713E-4,8.667644E-4,0.001692034,0.0453493,0.003653175,0.07667283,0.7223565,2.299551E-5,1.373325E-6,0.06069381,0.08652211,1.049783E-4,2.005403E-5,9.012831E-6,2.218913E-6,1.990999E-8,4.440677E-9,5.256757E-5,5.881703E-5,2.430496E-5,2.089032E-6,5.398521E-7,1.59967E-10,1.955883E-6,2.096842E-4,1.00358E-5,5.168251E-4,3.53234E-6,4.054583E-5,4.179494E-5,6.899532E-9,1.149177E-5,7.982924E-6,9.9735E-12,3.134901E-5,4.00772E-13,5.14464E-5,1.497535E-13,4.359402E-12,2.975884E-14,8.121764E-15,7.414708E-4,2.171754E-20,2.007264E-18,1.242708E-5,4.221822E-9,0.0484559,27.31576
