TITLE="Graphics"
VARIABLES= "x", "T", "Y_H", "Y_H2",  "Y_O", "Y_O2", "Y_OH", "Y_H2O", "Y_N2", "Y_HO2", "Y_H2O2", "Y_CO", "Y_CO2", "Y_CH2O", "Y_HCO", "Y_CH3OH", "Y_CH2OH", "Y_CH3O", "Y_CH3O2", "Y_CH4", "Y_CH3", "Y_CH2", "Y_CH2(S)", "Y_C2H6", "Y_C2H5O2", "Y_C2H5", "Y_C2H4", "Y_C2H3", "Y_C2H2", "Y_CH2CHO", "Y_CH2CO", "Y_HCCO", "Y_NC3H7", "Y_C3H6", "Y_C3H5-A", "Y_C3H5O", "Y_C3H4-A", "Y_NC3H7O2", "Y_C2H3CHO", "Y_NC7H16", "Y_C7H15", "Y_C7H15O2", "Y_C7H14OOH", "Y_C7H14", "Y_C7H14OOHO2", "Y_NC7KET", "Y_C7H14O", "Y_NC3H7CHO"-2.0, 300.0, 1.617187E-30, 1.351912E-9, 1.222872E-24, 0.2184336, 2.653238E-25, 2.87876E-13, 0.7193815, 5.34639E-16, 6.297387E-16, 5.329926E-14, 5.485229E-16, 5.419508E-17, 9.928154E-34, 4.942211E-18, 4.210164E-40, 4.193491E-31, 2.95499E-18, 4.963922E-15, 3.017777E-32, 4.134819E-39, -1.118157E-40, 1.031633E-17, 1.489301E-21, 9.122507E-35, 4.000984E-15, 8.652395E-35, 2.427098E-16, 2.494261E-19, 5.514157E-19, 1.70608E-37, 2.009005E-41, 1.420985E-17, 2.268752E-21, 7.770818E-25, 1.196423E-19, 1.561128E-24, 2.661367E-21, 0.06218489, 8.84595E-28, 1.683299E-20, 9.337567E-30, 2.013293E-23, 7.337216E-24, 2.916113E-26, 6.205177E-25, 1.579739E-22
-1.0, 300.0, 5.510128E-29, 7.012334E-8, 1.550119E-22, 0.2184336, 3.431001E-23, 5.306804E-11, 0.7193815, 1.068521E-13, 1.26761E-13, 1.063861E-11, 1.452608E-13, 1.449655E-14, 2.632669E-31, 1.3468E-15, 1.132955E-37, 1.128468E-28, 8.768367E-16, 9.113776E-13, 5.517787E-30, 7.385288E-37, -1.997163E-38, 2.919315E-15, 5.648075E-19, 2.559259E-32, 8.835104E-13, 2.052166E-32, 5.69849E-14, 7.793008E-17, 1.714247E-16, 2.832915E-35, 7.170505E-39, 4.297879E-15, 7.002095E-19, 3.12176E-22, 3.757913E-17, 7.092283E-22, 1.122118E-18, 0.0621849, 5.384641E-25, 1.120407E-17, 6.215104E-27, 1.203495E-20, 6.013144E-21, 2.052053E-23, 3.965381E-22, 7.131307E-20
-0.1, 300.0001, 2.349021E-24, 3.123188E-6, 6.772475E-19, 0.2184331, 1.074389E-20, 8.37439E-9, 0.7193785, 1.827921E-11, 2.184029E-11, 1.81761E-9, 3.291796E-11, 3.317828E-12, 9.727683E-28, 3.140545E-13, 9.091525E-33, 5.658693E-24, 2.226239E-13, 1.432408E-10, 3.039382E-25, 6.370731E-31, -2.36277E-38, 7.068762E-13, 1.832469E-16, 1.715756E-27, 1.669788E-10, 7.023398E-29, 1.145014E-11, 2.137469E-14, 4.559765E-14, 2.297291E-29, 5.607527E-34, 1.112251E-12, 1.84904E-16, 1.067662E-18, 1.009904E-14, 2.756176E-19, 4.037366E-16, 0.06218527, 1.847896E-22, 2.746932E-15, 1.523844E-24, 6.153135E-18, 1.038588E-18, 1.214358E-20, 2.167298E-19, 2.753758E-17
0.0, 300.0008, 4.993037E-22, 1.209139E-5, 1.742154E-16, 0.2184318, 5.291571E-19, 9.406092E-8, 0.7193696, 2.210796E-10, 2.658665E-10, 2.195608E-8, 5.169052E-10, 5.258548E-11, 4.317132E-25, 5.065674E-12, 7.927606E-30, 1.410655E-20, 3.890638E-12, 1.602969E-9, 8.209539E-23, 2.316853E-27, -4.433856E-36, 1.181302E-11, 4.044758E-15, 6.540795E-25, 2.213905E-9, 1.429908E-26, 1.606947E-10, 4.009128E-13, 8.326811E-13, 8.285265E-26, 3.253529E-30, 1.979091E-11, 3.353546E-15, 2.169697E-16, 1.86227E-13, 7.233568E-18, 9.658596E-15, 0.06218639, 1.290998E-20, 3.117659E-14, 1.729827E-23, 2.104208E-16, 2.573758E-18, 4.846207E-19, 7.90836E-18, 7.178599E-16
0.05, 300.0064, 4.931802E-20, 3.368815E-5, 4.335114E-15, 0.2184284, 1.421244E-17, 7.260896E-7, 0.7193479, 1.835064E-9, 2.22082E-9, 1.820207E-7, 5.547246E-9, 5.695684E-10, 6.233478E-23, 5.582151E-11, 2.583133E-27, 4.455909E-18, 4.640539E-11, 1.232948E-8, 1.032875E-20, 5.587101E-25, 2.5309E-35, 1.348071E-10, 6.079438E-14, 1.147098E-22, 2.011204E-8, 4.3648E-25, 1.543813E-9, 5.035436E-12, 1.037243E-11, 1.974439E-23, 1.52722E-27, 2.40285E-10, 4.149209E-14, 6.494737E-15, 2.342197E-12, 1.290843E-16, 1.572387E-13, 0.06218909, 3.371289E-19, 3.719319E-13, 2.065479E-22, 4.882881E-15, 1.170009E-17, 1.316715E-17, 1.957441E-16, 1.27218E-14
0.062, 300.016, 4.065799E-19, 4.704935E-5, 1.727296E-14, 0.2184259, 7.366931E-17, 1.740023E-6, 0.7193339, 4.611531E-9, 5.603056E-9, 4.569759E-7, 1.662868E-8, 1.71867E-9, 6.408847E-22, 1.705353E-10, 4.397881E-26, 1.528858E-16, 1.501823E-10, 2.947865E-8, 1.007168E-19, 6.233381E-24, 2.334609E-36, 4.223696E-10, 2.347308E-13, 1.351691E-21, 5.368241E-8, 2.471056E-24, 4.281711E-9, 1.690164E-11, 3.465617E-11, 2.189083E-22, 7.280077E-26, 7.877457E-10, 1.379439E-13, 3.53919E-14, 7.881864E-12, 5.708335E-16, 6.455268E-13, 0.06219078, 1.605323E-18, 1.149748E-12, 6.3927E-22, 2.674681E-14, 2.358426E-17, 8.250197E-17, 1.132334E-15, 5.582642E-14
0.074, 300.0481, 5.099964E-18, 6.85731E-5, 6.218101E-14, 0.218421, 5.882522E-16, 4.985006E-6, 0.7193101, 1.401654E-8, 1.711421E-8, 1.387293E-6, 6.279257E-8, 6.542375E-9, 7.521244E-21, 6.589977E-10, 1.482759E-24, 2.65002E-15, 6.223158E-10, 8.421211E-8, 1.554749E-18, 7.800806E-23, 5.456255E-34, 1.682979E-9, 1.200387E-12, 2.327449E-20, 1.758143E-7, 1.883811E-23, 1.470109E-8, 7.313222E-11, 1.492361E-10, 2.70274E-21, 1.815114E-24, 3.315571E-9, 5.904675E-13, 2.215022E-13, 3.423394E-11, 3.421916E-15, 3.579226E-12, 0.06219358, 1.075024E-17, 6.30758E-12, 3.520325E-21, 2.051385E-13, 9.722574E-17, 7.362697E-16, 9.237595E-15, 3.318716E-13
0.08, 300.0925, 2.382852E-17, 8.426659E-5, 1.269998E-13, 0.218416, 2.392849E-15, 9.284815E-6, 0.7192913, 2.714357E-8, 3.324123E-8, 2.683936E-6, 1.406756E-7, 1.473795E-8, 3.164677E-20, 1.499967E-9, 1.4614E-23, 1.90609E-14, 1.487038E-9, 1.565593E-7, 8.359147E-18, 3.38391E-22, 4.469395E-33, 3.912762E-9, 3.340073E-12, 1.342712E-19, 3.576932E-7, 8.300102E-23, 3.087213E-8, 1.800731E-10, 3.662799E-10, 1.162333E-20, 1.798175E-23, 8.008199E-9, 1.443264E-12, 6.927928E-13, 8.453322E-11, 1.070821E-14, 1.055344E-11, 0.06219569, 4.030337E-17, 1.973731E-11, 1.107119E-20, 7.732282E-13, 2.918665E-16, 3.129546E-15, 3.655288E-14, 1.029258E-12
0.086, 300.1891, 1.279187E-16, 1.04754E-4, 2.641002E-13, 0.218407, 1.190322E-14, 1.831347E-5, 0.7192641, 5.595047E-8, 6.87355E-8, 5.52547E-6, 3.418023E-7, 3.603207E-8, 1.480584E-19, 3.710423E-9, 1.929114E-22, 1.201596E-13, 3.886818E-9, 3.081653E-7, 5.322853E-17, 1.61202E-21, 5.129854E-32, 9.913896E-9, 1.038198E-11, 9.240921E-19, 7.794035E-7, 5.78784E-22, 6.972087E-8, 4.868159E-10, 9.867041E-10, 5.466143E-20, 1.604986E-22, 2.118542E-8, 3.870185E-12, 2.385244E-12, 2.292869E-10, 3.79884E-14, 3.50275E-11, 0.0621986, 1.906417E-16, 7.527677E-11, 4.268193E-20, 3.374096E-12, 1.204398E-15, 1.560563E-14, 1.683648E-13, 3.610307E-12
0.089, 300.2799, 3.30364E-16, 1.17344E-4, 3.901774E-13, 0.2183994, 3.010776E-14, 2.654984E-5, 0.7192454, 8.326856E-8, 1.024546E-7, 8.215449E-6, 5.616777E-7, 5.943622E-8, 3.489403E-19, 6.165051E-9, 8.478481E-22, 3.691785E-13, 6.685001E-9, 4.462329E-7, 1.524956E-16, 3.783598E-21, 2.193446E-31, 1.671957E-8, 2.000765E-11, 2.806057E-18, 1.198721E-6, 1.992381E-21, 1.095686E-7, 8.55026E-10, 1.729175E-9, 1.27449E-19, 6.433009E-22, 3.670569E-8, 6.763972E-12, 4.869307E-12, 4.035665E-10, 7.994123E-14, 7.028883E-11, 0.0622005, 4.751063E-16, 1.658287E-10, 9.4973E-20, 8.163627E-12, 2.997228E-15, 4.154956E-14, 4.233205E-13, 7.51437E-12
0.092, 300.4238, 9.032921E-16, 1.318549E-4, 5.827353E-13, 0.2183879, 8.128884E-14, 3.931054E-5, 0.7192214, 1.269149E-7, 1.563914E-7, 1.25067E-5, 9.553788E-7, 1.015247E-7, 8.796052E-19, 1.061655E-8, 4.145058E-21, 1.099634E-12, 1.19671E-8, 6.598692E-7, 4.720913E-16, 9.268731E-21, 1.188356E-30, 2.92761E-8, 4.076371E-11, 9.312638E-18, 1.894268E-6, 7.946027E-21, 1.773335E-7, 1.566888E-9, 3.161012E-9, 3.099275E-19, 2.547852E-21, 6.624545E-8, 1.232851E-11, 1.048815E-11, 7.413493E-10, 1.799359E-13, 1.498251E-10, 0.06220282, 1.272044E-15, 4.031825E-10, 2.345939E-19, 2.151604E-11, 8.679044E-15, 1.221048E-13, 1.165599E-12, 1.668678E-11
