TITLE="Graphics"
VARIABLES= "r, cm", "Tmax"
0.121951	1197.61
0.203252	1197.61
0.284553	1197.61
0.365854	1197.61
0.447154	1197.61
0.528455	1197.61
0.853659	1197.61
1.26016	1197.61
1.50407	1197.61
1.58537	1197.61
1.66667	1197.61
1.74797	1197.61
1.82927	1197.61
1.91057	1197.61
1.99187	1197.61
2.07317	1197.61
2.15447	1197.61
2.23577	1197.61
2.31707	1197.61
2.39837	1197.61
2.47967	1197.61
2.56098	1197.61
2.64228	1197.61
2.72358	1197.61
2.80488	1197.61
2.88618	1197.61
2.96748	1197.61
3.04878	1197.61
3.13008	1197.83
3.21138	1198.28
3.29268	1198.96
3.37398	1199.64
3.45528	1200.32
3.53659	1200.99
3.61789	1201.67
3.69919	1202.12
3.78049	1202.57
3.86179	1203.48
3.94309	1204.61
4.02439	1205.96
4.10569	1207.32
4.18699	1208.22
4.26829	1208.67
4.34959	1209.8
4.42977	1211.61
4.50881	1214.09
4.59011	1216.12
4.67141	1217.48
4.75271	1218.61
4.83401	1220.19
4.91418	1222
4.99548	1224.25
5.07565	1226.96
5.15583	1229.67
5.236	1232.16
5.31617	1234.64
5.39634	1237.35
5.47651	1239.84
5.55668	1242.77
5.63573	1246.39
5.71477	1250.23
5.79381	1254.29
5.87173	1259.03
5.94964	1264
6.02642	1269.65
6.09982	1276.2
6.17322	1283.2
6.24774	1289.75
6.32453	1294.94
6.40357	1299.01
6.48261	1302.39
6.56278	1304.43
6.64408	1305.56
6.72538	1306.01
6.80668	1305.78
6.88799	1305.33
6.96929	1304.65
7.05059	1303.52
7.13076	1301.94
7.21093	1299.91
7.29223	1298.33
7.37353	1296.97
7.45483	1295.84
7.53613	1294.49
7.61743	1293.36
7.69874	1292.01
7.78004	1291.1
7.86134	1290.65
7.94264	1289.97
8.02281	1288.84
8.10411	1287.04
8.18428	1285
8.26558	1283.42
8.34688	1282.29
8.42818	1281.84
8.50949	1281.17
8.59079	1280.49
8.67209	1280.04
8.75339	1279.13
8.83469	1278
8.91599	1277.1
8.99729	1276.87
9.07859	1276.65
9.15989	1276.2
9.24119	1275.97
9.32249	1275.75
9.40379	1275.07
9.48509	1274.39
9.5664	1274.16
9.6477	1274.16
9.729	1274.16
9.81256	1275.07
9.89724	1275.52
