VARIABLES= Temp_[K], H-H298_[kcal/mol], G-H298_[kcal/mol], Cp_[cal/(mol-K)], S_[cal/(mol-K)], Viscosity_[gm/(cm-s)], Therm_Cond_[erg/(cm-s-K)], Dif_Co_with_OH_[cm^2/s]
   298.15    0.000    -11.026      4.97      36.98     2.3083E-04  1802.          0.3137    
   300.00    0.009    -11.095      4.97      37.01     2.3198E-04  1811.          0.3171    
   310.00    0.059    -11.466      4.97      37.18     2.3812E-04  1859.          0.3360    
   320.00    0.109    -11.838      4.97      37.33     2.4419E-04  1906.          0.3554    
   330.00    0.158    -12.212      4.97      37.49     2.5018E-04  1953.          0.3752    
   340.00    0.208    -12.588      4.97      37.63     2.5610E-04  1999.          0.3954    
   350.00    0.258    -12.965      4.97      37.78     2.6195E-04  2044.          0.4160    
   360.00    0.307    -13.343      4.97      37.92     2.6773E-04  2090.          0.4370    
   370.00    0.357    -13.723      4.97      38.05     2.7345E-04  2134.          0.4585    
   380.00    0.407    -14.104      4.97      38.19     2.7910E-04  2178.          0.4803    
   390.00    0.456    -14.487      4.97      38.32     2.8470E-04  2222.          0.5026    
   400.00    0.506    -14.871      4.97      38.44     2.9023E-04  2265.          0.5252    
   410.00    0.556    -15.256      4.97      38.56     2.9571E-04  2308.          0.5482    
   420.00    0.605    -15.642      4.97      38.68     3.0113E-04  2350.          0.5716    
   430.00    0.655    -16.029      4.97      38.80     3.0650E-04  2392.          0.5954    
   440.00    0.705    -16.418      4.97      38.92     3.1182E-04  2434.          0.6196    
   450.00    0.754    -16.808      4.97      39.03     3.1709E-04  2475.          0.6442    
   460.00    0.804    -17.199      4.97      39.14     3.2231E-04  2516.          0.6691    
   470.00    0.854    -17.590      4.97      39.24     3.2748E-04  2556.          0.6944    
   480.00    0.903    -17.983      4.97      39.35     3.3261E-04  2596.          0.7200    
   490.00    0.953    -18.377      4.97      39.45     3.3769E-04  2636.          0.7461    
   500.00    1.003    -18.772      4.97      39.55     3.4272E-04  2675.          0.7724    
   510.00    1.052    -19.168      4.97      39.65     3.4772E-04  2714.          0.7992    
   520.00    1.102    -19.565      4.97      39.75     3.5267E-04  2753.          0.8262    
   530.00    1.152    -19.963      4.97      39.84     3.5758E-04  2791.          0.8537    
   540.00    1.202    -20.362      4.97      39.93     3.6245E-04  2829.          0.8815    
   550.00    1.251    -20.762      4.97      40.02     3.6729E-04  2867.          0.9096    
   560.00    1.301    -21.163      4.97      40.11     3.7208E-04  2904.          0.9380    
   570.00    1.351    -21.564      4.97      40.20     3.7684E-04  2941.          0.9669    
   580.00    1.400    -21.967      4.97      40.29     3.8157E-04  2978.          0.9960    
   590.00    1.450    -22.370      4.97      40.37     3.8626E-04  3015.           1.025    
   600.00    1.500    -22.774      4.97      40.46     3.9091E-04  3051.           1.055    
   610.00    1.549    -23.179      4.97      40.54     3.9554E-04  3087.           1.085    
   620.00    1.599    -23.585      4.97      40.62     4.0013E-04  3123.           1.116    
   630.00    1.649    -23.991      4.97      40.70     4.0468E-04  3159.           1.147    
   640.00    1.698    -24.399      4.97      40.78     4.0921E-04  3194.           1.178    
   650.00    1.748    -24.807      4.97      40.85     4.1371E-04  3229.           1.209    
   660.00    1.798    -25.216      4.97      40.93     4.1817E-04  3264.           1.241    
   670.00    1.847    -25.626      4.97      41.00     4.2261E-04  3298.           1.273    
   680.00    1.897    -26.036      4.97      41.08     4.2702E-04  3333.           1.305    
   690.00    1.947    -26.447      4.97      41.15     4.3140E-04  3367.           1.338    
   700.00    1.996    -26.859      4.97      41.22     4.3576E-04  3401.           1.371    
   710.00    2.046    -27.272      4.97      41.29     4.4008E-04  3435.           1.404    
   720.00    2.096    -27.685      4.97      41.36     4.4439E-04  3468.           1.438    
   730.00    2.145    -28.099      4.97      41.43     4.4866E-04  3502.           1.472    
   740.00    2.195    -28.513      4.97      41.50     4.5291E-04  3535.           1.506    
   750.00    2.245    -28.929      4.97      41.56     4.5714E-04  3568.           1.541    
   760.00    2.294    -29.345      4.97      41.63     4.6134E-04  3601.           1.576    
   770.00    2.344    -29.761      4.97      41.70     4.6552E-04  3633.           1.611    
   780.00    2.394    -30.179      4.97      41.76     4.6967E-04  3666.           1.646    
   790.00    2.444    -30.597      4.97      41.82     4.7380E-04  3698.           1.682    
   800.00    2.493    -31.015      4.97      41.89     4.7791E-04  3730.           1.718    
   810.00    2.543    -31.434      4.97      41.95     4.8200E-04  3762.           1.754    
   820.00    2.593    -31.854      4.97      42.01     4.8606E-04  3794.           1.791    
   830.00    2.642    -32.274      4.97      42.07     4.9011E-04  3825.           1.828    
   840.00    2.692    -32.695      4.97      42.13     4.9413E-04  3857.           1.865    
   850.00    2.742    -33.117      4.97      42.19     4.9813E-04  3888.           1.903    
   860.00    2.791    -33.539      4.97      42.24     5.0211E-04  3919.           1.940    
   870.00    2.841    -33.962      4.97      42.30     5.0608E-04  3950.           1.978    
   880.00    2.891    -34.385      4.97      42.36     5.1002E-04  3981.           2.017    
   890.00    2.940    -34.809      4.97      42.42     5.1394E-04  4011.           2.055    
   900.00    2.990    -35.233      4.97      42.47     5.1785E-04  4042.           2.094    
   910.00    3.040    -35.658      4.97      42.53     5.2173E-04  4072.           2.134    
   920.00    3.089    -36.084      4.97      42.58     5.2560E-04  4102.           2.173    
   930.00    3.139    -36.510      4.97      42.63     5.2945E-04  4132.           2.213    
   940.00    3.189    -36.937      4.97      42.69     5.3328E-04  4162.           2.253    
   950.00    3.238    -37.364      4.97      42.74     5.3710E-04  4192.           2.293    
   960.00    3.288    -37.791      4.97      42.79     5.4090E-04  4222.           2.334    
   970.00    3.338    -38.220      4.97      42.84     5.4468E-04  4251.           2.375    
   980.00    3.387    -38.648      4.97      42.89     5.4844E-04  4281.           2.416    
   990.00    3.437    -39.077      4.97      42.94     5.5219E-04  4310.           2.457    
  1000.01    3.487    -39.508      4.97      42.99     5.5593E-04  4339.           2.499    
  1010.00    3.536    -39.937      4.97      43.04     5.5964E-04  4368.           2.541    
  1020.00    3.586    -40.368      4.97      43.09     5.6334E-04  4397.           2.583    
  1030.00    3.636    -40.799      4.97      43.14     5.6702E-04  4426.           2.625    
  1040.00    3.686    -41.231      4.97      43.19     5.7069E-04  4454.           2.668    
  1050.00    3.735    -41.663      4.97      43.24     5.7435E-04  4483.           2.711    
  1060.00    3.785    -42.096      4.97      43.28     5.7799E-04  4511.           2.754    
  1070.00    3.835    -42.529      4.97      43.33     5.8162E-04  4539.           2.798    
  1080.00    3.884    -42.962      4.97      43.38     5.8523E-04  4568.           2.842    
  1090.00    3.934    -43.396      4.97      43.42     5.8883E-04  4596.           2.886    
  1100.00    3.984    -43.831      4.97      43.47     5.9241E-04  4624.           2.930    
  1110.00    4.033    -44.266      4.97      43.51     5.9598E-04  4652.           2.975    
  1120.00    4.083    -44.701      4.97      43.56     5.9954E-04  4679.           3.019    
  1130.00    4.133    -45.137      4.97      43.60     6.0308E-04  4707.           3.065    
  1140.00    4.182    -45.573      4.97      43.64     6.0661E-04  4735.           3.110    
  1150.00    4.232    -46.010      4.97      43.69     6.1013E-04  4762.           3.156    
  1160.00    4.282    -46.447      4.97      43.73     6.1363E-04  4789.           3.201    
  1170.00    4.331    -46.884      4.97      43.77     6.1712E-04  4817.           3.248    
  1180.00    4.381    -47.322      4.97      43.82     6.2060E-04  4844.           3.294    
  1190.00    4.431    -47.761      4.97      43.86     6.2407E-04  4871.           3.341    
  1200.00    4.480    -48.199      4.97      43.90     6.2752E-04  4898.           3.387    
  1210.00    4.530    -48.639      4.97      43.94     6.3096E-04  4925.           3.435    
  1220.00    4.580    -49.078      4.97      43.98     6.3440E-04  4951.           3.482    
  1230.00    4.629    -49.518      4.97      44.02     6.3781E-04  4978.           3.530    
  1240.00    4.679    -49.959      4.97      44.06     6.4122E-04  5005.           3.577    
  1250.00    4.729    -50.399      4.97      44.10     6.4462E-04  5031.           3.626    
  1260.00    4.778    -50.841      4.97      44.14     6.4800E-04  5058.           3.674    
  1270.00    4.828    -51.282      4.97      44.18     6.5138E-04  5084.           3.723    
  1280.00    4.878    -51.724      4.97      44.22     6.5474E-04  5110.           3.771    
  1290.00    4.928    -52.167      4.97      44.26     6.5809E-04  5136.           3.821    
  1300.00    4.977    -52.609      4.97      44.30     6.6143E-04  5162.           3.870    
  1310.00    5.027    -53.053      4.97      44.34     6.6477E-04  5188.           3.920    
  1320.00    5.077    -53.496      4.97      44.37     6.6809E-04  5214.           3.969    
  1330.00    5.126    -53.940      4.97      44.41     6.7140E-04  5240.           4.019    
  1340.00    5.176    -54.384      4.97      44.45     6.7470E-04  5266.           4.070    
  1350.00    5.226    -54.829      4.97      44.48     6.7799E-04  5292.           4.120    
  1360.00    5.275    -55.274      4.97      44.52     6.8127E-04  5317.           4.171    
  1370.00    5.325    -55.719      4.97      44.56     6.8453E-04  5343.           4.222    
  1380.00    5.375    -56.165      4.97      44.59     6.8780E-04  5368.           4.274    
  1390.00    5.424    -56.611      4.97      44.63     6.9105E-04  5394.           4.325    
  1400.00    5.474    -57.058      4.97      44.67     6.9429E-04  5419.           4.377    
  1410.00    5.524    -57.505      4.97      44.70     6.9752E-04  5444.           4.429    
  1420.00    5.573    -57.952      4.97      44.74     7.0074E-04  5469.           4.481    
  1430.00    5.623    -58.399      4.97      44.77     7.0395E-04  5494.           4.534    
  1440.00    5.673    -58.847      4.97      44.81     7.0716E-04  5519.           4.586    
  1450.00    5.722    -59.295      4.97      44.84     7.1035E-04  5544.           4.639    
  1460.00    5.772    -59.744      4.97      44.87     7.1354E-04  5569.           4.693    
  1470.00    5.822    -60.193      4.97      44.91     7.1672E-04  5594.           4.746    
  1480.00    5.871    -60.642      4.97      44.94     7.1988E-04  5619.           4.800    
  1490.00    5.921    -61.092      4.97      44.98     7.2304E-04  5643.           4.854    
  1500.00    5.971    -61.542      4.97      45.01     7.2620E-04  5668.           4.908    
  1510.00    6.020    -61.992      4.97      45.04     7.2934E-04  5692.           4.962    
  1520.00    6.070    -62.443      4.97      45.07     7.3247E-04  5717.           5.017    
  1530.00    6.120    -62.893      4.97      45.11     7.3560E-04  5741.           5.071    
  1540.00    6.170    -63.345      4.97      45.14     7.3872E-04  5766.           5.127    
  1550.00    6.219    -63.796      4.97      45.17     7.4183E-04  5790.           5.182    
  1560.00    6.269    -64.248      4.97      45.20     7.4493E-04  5814.           5.237    
  1570.00    6.319    -64.700      4.97      45.23     7.4802E-04  5838.           5.293    
  1580.00    6.368    -65.153      4.97      45.27     7.5111E-04  5862.           5.349    
  1590.00    6.418    -65.606      4.97      45.30     7.5419E-04  5886.           5.405    
  1600.00    6.468    -66.059      4.97      45.33     7.5726E-04  5910.           5.462    
  1610.00    6.517    -66.512      4.97      45.36     7.6032E-04  5934.           5.518    
  1620.00    6.567    -66.966      4.97      45.39     7.6338E-04  5958.           5.575    
  1630.00    6.617    -67.420      4.97      45.42     7.6643E-04  5982.           5.632    
  1640.00    6.666    -67.874      4.97      45.45     7.6947E-04  6006.           5.690    
  1650.00    6.716    -68.329      4.97      45.48     7.7250E-04  6029.           5.747    
  1660.00    6.766    -68.784      4.97      45.51     7.7553E-04  6053.           5.805    
  1670.00    6.815    -69.239      4.97      45.54     7.7854E-04  6077.           5.863    
  1680.00    6.865    -69.695      4.97      45.57     7.8156E-04  6100.           5.921    
  1690.00    6.915    -70.151      4.97      45.60     7.8456E-04  6123.           5.980    
  1700.00    6.964    -70.607      4.97      45.63     7.8756E-04  6147.           6.039    
  1710.00    7.014    -71.063      4.97      45.66     7.9055E-04  6170.           6.097    
  1720.00    7.064    -71.520      4.97      45.69     7.9353E-04  6194.           6.157    
  1730.00    7.113    -71.977      4.97      45.72     7.9651E-04  6217.           6.216    
  1740.00    7.163    -72.434      4.97      45.75     7.9948E-04  6240.           6.276    
  1750.00    7.213    -72.892      4.97      45.77     8.0245E-04  6263.           6.335    
  1760.00    7.262    -73.350      4.97      45.80     8.0540E-04  6286.           6.395    
  1770.00    7.312    -73.808      4.97      45.83     8.0835E-04  6309.           6.456    
  1780.00    7.362    -74.266      4.97      45.86     8.1130E-04  6332.           6.516    
  1790.00    7.412    -74.725      4.97      45.89     8.1424E-04  6355.           6.577    
  1800.00    7.461    -75.184      4.97      45.91     8.1717E-04  6378.           6.638    
  1810.00    7.511    -75.643      4.97      45.94     8.2009E-04  6401.           6.699    
  1820.00    7.561    -76.103      4.97      45.97     8.2301E-04  6424.           6.760    
  1830.00    7.610    -76.563      4.97      46.00     8.2592E-04  6446.           6.822    
  1840.00    7.660    -77.023      4.97      46.02     8.2883E-04  6469.           6.883    
  1850.00    7.710    -77.483      4.97      46.05     8.3173E-04  6492.           6.945    
