TITLE="Graphics"
VARIABLES= "koeff", "vel300_chemk"
 5.00000000000000e-001    5.71100917431193e+001
 6.01016518424396e-001    1.00000000000000e+002
 7.00127064803050e-001    1.42889908256881e+002
 7.99237611181703e-001    1.83256880733945e+002
 9.00254129606099e-001    2.16055045871560e+002
 9.99364675984752e-001    2.43807339449541e+002
 1.10038119440915e+000    2.66513761467890e+002
 1.19949174078780e+000    2.84174311926605e+002
 1.29860228716645e+000    2.96788990825688e+002
 1.39961880559085e+000    3.06880733944954e+002
 1.50063532401525e+000    3.11926605504587e+002
 1.59974587039390e+000    3.16972477064220e+002
 1.70076238881830e+000    3.14449541284404e+002
 1.79987293519695e+000    3.14449541284404e+002
 1.90088945362135e+000    3.09403669724771e+002
 2.00000000000000e+000    3.06880733944954e+002
