TITLE="Graphics"
VARIABLES= "koeff", "vel600_chemk"
 5.01905972045743e-001    1.89059829059829e+003
 5.99110546378653e-001    2.07649572649573e+003
 7.02033036848793e-001    2.23675213675214e+003
 7.99237611181703e-001    2.36709401709402e+003
 9.00254129606099e-001    2.46752136752137e+003
 9.99364675984752e-001    2.52948717948718e+003
 1.10038119440915e+000    2.54658119658120e+003
 1.20139771283355e+000    2.53803418803419e+003
 1.30050825921220e+000    2.51239316239316e+003
 1.39961880559085e+000    2.48034188034188e+003
 1.50254129606099e+000    2.44615384615385e+003
 1.59974587039390e+000    2.41410256410256e+003
 1.70076238881830e+000    2.38205128205128e+003
 1.79987293519695e+000    2.34786324786325e+003
 1.89898348157560e+000    2.31581196581197e+003
